corpus,protocol,outer_fold,seed,inner_key,base_u32,accepted_offset,n_fit,n_validation,n_outer_test,inner_split_path,inner_split_sha256,outer_fold_sha256
ravdess,groupkfold,1,0,P1-inner|ravdess|groupkfold|1|0,2036553166,0,840,300,300,splits/inner/ravdess/groupkfold/fold_001_seed_0.npz,f09e6adb0b6502fb2b61f1f3b1e35e210aa4a6acc50110323c148b1896e97038,cd1759ee99e22af731b569e0442cd55fef49c319b155f6131d4d5af1cd9b893d
ravdess,groupkfold,1,1,P1-inner|ravdess|groupkfold|1|1,923987431,0,840,300,300,splits/inner/ravdess/groupkfold/fold_001_seed_1.npz,fb630b0c93889fa9a8a7420db3a075a647102def5cca6f90bf2e1bcea9304228,cd1759ee99e22af731b569e0442cd55fef49c319b155f6131d4d5af1cd9b893d
ravdess,groupkfold,1,2,P1-inner|ravdess|groupkfold|1|2,3850681851,0,840,300,300,splits/inner/ravdess/groupkfold/fold_001_seed_2.npz,fbfb09ed18baceca96e4e7d050507021b9a78697915265ee7682075ac1a11435,cd1759ee99e22af731b569e0442cd55fef49c319b155f6131d4d5af1cd9b893d
ravdess,groupkfold,2,0,P1-inner|ravdess|groupkfold|2|0,1451956123,0,840,300,300,splits/inner/ravdess/groupkfold/fold_002_seed_0.npz,f1c433ee08435bb1b2ee06976cbd2ef4becc5ee2db435ff0b7df9963ee5ab4f1,90efda5a6791056ae039bacde5635e72360209a146ea4b360acead9f2a8ea4b0
ravdess,groupkfold,2,1,P1-inner|ravdess|groupkfold|2|1,6691062,0,840,300,300,splits/inner/ravdess/groupkfold/fold_002_seed_1.npz,6ee2cc72c66ea5c50c011f9d9fccbe09c3ef355f34c0428db1a0fc405f3b5e48,90efda5a6791056ae039bacde5635e72360209a146ea4b360acead9f2a8ea4b0
ravdess,groupkfold,2,2,P1-inner|ravdess|groupkfold|2|2,118917640,0,840,300,300,splits/inner/ravdess/groupkfold/fold_002_seed_2.npz,89c63486cce57ec5ef3057698daef5d4cb886bf2e1ce9073fd242ebb4bbb1a33,90efda5a6791056ae039bacde5635e72360209a146ea4b360acead9f2a8ea4b0
ravdess,groupkfold,3,0,P1-inner|ravdess|groupkfold|3|0,1285959509,0,840,300,300,splits/inner/ravdess/groupkfold/fold_003_seed_0.npz,d8dccb9f505e33acd8ca43e888a32d6139436c8d22570fce0a9f3696394f1bab,a8af703994484a1df97a85337612dea687750e8b4c630dccf29a4df0850d62aa
ravdess,groupkfold,3,1,P1-inner|ravdess|groupkfold|3|1,15596887,0,840,300,300,splits/inner/ravdess/groupkfold/fold_003_seed_1.npz,13ff79a5686d630d927c10725d1caa88eedf71e0c78ab54e10990d76ed5dae45,a8af703994484a1df97a85337612dea687750e8b4c630dccf29a4df0850d62aa
ravdess,groupkfold,3,2,P1-inner|ravdess|groupkfold|3|2,2288400073,0,840,300,300,splits/inner/ravdess/groupkfold/fold_003_seed_2.npz,57fba5354d15ae76550468fc13508149e6b1842dc2e8a4240e48d9e2db7f0aee,a8af703994484a1df97a85337612dea687750e8b4c630dccf29a4df0850d62aa
ravdess,groupkfold,4,0,P1-inner|ravdess|groupkfold|4|0,3710841136,0,900,300,240,splits/inner/ravdess/groupkfold/fold_004_seed_0.npz,7a0c91fd2cae14bb6da1d1707b846e8420b22b75fa13d35b5b26d9767adf6f51,e4c00ec75a546bb4c5716293f826faa43aedca48c09196f26d7cbc9bf2144666
ravdess,groupkfold,4,1,P1-inner|ravdess|groupkfold|4|1,2668765337,0,900,300,240,splits/inner/ravdess/groupkfold/fold_004_seed_1.npz,1792c9edc951b82255d9cba88914335232129ea958c3c3f8c3c02a63a177dfa7,e4c00ec75a546bb4c5716293f826faa43aedca48c09196f26d7cbc9bf2144666
ravdess,groupkfold,4,2,P1-inner|ravdess|groupkfold|4|2,911465090,0,900,300,240,splits/inner/ravdess/groupkfold/fold_004_seed_2.npz,05785eab97273b64d5c7be7b7acdb701d7cd7baf2492d50a220e6d5c9fdf98d6,e4c00ec75a546bb4c5716293f826faa43aedca48c09196f26d7cbc9bf2144666
ravdess,loso,0,0,P1-inner|ravdess|loso|0|0,1250159565,0,1020,360,60,splits/inner/ravdess/loso/fold_000_seed_0.npz,d401ef60c0fa22b10eaf34fe313dfd758fdd5e60b5b1c528d9ca889912daad39,5a09f235080c29c7c6d6d5958eb8fe974aa52f24eddb6926bb284a83a57c3a8b
ravdess,loso,0,1,P1-inner|ravdess|loso|0|1,889718650,0,1020,360,60,splits/inner/ravdess/loso/fold_000_seed_1.npz,918a59cfd753323aea6a59d812a3cc5b78c7581ec6dcb4641e999715d70ae112,5a09f235080c29c7c6d6d5958eb8fe974aa52f24eddb6926bb284a83a57c3a8b
ravdess,loso,0,2,P1-inner|ravdess|loso|0|2,3250788498,0,1020,360,60,splits/inner/ravdess/loso/fold_000_seed_2.npz,004c686c3a0726d50eb464fe52114cf26112ede13ead34628eb33086e149d3e3,5a09f235080c29c7c6d6d5958eb8fe974aa52f24eddb6926bb284a83a57c3a8b
ravdess,loso,1,0,P1-inner|ravdess|loso|1|0,1442863114,0,1020,360,60,splits/inner/ravdess/loso/fold_001_seed_0.npz,083677a5255448b04388a6fa8f43938b8a7e9fad54df121c974bbb0b325aed30,3959b2fb1e1557319d6be85eadaeae4df0dcb312a6e4eb2c3a78fb6def05e89e
ravdess,loso,1,1,P1-inner|ravdess|loso|1|1,3139634469,0,1020,360,60,splits/inner/ravdess/loso/fold_001_seed_1.npz,601850f08b54b53054f7fe9ce4bc3d72091b9a808baa08810ee8e9594964075c,3959b2fb1e1557319d6be85eadaeae4df0dcb312a6e4eb2c3a78fb6def05e89e
ravdess,loso,1,2,P1-inner|ravdess|loso|1|2,593890554,0,1020,360,60,splits/inner/ravdess/loso/fold_001_seed_2.npz,b40c5fcbf3e11f5532078c7dbff67bbcef22eb737cafb674076de72a65bf8cec,3959b2fb1e1557319d6be85eadaeae4df0dcb312a6e4eb2c3a78fb6def05e89e
ravdess,loso,2,0,P1-inner|ravdess|loso|2|0,3538812977,0,1020,360,60,splits/inner/ravdess/loso/fold_002_seed_0.npz,4e9c70cf5c3f7f7570d81d5cdaf0dbe924b70771dc1207a9b4921b3b2d64f0fe,d069952d9d708ac8f1932bfd01fd9075ac51f01ea6895f646ac9ac4c4692d5f1
ravdess,loso,2,1,P1-inner|ravdess|loso|2|1,2447334093,0,1020,360,60,splits/inner/ravdess/loso/fold_002_seed_1.npz,71eacbdcc0a11f232091cfb5546fe52599cb45bd0066ea4f2836a9fe0b497b92,d069952d9d708ac8f1932bfd01fd9075ac51f01ea6895f646ac9ac4c4692d5f1
ravdess,loso,2,2,P1-inner|ravdess|loso|2|2,550183553,0,1020,360,60,splits/inner/ravdess/loso/fold_002_seed_2.npz,cc023713008cb700e45e675e14867c8c9a5eb51266945dfa207803de15a703dd,d069952d9d708ac8f1932bfd01fd9075ac51f01ea6895f646ac9ac4c4692d5f1
ravdess,loso,3,0,P1-inner|ravdess|loso|3|0,3570409309,0,1020,360,60,splits/inner/ravdess/loso/fold_003_seed_0.npz,51f2e827177d76cb19f98137ab04d4cb1416f64e0d7f5a0751e12c461a8117cf,37cc3f4ac3e62f303631cd6a7e77970549b7e3f467fc99cfcefe7ae405539620
ravdess,loso,3,1,P1-inner|ravdess|loso|3|1,3341802317,0,1020,360,60,splits/inner/ravdess/loso/fold_003_seed_1.npz,1760f746e06dfb85d370b3b6026ea620af27e1090c34017c405711147f95590a,37cc3f4ac3e62f303631cd6a7e77970549b7e3f467fc99cfcefe7ae405539620
ravdess,loso,3,2,P1-inner|ravdess|loso|3|2,709339978,0,1020,360,60,splits/inner/ravdess/loso/fold_003_seed_2.npz,ee950eabb697b10c6d44184ae9085bbec0b6f134780e0ca02193635806d82bfb,37cc3f4ac3e62f303631cd6a7e77970549b7e3f467fc99cfcefe7ae405539620
ravdess,loso,4,0,P1-inner|ravdess|loso|4|0,994867401,0,1020,360,60,splits/inner/ravdess/loso/fold_004_seed_0.npz,15db9a75906c3e66e1db015f96ebec6f8855f7f8723f82cd612cf5caf64a1baf,4e84719991dab5f53917df4b95fcdadf9501cbe0ebec0156e3857fe66c59dd70
ravdess,loso,4,1,P1-inner|ravdess|loso|4|1,2907797968,0,1020,360,60,splits/inner/ravdess/loso/fold_004_seed_1.npz,0c8f26faaa06e7786cbe14492e3f3d95f69f564890a6339ed8d9d16e4b4f1572,4e84719991dab5f53917df4b95fcdadf9501cbe0ebec0156e3857fe66c59dd70
ravdess,loso,4,2,P1-inner|ravdess|loso|4|2,586504049,0,1020,360,60,splits/inner/ravdess/loso/fold_004_seed_2.npz,962cac393aacd359cf686a9fd22f985e5bb29f31aee9d0cb106ef63abefd9104,4e84719991dab5f53917df4b95fcdadf9501cbe0ebec0156e3857fe66c59dd70
ravdess,loso,5,0,P1-inner|ravdess|loso|5|0,4072010587,0,1020,360,60,splits/inner/ravdess/loso/fold_005_seed_0.npz,bf091ffa671860746667d011d264292e63ad8449089c1a2039c14c207a6e25a9,8757cf39c7abe874a18f0c7e9b9b0a13916bc0ca5bde28aa0f8cb24e0aa9d66e
ravdess,loso,5,1,P1-inner|ravdess|loso|5|1,523774347,0,1020,360,60,splits/inner/ravdess/loso/fold_005_seed_1.npz,c5fbc2cff44184c529e0c5c2595706fcf06b4e4fb73e1d36c5edcb5f9b82d21e,8757cf39c7abe874a18f0c7e9b9b0a13916bc0ca5bde28aa0f8cb24e0aa9d66e
ravdess,loso,5,2,P1-inner|ravdess|loso|5|2,3896013371,0,1020,360,60,splits/inner/ravdess/loso/fold_005_seed_2.npz,9d7763267d62a2217ae68c638e2ee87165471f650700a7464efd5ca4e79d1e45,8757cf39c7abe874a18f0c7e9b9b0a13916bc0ca5bde28aa0f8cb24e0aa9d66e
ravdess,loso,6,0,P1-inner|ravdess|loso|6|0,2283747348,0,1020,360,60,splits/inner/ravdess/loso/fold_006_seed_0.npz,671c1eb31fa414b3f5e9bc4a98193657f1fa5b52e6d589982799cb33363521b6,829c4018775b5a6385339d8a684609f502eb95d8eeb983f8e86f84b5615598ba
ravdess,loso,6,1,P1-inner|ravdess|loso|6|1,1503607492,0,1020,360,60,splits/inner/ravdess/loso/fold_006_seed_1.npz,c4ae57595f685dffc4dfa12c9e202eed6c2bb6037adb56d01275b109ea5b8377,829c4018775b5a6385339d8a684609f502eb95d8eeb983f8e86f84b5615598ba
ravdess,loso,6,2,P1-inner|ravdess|loso|6|2,2640039456,0,1020,360,60,splits/inner/ravdess/loso/fold_006_seed_2.npz,88e2b01257fb535e4274f740c75de48d876bb5a13cccea322189b2b293f874ab,829c4018775b5a6385339d8a684609f502eb95d8eeb983f8e86f84b5615598ba
ravdess,loso,7,0,P1-inner|ravdess|loso|7|0,1780931836,0,1020,360,60,splits/inner/ravdess/loso/fold_007_seed_0.npz,82c3578c49f9259bf68e78e353ceb31e5685e59e6e68661e5fd12f83170d0a56,d2be5696ba60519af6d7a1892ffdfefee7be55c18a9998d55fad596993eda268
ravdess,loso,7,1,P1-inner|ravdess|loso|7|1,4202950310,0,1020,360,60,splits/inner/ravdess/loso/fold_007_seed_1.npz,5c063c14f4b050cb677ada9e8b1dff05e4466a7c40121048715b246e68fc9351,d2be5696ba60519af6d7a1892ffdfefee7be55c18a9998d55fad596993eda268
ravdess,loso,7,2,P1-inner|ravdess|loso|7|2,1499176409,0,1020,360,60,splits/inner/ravdess/loso/fold_007_seed_2.npz,b7343518b4cefa2a62693dd76b19f99201a11981ed7f81c89ec8134cca0de52a,d2be5696ba60519af6d7a1892ffdfefee7be55c18a9998d55fad596993eda268
ravdess,loso,8,0,P1-inner|ravdess|loso|8|0,923396047,0,1020,360,60,splits/inner/ravdess/loso/fold_008_seed_0.npz,fcd2ff52e41a3463b1f2ce57b9e2322ecd2d8089f865f1eff6e3c7a5d16ba82f,95e038f03adba75872f5b7bd8040d05cd0d327dc3ed1b43713a2abe279f589d4
ravdess,loso,8,1,P1-inner|ravdess|loso|8|1,2373399318,0,1020,360,60,splits/inner/ravdess/loso/fold_008_seed_1.npz,b765aad5f51af20360b10f13c0fa9ec165a7a0971f55166351a835828f0dc511,95e038f03adba75872f5b7bd8040d05cd0d327dc3ed1b43713a2abe279f589d4
ravdess,loso,8,2,P1-inner|ravdess|loso|8|2,236689275,0,1020,360,60,splits/inner/ravdess/loso/fold_008_seed_2.npz,a51fe3731c611e365ce9697024a93b692f278343796c59d04cd1692799193173,95e038f03adba75872f5b7bd8040d05cd0d327dc3ed1b43713a2abe279f589d4
ravdess,loso,9,0,P1-inner|ravdess|loso|9|0,1888778739,0,1020,360,60,splits/inner/ravdess/loso/fold_009_seed_0.npz,64f4752e3382bc4967e0a8d63153576f0a6ddaae7297cff9424fefdf277cfc0e,1f7ce192a2e3071b2e4d94b0f357444d91acd37c0c50065b641639c22a2097be
ravdess,loso,9,1,P1-inner|ravdess|loso|9|1,1562302676,0,1020,360,60,splits/inner/ravdess/loso/fold_009_seed_1.npz,40fb0cc03bd54f44209f6331100fd2034c46d032af9e045e9b7e1f40a223a6f0,1f7ce192a2e3071b2e4d94b0f357444d91acd37c0c50065b641639c22a2097be
ravdess,loso,9,2,P1-inner|ravdess|loso|9|2,1081125044,0,1020,360,60,splits/inner/ravdess/loso/fold_009_seed_2.npz,ce7c5d1435a1e7a48a4b380b06b05e0cdd47b46ebd529a94c97264bba9374f23,1f7ce192a2e3071b2e4d94b0f357444d91acd37c0c50065b641639c22a2097be
ravdess,loso,10,0,P1-inner|ravdess|loso|10|0,857187434,0,1020,360,60,splits/inner/ravdess/loso/fold_010_seed_0.npz,41ab76e1221a140f1c42560600f220d5d018eeb844aff52b91ad417bd7354fe4,14a7d0dc44936361e5da0da0417e1d00761a6a816e7c3fecee6eebb4c89bbeb7
ravdess,loso,10,1,P1-inner|ravdess|loso|10|1,1312792630,0,1020,360,60,splits/inner/ravdess/loso/fold_010_seed_1.npz,3a44c213ab9c4a4058105458929b5da2c842a5e13daf9d4b5bed8dd53c6ffc22,14a7d0dc44936361e5da0da0417e1d00761a6a816e7c3fecee6eebb4c89bbeb7
ravdess,loso,10,2,P1-inner|ravdess|loso|10|2,4057461805,0,1020,360,60,splits/inner/ravdess/loso/fold_010_seed_2.npz,ba4abd54d80e17c503f603ff8e8236e761e1edeb3f187c111e056d293001bc8f,14a7d0dc44936361e5da0da0417e1d00761a6a816e7c3fecee6eebb4c89bbeb7
ravdess,loso,11,0,P1-inner|ravdess|loso|11|0,4118052907,0,1020,360,60,splits/inner/ravdess/loso/fold_011_seed_0.npz,ab4e4258bd2c1170779215e2b433916dea07c0e3ebab2365648fb37640f75938,ccb418ed1135a23e87272951f773aafb95746859bf5d5eb9b7b4267e4a10b973
ravdess,loso,11,1,P1-inner|ravdess|loso|11|1,1567316003,0,1020,360,60,splits/inner/ravdess/loso/fold_011_seed_1.npz,fdce146ddf2259ec59122d5c76836d3862f2ae4b054c12937d2c45df301ecd08,ccb418ed1135a23e87272951f773aafb95746859bf5d5eb9b7b4267e4a10b973
ravdess,loso,11,2,P1-inner|ravdess|loso|11|2,293568701,0,1020,360,60,splits/inner/ravdess/loso/fold_011_seed_2.npz,8507fbb997ea914c4894285a7658c76be11c5f2756d810fc18b9217e8a6d464f,ccb418ed1135a23e87272951f773aafb95746859bf5d5eb9b7b4267e4a10b973
ravdess,loso,12,0,P1-inner|ravdess|loso|12|0,2425187756,0,1020,360,60,splits/inner/ravdess/loso/fold_012_seed_0.npz,b74abe443136b35b254330f37bf3dbad6ec688901faa6f11eb40700348348532,c479603a57b80666bfecb631c72ae105f93504c1f8eb911e6168528b7470b1fd
ravdess,loso,12,1,P1-inner|ravdess|loso|12|1,1368180341,0,1020,360,60,splits/inner/ravdess/loso/fold_012_seed_1.npz,c29ca355051acebb816d5203fb489cd6278bfe1da2f1430138079e311180b6a0,c479603a57b80666bfecb631c72ae105f93504c1f8eb911e6168528b7470b1fd
ravdess,loso,12,2,P1-inner|ravdess|loso|12|2,467790669,0,1020,360,60,splits/inner/ravdess/loso/fold_012_seed_2.npz,bfbc95232dd6ded77c93654918c47b2e933a0fcf4c29057fae4387df6fdda930,c479603a57b80666bfecb631c72ae105f93504c1f8eb911e6168528b7470b1fd
ravdess,loso,13,0,P1-inner|ravdess|loso|13|0,1830528275,0,1020,360,60,splits/inner/ravdess/loso/fold_013_seed_0.npz,11544ccb18866f605260bd999dfede7291d98700f8a15891fc4e7c8f9240124a,06e6b3a03935724ea2a447c2f19c17f4a12acfbccc1789498578a5f0ab6d41ca
ravdess,loso,13,1,P1-inner|ravdess|loso|13|1,1371896901,0,1020,360,60,splits/inner/ravdess/loso/fold_013_seed_1.npz,c60d11d011db056afea9e36621df43c725e19eb3455e0fcaa6130d5f77723cf7,06e6b3a03935724ea2a447c2f19c17f4a12acfbccc1789498578a5f0ab6d41ca
ravdess,loso,13,2,P1-inner|ravdess|loso|13|2,3852005175,0,1020,360,60,splits/inner/ravdess/loso/fold_013_seed_2.npz,02587cd7bc65540ffc343ca0f919f07096103e4afa3f58a46c08a13911df4c3e,06e6b3a03935724ea2a447c2f19c17f4a12acfbccc1789498578a5f0ab6d41ca
ravdess,loso,14,0,P1-inner|ravdess|loso|14|0,3052046136,0,1020,360,60,splits/inner/ravdess/loso/fold_014_seed_0.npz,5683fd90da8898785c25635eb3085db51fdc851b19ef27adbc5256633ff9b42d,bf63ccef717ec890d0cea9cff5e17b4f97cd39e58da440a85c31a16b0d607bf1
ravdess,loso,14,1,P1-inner|ravdess|loso|14|1,747276520,0,1020,360,60,splits/inner/ravdess/loso/fold_014_seed_1.npz,42d8cc6c11d293493d8118698b8152fec43614b30a67fb2c752e319358ab4911,bf63ccef717ec890d0cea9cff5e17b4f97cd39e58da440a85c31a16b0d607bf1
ravdess,loso,14,2,P1-inner|ravdess|loso|14|2,1373750491,0,1020,360,60,splits/inner/ravdess/loso/fold_014_seed_2.npz,6e07ebf2bb6b9ec8dfad8470456421f7a6e55e6dc29e32f13282280e5f2e591a,bf63ccef717ec890d0cea9cff5e17b4f97cd39e58da440a85c31a16b0d607bf1
ravdess,loso,15,0,P1-inner|ravdess|loso|15|0,1468889724,0,1020,360,60,splits/inner/ravdess/loso/fold_015_seed_0.npz,964d206931b39230cfac611ab74e0fc49fbf17ceeb583bcba0469b354d45c37c,ca5ce9a0e7a540bb56c0fc8a7b440fbccec5043691dc59e21e44e6c6dac7b927
ravdess,loso,15,1,P1-inner|ravdess|loso|15|1,3631849890,0,1020,360,60,splits/inner/ravdess/loso/fold_015_seed_1.npz,007d8b2ad8bd9bd32f770c8adb8275b06932a02bff93d883723109f2f96bbf8f,ca5ce9a0e7a540bb56c0fc8a7b440fbccec5043691dc59e21e44e6c6dac7b927
ravdess,loso,15,2,P1-inner|ravdess|loso|15|2,4251925504,0,1020,360,60,splits/inner/ravdess/loso/fold_015_seed_2.npz,d24056ef98ab935e178f2ba4af65dcf389fe697b14802dcbff0851a238667d50,ca5ce9a0e7a540bb56c0fc8a7b440fbccec5043691dc59e21e44e6c6dac7b927
ravdess,loso,16,0,P1-inner|ravdess|loso|16|0,4134548169,0,1020,360,60,splits/inner/ravdess/loso/fold_016_seed_0.npz,419ad2ac577fdec4514471e1d0a5e7cbb18438da02bf56a3add9d12fd6f88094,ab9d98f580f986db75465cfbe0b9adfa0b52beff1accac88f51397aff8c23bd9
ravdess,loso,16,1,P1-inner|ravdess|loso|16|1,4092685886,0,1020,360,60,splits/inner/ravdess/loso/fold_016_seed_1.npz,cf517b7978e9dcf9d227b3474dba86772cf678a42ed0119438021f023251e012,ab9d98f580f986db75465cfbe0b9adfa0b52beff1accac88f51397aff8c23bd9
ravdess,loso,16,2,P1-inner|ravdess|loso|16|2,3393251938,0,1020,360,60,splits/inner/ravdess/loso/fold_016_seed_2.npz,03f5c6bff954e231f0ba1f19aa8cd18c5a1aa9f6ab2093002b07704a27a7eb76,ab9d98f580f986db75465cfbe0b9adfa0b52beff1accac88f51397aff8c23bd9
ravdess,loso,17,0,P1-inner|ravdess|loso|17|0,2536568885,0,1020,360,60,splits/inner/ravdess/loso/fold_017_seed_0.npz,e6bfbe1f29be60cafd222bb690107b7484358e86448339cc44b49749cd6e6828,039b6c1230583a164ba25690d41326fe3b6c453e0d44d264e7abf5272f033088
ravdess,loso,17,1,P1-inner|ravdess|loso|17|1,2590870182,0,1020,360,60,splits/inner/ravdess/loso/fold_017_seed_1.npz,f496d87575b0d89daf2ad8a207ef8e90f622df4f642b5d2927b0e4be9c526666,039b6c1230583a164ba25690d41326fe3b6c453e0d44d264e7abf5272f033088
ravdess,loso,17,2,P1-inner|ravdess|loso|17|2,1784288350,0,1020,360,60,splits/inner/ravdess/loso/fold_017_seed_2.npz,94131382a8d2fe9dae8cd5d40a1397b357b47d489d18c6e151d1b7e8f91bd616,039b6c1230583a164ba25690d41326fe3b6c453e0d44d264e7abf5272f033088
ravdess,loso,18,0,P1-inner|ravdess|loso|18|0,13544209,0,1020,360,60,splits/inner/ravdess/loso/fold_018_seed_0.npz,12ba999c491134d13561b3a613a9f2141eae1472bad6120d563caf5fab684e03,00e0518e9f471578d2b47409354235bc515aa75e58c62a6e634eda86e5acce01
ravdess,loso,18,1,P1-inner|ravdess|loso|18|1,2057750920,0,1020,360,60,splits/inner/ravdess/loso/fold_018_seed_1.npz,be5025914ed3b006a023ac0494c93ce8c6b6512cbd6b74a710d5a0fabb597fcf,00e0518e9f471578d2b47409354235bc515aa75e58c62a6e634eda86e5acce01
ravdess,loso,18,2,P1-inner|ravdess|loso|18|2,1803007800,0,1020,360,60,splits/inner/ravdess/loso/fold_018_seed_2.npz,2f1d35ef80406f929d146bd9f8f4c602548381b083637a6ab773902d86337f7b,00e0518e9f471578d2b47409354235bc515aa75e58c62a6e634eda86e5acce01
ravdess,loso,19,0,P1-inner|ravdess|loso|19|0,1997132219,0,1020,360,60,splits/inner/ravdess/loso/fold_019_seed_0.npz,5fb185c975272676662822219cdf8b48eff755810334ce233bc4764392ec51f1,879dcb20cab0ea7567c970a32c1417cab348d005c8d71accd46d2fc498471419
