corpus,protocol,outer_fold,seed,inner_key,base_u32,accepted_offset,n_fit,n_validation,n_outer_test,inner_split_path,inner_split_sha256,outer_fold_sha256
cremad,random,3,1,P1-inner|cremad|random|3|1,2834890780,0,4465,1489,1488,splits/inner/cremad/random/fold_003_seed_1.npz,03161b6b406b7675dcf54d2ad5427b24d87c7e83dde5b7fd8da4e174868bc914,93556c5b78315ce4f190f91c51594598eb06a963dde1cfc9fbf5af3ed7e32808
cremad,random,3,2,P1-inner|cremad|random|3|2,2141108901,0,4465,1489,1488,splits/inner/cremad/random/fold_003_seed_2.npz,5b090d2343d75ae9b32c6d967f6cec1e90b389bf5b1863bc45083acad58aa983,93556c5b78315ce4f190f91c51594598eb06a963dde1cfc9fbf5af3ed7e32808
cremad,random,4,0,P1-inner|cremad|random|4|0,2194486989,0,4465,1489,1488,splits/inner/cremad/random/fold_004_seed_0.npz,871879b1174cc8dc6f404d74a27134c6d0c8a98b9577adde9f1f84a6367f2669,10554ec3091ab00fb9bd7d2bb63942c7a861c8e08819db41320c34400a797167
cremad,random,4,1,P1-inner|cremad|random|4|1,510007774,0,4465,1489,1488,splits/inner/cremad/random/fold_004_seed_1.npz,6dd761f1d09c2f6a178bf221dccba518b372fb466fd64dca2706f234ff0c3313,10554ec3091ab00fb9bd7d2bb63942c7a861c8e08819db41320c34400a797167
cremad,random,4,2,P1-inner|cremad|random|4|2,3058604790,0,4465,1489,1488,splits/inner/cremad/random/fold_004_seed_2.npz,8b7c776f66e3d0a9a6a86b5971651bec973d8e8a171c7502efc8a23f1a920c98,10554ec3091ab00fb9bd7d2bb63942c7a861c8e08819db41320c34400a797167
cremad,groupkfold,0,0,P1-inner|cremad|groupkfold|0|0,1261152051,0,4414,1552,1476,splits/inner/cremad/groupkfold/fold_000_seed_0.npz,d583e67e6c57b9342397f29e87a2a68850789be20d916283264f0eb6def5b15e,7301e55411fafeb26a58fdcf42cb211ee39569f496f8b537ac848f32bbc72920
cremad,groupkfold,0,1,P1-inner|cremad|groupkfold|0|1,267530526,0,4414,1552,1476,splits/inner/cremad/groupkfold/fold_000_seed_1.npz,3b89e2fd778e3122181a7d3836f912797e7417b4eb8a3ad8a2c11a204015c98d,7301e55411fafeb26a58fdcf42cb211ee39569f496f8b537ac848f32bbc72920
cremad,groupkfold,0,2,P1-inner|cremad|groupkfold|0|2,2137834048,0,4408,1558,1476,splits/inner/cremad/groupkfold/fold_000_seed_2.npz,00a2c385ec6da7a93eee89c6ffc4700d81cd5285ce5b4e9feb19d6f775b4888c,7301e55411fafeb26a58fdcf42cb211ee39569f496f8b537ac848f32bbc72920
cremad,groupkfold,1,0,P1-inner|cremad|groupkfold|1|0,3455761396,0,4410,1557,1475,splits/inner/cremad/groupkfold/fold_001_seed_0.npz,ad3c8c7be75fcb3759b129a860c23a79611ad46570431afc9c80bb09190ebb40,0295321ad52e4f929e2bdbc7c0f0811770a4f98bc3744e4ae3b11bc342d881a9
cremad,groupkfold,1,1,P1-inner|cremad|groupkfold|1|1,2984471861,0,4416,1551,1475,splits/inner/cremad/groupkfold/fold_001_seed_1.npz,09c06c2263e5bdf89080df8257ad43cbd789ddda28c8d874a905d37ee6fa7904,0295321ad52e4f929e2bdbc7c0f0811770a4f98bc3744e4ae3b11bc342d881a9
cremad,groupkfold,1,2,P1-inner|cremad|groupkfold|1|2,3008562211,0,4415,1552,1475,splits/inner/cremad/groupkfold/fold_001_seed_2.npz,3247a40926caaf003f3e60bd1a42d9a0c27d809941a35046cef0d06273761591,0295321ad52e4f929e2bdbc7c0f0811770a4f98bc3744e4ae3b11bc342d881a9
cremad,groupkfold,2,0,P1-inner|cremad|groupkfold|2|0,257612583,0,4409,1558,1475,splits/inner/cremad/groupkfold/fold_002_seed_0.npz,91d2f4d8b3d95a5719e4ecbe516ea428e743909e1a9e7a827d53ca515fb5d0b7,38b51d4f641fabb0a406f01faf23672848cd5c7c4e5f7fb51873f58ce00cfc16
cremad,groupkfold,2,1,P1-inner|cremad|groupkfold|2|1,50539442,0,4415,1552,1475,splits/inner/cremad/groupkfold/fold_002_seed_1.npz,8a255f5824a5bc40096e8205c2f65a523982211dc6a25f8fb20d72566f14f57e,38b51d4f641fabb0a406f01faf23672848cd5c7c4e5f7fb51873f58ce00cfc16
cremad,groupkfold,2,2,P1-inner|cremad|groupkfold|2|2,2909693446,0,4421,1546,1475,splits/inner/cremad/groupkfold/fold_002_seed_2.npz,31dcddc81afe6c47a7eab4d9d8c403be75b8284e1733c8fe887aad65bd4d35ad,38b51d4f641fabb0a406f01faf23672848cd5c7c4e5f7fb51873f58ce00cfc16
cremad,groupkfold,3,0,P1-inner|cremad|groupkfold|3|0,1252696693,0,4421,1475,1546,splits/inner/cremad/groupkfold/fold_003_seed_0.npz,d2846b77e92b7e4f7a3e9c5aefeced73cb193b26ec1f240a083d0f9b30317ca2,7b46ff1ae9bc6ac90327eba0cd8797929dd6cc3c059c16716e7c0bd7ff685fce
cremad,groupkfold,3,1,P1-inner|cremad|groupkfold|3|1,4052469314,0,4420,1476,1546,splits/inner/cremad/groupkfold/fold_003_seed_1.npz,612c3e0f2cabcfea6c002f3dd535bc56926aa17381b2b427d4d02fda9bf70ef8,7b46ff1ae9bc6ac90327eba0cd8797929dd6cc3c059c16716e7c0bd7ff685fce
cremad,groupkfold,3,2,P1-inner|cremad|groupkfold|3|2,3309381852,0,4421,1475,1546,splits/inner/cremad/groupkfold/fold_003_seed_2.npz,424203d4b4063017a6945523f48f67cce2806647dc862e9eb88669b2c432d838,7b46ff1ae9bc6ac90327eba0cd8797929dd6cc3c059c16716e7c0bd7ff685fce
cremad,groupkfold,4,0,P1-inner|cremad|groupkfold|4|0,1498641559,0,4420,1552,1470,splits/inner/cremad/groupkfold/fold_004_seed_0.npz,d85d1af8efa9d60af196c2574d2ecd9aa1478bc07e28c76e095c0dafee1deccd,b4607a7e4925ca4072cf368ad75932363aaba5fdc18c5978edb60ebedb11c82a
cremad,groupkfold,4,1,P1-inner|cremad|groupkfold|4|1,3987503598,0,4420,1552,1470,splits/inner/cremad/groupkfold/fold_004_seed_1.npz,9605d4c18dc701704ab13fd9695666ada5f2179c03defeb83aa40b2683eba6e7,b4607a7e4925ca4072cf368ad75932363aaba5fdc18c5978edb60ebedb11c82a
cremad,groupkfold,4,2,P1-inner|cremad|groupkfold|4|2,2931360021,0,4420,1552,1470,splits/inner/cremad/groupkfold/fold_004_seed_2.npz,68a727b7e4dce45414435695c6a2f620f6d1456d3cfa43e5d385fd41fd6e677d,b4607a7e4925ca4072cf368ad75932363aaba5fdc18c5978edb60ebedb11c82a
cremad,loso,0,0,P1-inner|cremad|loso|0|0,2456257398,0,5482,1878,82,splits/inner/cremad/loso/fold_000_seed_0.npz,36636d90ae05b3d992727fd4c8bbce117b1c76bcfc835f92c9558aae5d697fcd,3d72e3048dfa839c2218fbb2406ec759a63074962d6cb249b0f0ed8d5877993d
cremad,loso,0,1,P1-inner|cremad|loso|0|1,75061967,0,5480,1880,82,splits/inner/cremad/loso/fold_000_seed_1.npz,70994511a863777a0e4135810317995b930a97ea72c07ab2af5daa997e165fe5,3d72e3048dfa839c2218fbb2406ec759a63074962d6cb249b0f0ed8d5877993d
cremad,loso,0,2,P1-inner|cremad|loso|0|2,2750464470,0,5476,1884,82,splits/inner/cremad/loso/fold_000_seed_2.npz,e88594811c0be7809ee891454a0ab8b15d383e8b1b2a9ae177109fdf4a5ca4ac,3d72e3048dfa839c2218fbb2406ec759a63074962d6cb249b0f0ed8d5877993d
cremad,loso,1,0,P1-inner|cremad|loso|1|0,591178004,0,5475,1886,81,splits/inner/cremad/loso/fold_001_seed_0.npz,0e700b909f8ff415874555413fb24931def0dfca83139e4007bcc96fce619f3a,f0a844c4f1fc0fb23b49d0b7c213c51e690c8f0d013b4808454e858e7f6520ec
cremad,loso,1,1,P1-inner|cremad|loso|1|1,2386727530,0,5475,1886,81,splits/inner/cremad/loso/fold_001_seed_1.npz,8daeb0d610a8c8edb5e1ec926f73ecbcf10818ac2bea972628674f5b742c99be,f0a844c4f1fc0fb23b49d0b7c213c51e690c8f0d013b4808454e858e7f6520ec
cremad,loso,1,2,P1-inner|cremad|loso|1|2,4151365382,0,5482,1879,81,splits/inner/cremad/loso/fold_001_seed_2.npz,a01e66d2ee2afa3c70d87ab81a34f4a9f1c6977be1432804c85d14873daed928,f0a844c4f1fc0fb23b49d0b7c213c51e690c8f0d013b4808454e858e7f6520ec
cremad,loso,2,0,P1-inner|cremad|loso|2|0,3978444490,0,5480,1880,82,splits/inner/cremad/loso/fold_002_seed_0.npz,1d6ddbc63163202a0e62023157d7b45e6d6d27f240d24c3cb11e1b3a218a5c7f,891bcab81e2165102dfff1ec91425d0c3987a4620159035fdb982a7a3d09036d
cremad,loso,2,1,P1-inner|cremad|loso|2|1,2589068567,0,5474,1886,82,splits/inner/cremad/loso/fold_002_seed_1.npz,1c4f197adb8cb79ac1d07a2d5ac27cd97ae7342d7f9bc31ec7e4e856abf3c984,891bcab81e2165102dfff1ec91425d0c3987a4620159035fdb982a7a3d09036d
cremad,loso,2,2,P1-inner|cremad|loso|2|2,2154646334,0,5475,1885,82,splits/inner/cremad/loso/fold_002_seed_2.npz,cbd9202964bd036ab57a9ee777d6994b547f04e4e6e88a046d0aaf1b55264f76,891bcab81e2165102dfff1ec91425d0c3987a4620159035fdb982a7a3d09036d
cremad,loso,3,0,P1-inner|cremad|loso|3|0,3261306971,0,5480,1880,82,splits/inner/cremad/loso/fold_003_seed_0.npz,983952cc78093d76d90786603125121e18be4b221c2f35a9ba77e31f089508c7,8d2ab63dbf182453a7ca962ad8690ae4b7416fbbbda53cd1e3c3431cf9e624ed
cremad,loso,3,1,P1-inner|cremad|loso|3|1,68293896,0,5474,1886,82,splits/inner/cremad/loso/fold_003_seed_1.npz,3e6a73d427aa3d25e13ec830a98a4e1df6f692b449285415e7438a24532c12ed,8d2ab63dbf182453a7ca962ad8690ae4b7416fbbbda53cd1e3c3431cf9e624ed
cremad,loso,3,2,P1-inner|cremad|loso|3|2,3323850742,0,5475,1885,82,splits/inner/cremad/loso/fold_003_seed_2.npz,34b29ea7e8eaa96c5300ea9e602735b6903b4a6c7f28fc5a57e95cef17f70a5c,8d2ab63dbf182453a7ca962ad8690ae4b7416fbbbda53cd1e3c3431cf9e624ed
cremad,loso,4,0,P1-inner|cremad|loso|4|0,35255975,0,5480,1880,82,splits/inner/cremad/loso/fold_004_seed_0.npz,2d6eea06e639bc13cdc70d32b1091e6b4587a9beb6cf8596fe3196567ba56a52,a45961c1d30470a2758184d8b85cff28cb722b3bc8d2a8f4d63629d240a353e2
cremad,loso,4,1,P1-inner|cremad|loso|4|1,1453060950,0,5481,1879,82,splits/inner/cremad/loso/fold_004_seed_1.npz,5cb037ad68441a0efd355997feb2904b1a7e77e846532322ec79d2ab53e6ae73,a45961c1d30470a2758184d8b85cff28cb722b3bc8d2a8f4d63629d240a353e2
cremad,loso,4,2,P1-inner|cremad|loso|4|2,173219254,0,5487,1873,82,splits/inner/cremad/loso/fold_004_seed_2.npz,eec8512e095caaede9dfa98ad1fec1d4f1be5363118fff2067b01bc7771d8a69,a45961c1d30470a2758184d8b85cff28cb722b3bc8d2a8f4d63629d240a353e2
cremad,loso,5,0,P1-inner|cremad|loso|5|0,106036423,0,5480,1880,82,splits/inner/cremad/loso/fold_005_seed_0.npz,555c82708fa2ad67791668745e8bd13ffd78a3ccc88c3d502311547ee5457ef4,88fdabc99d642390e99b57fd3afd33f5f72ce105d8183238824b7fd96860e4c9
cremad,loso,5,1,P1-inner|cremad|loso|5|1,318125491,0,5480,1880,82,splits/inner/cremad/loso/fold_005_seed_1.npz,bc4bf52ba6c3ab2d995b9ac16ee98cfecf1f86fd4525c9812de6696721b10b42,88fdabc99d642390e99b57fd3afd33f5f72ce105d8183238824b7fd96860e4c9
cremad,loso,5,2,P1-inner|cremad|loso|5|2,2092316343,0,5481,1879,82,splits/inner/cremad/loso/fold_005_seed_2.npz,b9aafe833b58a57939d687461efd66fa708936ec8163e5c32ea4323d4a268114,88fdabc99d642390e99b57fd3afd33f5f72ce105d8183238824b7fd96860e4c9
cremad,loso,6,0,P1-inner|cremad|loso|6|0,3760233967,0,5474,1886,82,splits/inner/cremad/loso/fold_006_seed_0.npz,b1e453922a529494b328c55b3f27702406afeb4a71f6f21a88819fb1101eb6cc,fd7be3a337ea9412a2e2fff46e25dbe08dbad173512e31e8d5488b36e6b42209
cremad,loso,6,1,P1-inner|cremad|loso|6|1,1622937646,0,5480,1880,82,splits/inner/cremad/loso/fold_006_seed_1.npz,52332882ba257af2c3b6d497447f15b74cdfe8dc4c30fe244656f66d42fb01f5,fd7be3a337ea9412a2e2fff46e25dbe08dbad173512e31e8d5488b36e6b42209
cremad,loso,6,2,P1-inner|cremad|loso|6|2,83872363,0,5474,1886,82,splits/inner/cremad/loso/fold_006_seed_2.npz,8f225eda5cb991cd9f9983ba80654cfa20045685c309a1bd0fce9c2b08fb8d84,fd7be3a337ea9412a2e2fff46e25dbe08dbad173512e31e8d5488b36e6b42209
cremad,loso,7,0,P1-inner|cremad|loso|7|0,282012545,0,5480,1886,76,splits/inner/cremad/loso/fold_007_seed_0.npz,54b231fcfce23a0acb2adafb15c42d741707137db08acb5e9f9d1fd2dce3fcf9,a2ca9686f6c97a915d515116945ff94f46ca3ea152f1346426caf54477d36a9f
cremad,loso,7,1,P1-inner|cremad|loso|7|1,437075567,0,5486,1880,76,splits/inner/cremad/loso/fold_007_seed_1.npz,c825d12e3e48e93f950e26379c928db312026efb17780ea96416f1e2a84eae5d,a2ca9686f6c97a915d515116945ff94f46ca3ea152f1346426caf54477d36a9f
cremad,loso,7,2,P1-inner|cremad|loso|7|2,2284054520,0,5480,1886,76,splits/inner/cremad/loso/fold_007_seed_2.npz,aa7ff1e45c6ab97578c3308d87227821b15b3b25dff86c0eaa6e02ed4651df12,a2ca9686f6c97a915d515116945ff94f46ca3ea152f1346426caf54477d36a9f
cremad,loso,8,0,P1-inner|cremad|loso|8|0,798439246,0,5480,1886,76,splits/inner/cremad/loso/fold_008_seed_0.npz,dd82887b7117b9b36f4d66d380bfa7cbe1a0a22c73a3086abc79d6f1daf4ec47,8b228f1fef86c752615f41bf8940a583985de6138027cae830acf5f05e2d56a4
cremad,loso,8,1,P1-inner|cremad|loso|8|1,2871436473,0,5486,1880,76,splits/inner/cremad/loso/fold_008_seed_1.npz,d8eba59ad4442cf63f28fef8f119d8881030f02959ea3cc6723eba388e5f4866,8b228f1fef86c752615f41bf8940a583985de6138027cae830acf5f05e2d56a4
cremad,loso,8,2,P1-inner|cremad|loso|8|2,4203228944,0,5481,1885,76,splits/inner/cremad/loso/fold_008_seed_2.npz,e32c192f76c32cb71b7882b5cc797d250b415d487703a7fd7f13e834007641ab,8b228f1fef86c752615f41bf8940a583985de6138027cae830acf5f05e2d56a4
cremad,loso,9,0,P1-inner|cremad|loso|9|0,2548915888,0,5480,1880,82,splits/inner/cremad/loso/fold_009_seed_0.npz,c9d3cb7cf76ed6d157fba4c628600a3dfa7b0ad781e162bd343f7b20eb1a5b59,979f23581f6b4ac6fab014da9bc0117e659d628cefffbbb57016023bf2a26b5e
cremad,loso,9,1,P1-inner|cremad|loso|9|1,3211810132,0,5474,1886,82,splits/inner/cremad/loso/fold_009_seed_1.npz,3ecba19616a919675a0d3dbb88746d9332be2fafad0f5397836a8327c2987e2a,979f23581f6b4ac6fab014da9bc0117e659d628cefffbbb57016023bf2a26b5e
cremad,loso,9,2,P1-inner|cremad|loso|9|2,3923273469,0,5480,1880,82,splits/inner/cremad/loso/fold_009_seed_2.npz,79f4fbf41bab3aa6cbb2817aa9074997201b4b4de74b467d0f9d1dff39afafbb,979f23581f6b4ac6fab014da9bc0117e659d628cefffbbb57016023bf2a26b5e
cremad,loso,10,0,P1-inner|cremad|loso|10|0,2642988970,0,5474,1886,82,splits/inner/cremad/loso/fold_010_seed_0.npz,da14b5af9fc01b673fe150ca9b504e5740f66b5aed5fd902a9581c04c576765a,88ee3b4449ebcb1425f5e708e2df6fde58472eb218dc237966ed7cd29491051c
cremad,loso,10,1,P1-inner|cremad|loso|10|1,2378039936,0,5486,1874,82,splits/inner/cremad/loso/fold_010_seed_1.npz,5225d993468f7fa68824e33bb6d331b766b236953aa268b3922e8121e1df6f13,88ee3b4449ebcb1425f5e708e2df6fde58472eb218dc237966ed7cd29491051c
cremad,loso,10,2,P1-inner|cremad|loso|10|2,2059384213,0,5481,1879,82,splits/inner/cremad/loso/fold_010_seed_2.npz,460286dcb1d5f35b81c3ff88c1ce3b7b524516254aadd3324b0fe9a8c6cb64b2,88ee3b4449ebcb1425f5e708e2df6fde58472eb218dc237966ed7cd29491051c
cremad,loso,11,0,P1-inner|cremad|loso|11|0,1376984998,0,5475,1885,82,splits/inner/cremad/loso/fold_011_seed_0.npz,3c4ddf35019796d0e5713af6780b7ed38d612d5a0895f4262d19fd0dbc601d50,e4d168d6243c1fd5eb8b840fdee76f8fd3f31c7d72cb1198070a7c766dda6598
cremad,loso,11,1,P1-inner|cremad|loso|11|1,2535006868,0,5487,1873,82,splits/inner/cremad/loso/fold_011_seed_1.npz,189a95076d7186b1846a699aee17546bbccfd3e67d8758ce721bec6f8fbf2f38,e4d168d6243c1fd5eb8b840fdee76f8fd3f31c7d72cb1198070a7c766dda6598
cremad,loso,11,2,P1-inner|cremad|loso|11|2,1113435513,0,5480,1880,82,splits/inner/cremad/loso/fold_011_seed_2.npz,78c9ef5d3cae26d3f0fc9e2fe1e5a44ff45b0e6416367fa52b4f0df875906bed,e4d168d6243c1fd5eb8b840fdee76f8fd3f31c7d72cb1198070a7c766dda6598
cremad,loso,12,0,P1-inner|cremad|loso|12|0,2475413539,0,5481,1879,82,splits/inner/cremad/loso/fold_012_seed_0.npz,46fb7f781ace5b4b3d21e3a8383591254b0d8e036262873e39523c8efc3bef61,17c0c33dcf1cdf39055ff9445408793da327651fdcf3d7b5e29a7b3fec3067c9
cremad,loso,12,1,P1-inner|cremad|loso|12|1,1019922529,0,5474,1886,82,splits/inner/cremad/loso/fold_012_seed_1.npz,fb6ff23729113cdd78cfcba1bc4dd1f6bfb447e024899a9c241a01e7154d2a19,17c0c33dcf1cdf39055ff9445408793da327651fdcf3d7b5e29a7b3fec3067c9
cremad,loso,12,2,P1-inner|cremad|loso|12|2,1324448981,0,5481,1879,82,splits/inner/cremad/loso/fold_012_seed_2.npz,2181bf2dd65fb0c0352cc54b148d56a51aa839f3fcebf030cb3bf06d3e0e15ee,17c0c33dcf1cdf39055ff9445408793da327651fdcf3d7b5e29a7b3fec3067c9
cremad,loso,13,0,P1-inner|cremad|loso|13|0,3010232345,0,5475,1885,82,splits/inner/cremad/loso/fold_013_seed_0.npz,810b1315cf7b509ede9d164a977ce9ba42b44ffffcc41ab2e43a5098fdc7f2d8,433ee2bbd1e7e7a8a9b1b04c5f97f72d58cf45c0e9e98e8655db8d1e8d39eb9e
cremad,loso,13,1,P1-inner|cremad|loso|13|1,2457831931,0,5474,1886,82,splits/inner/cremad/loso/fold_013_seed_1.npz,7e63c3d8352af3413d09fdf9a303d3d005328e610440f93212fb5a4b293fd20c,433ee2bbd1e7e7a8a9b1b04c5f97f72d58cf45c0e9e98e8655db8d1e8d39eb9e
cremad,loso,13,2,P1-inner|cremad|loso|13|2,4033149561,0,5475,1885,82,splits/inner/cremad/loso/fold_013_seed_2.npz,25ddc0c7859f12ff5c96e520e8664f031ce3a207621850a9e7216d4e5934c423,433ee2bbd1e7e7a8a9b1b04c5f97f72d58cf45c0e9e98e8655db8d1e8d39eb9e
cremad,loso,14,0,P1-inner|cremad|loso|14|0,3153049230,0,5481,1879,82,splits/inner/cremad/loso/fold_014_seed_0.npz,74e31dac36a67df826661ddd6ed4708b58b282db4d29096109ff0297595a7526,b4f14d9f323027a8d173d0c60c58855999aeac8ef364d726c18be229e1e00f37
cremad,loso,14,1,P1-inner|cremad|loso|14|1,3404893057,0,5481,1879,82,splits/inner/cremad/loso/fold_014_seed_1.npz,df22a77414187fe0ae42af408bba456c457f209dcf0b39e769decdc1b29a7252,b4f14d9f323027a8d173d0c60c58855999aeac8ef364d726c18be229e1e00f37
cremad,loso,14,2,P1-inner|cremad|loso|14|2,281076164,0,5481,1879,82,splits/inner/cremad/loso/fold_014_seed_2.npz,8518a7a671870b4b8ea48d4956ea77107bfd86bf4178165ea68be52b5baac9fa,b4f14d9f323027a8d173d0c60c58855999aeac8ef364d726c18be229e1e00f37
cremad,loso,15,0,P1-inner|cremad|loso|15|0,3108234094,0,5480,1880,82,splits/inner/cremad/loso/fold_015_seed_0.npz,ab71c27a9e2e3b918078c09ba9111eb03d3ed3545cb94eb2222b33b0b0ff9ea4,40205966f520c2247d83cdc7e6be9e94482b05366011a5d1eb7573806567e820
cremad,loso,15,1,P1-inner|cremad|loso|15|1,1541396645,0,5486,1874,82,splits/inner/cremad/loso/fold_015_seed_1.npz,71396885729d363228f6d717de65802229a1fd1f175068b1958a7f76660a93ca,40205966f520c2247d83cdc7e6be9e94482b05366011a5d1eb7573806567e820
cremad,loso,15,2,P1-inner|cremad|loso|15|2,1034311862,0,5474,1886,82,splits/inner/cremad/loso/fold_015_seed_2.npz,d7a49e865c0db4f98abc34d60fa854c0c9580c21788e702a6ed1650764872f62,40205966f520c2247d83cdc7e6be9e94482b05366011a5d1eb7573806567e820
cremad,loso,16,0,P1-inner|cremad|loso|16|0,2376033724,0,5476,1884,82,splits/inner/cremad/loso/fold_016_seed_0.npz,fc8fd90995d647c02507d922118e21c879f61b2e64cccba5df47023546a1712c,88013497016a429eaa290ecc9840f121d2bb34ee9bcfed67ce6924641bde2cec
cremad,loso,16,1,P1-inner|cremad|loso|16|1,2021048093,0,5481,1879,82,splits/inner/cremad/loso/fold_016_seed_1.npz,f752300344fc242cb2361983bb40f95fa4b5d3b5b961e81831d4f7022d919f06,88013497016a429eaa290ecc9840f121d2bb34ee9bcfed67ce6924641bde2cec
cremad,loso,16,2,P1-inner|cremad|loso|16|2,3838376725,0,5474,1886,82,splits/inner/cremad/loso/fold_016_seed_2.npz,65bf5c264ef04a3af11b9febb95b20d02fa4603bb92385a3e11ea62e1f5e7787,88013497016a429eaa290ecc9840f121d2bb34ee9bcfed67ce6924641bde2cec
cremad,loso,17,0,P1-inner|cremad|loso|17|0,2325032491,0,5474,1886,82,splits/inner/cremad/loso/fold_017_seed_0.npz,b762662f7a4c2ee0fd830f9ad49a15926fd34f027ba5e8e0665451d07ebddd60,a0ea00e6861a1d1827d772531490e45ad7136f74def66faa7b71bcf05d32f382
cremad,loso,17,1,P1-inner|cremad|loso|17|1,2846416647,0,5486,1874,82,splits/inner/cremad/loso/fold_017_seed_1.npz,944fbc6f2953addf6f1488cf6969a0d1b3efce4e732312e2e3eb52095c9b29d6,a0ea00e6861a1d1827d772531490e45ad7136f74def66faa7b71bcf05d32f382
cremad,loso,17,2,P1-inner|cremad|loso|17|2,1622103087,0,5480,1880,82,splits/inner/cremad/loso/fold_017_seed_2.npz,822e7c4fac5cc31e1b03e0d122137686f32a2c90e9e514dc8fbf52811acea849,a0ea00e6861a1d1827d772531490e45ad7136f74def66faa7b71bcf05d32f382
cremad,loso,18,0,P1-inner|cremad|loso|18|0,3347579472,0,5486,1880,76,splits/inner/cremad/loso/fold_018_seed_0.npz,6a4c78a4a82c38d2354c4c42241740f6c297ce03dc83b668c400c958f7434aec,b63e20ee69704d8fa281feb57b8d683f42dd22fbfd9b12d1e2122899686d0bf6
cremad,loso,18,1,P1-inner|cremad|loso|18|1,2794486089,0,5487,1879,76,splits/inner/cremad/loso/fold_018_seed_1.npz,0f26a5366996382fa0ea78de06f29db76f1419488c8a93e0374a8abfd5a0e8cf,b63e20ee69704d8fa281feb57b8d683f42dd22fbfd9b12d1e2122899686d0bf6
cremad,loso,18,2,P1-inner|cremad|loso|18|2,609759867,0,5488,1878,76,splits/inner/cremad/loso/fold_018_seed_2.npz,a128b5d41acb314e2afe4461ddd172f7cbf83c08d543e437c4cd1467de81fda0,b63e20ee69704d8fa281feb57b8d683f42dd22fbfd9b12d1e2122899686d0bf6
cremad,loso,19,0,P1-inner|cremad|loso|19|0,3980335488,0,5487,1873,82,splits/inner/cremad/loso/fold_019_seed_0.npz,67157063d2154ecb5caab1c1fae9df57f80183f97877d2845c3221194c67a779,b7feb377974f16ca61d5bb95356c60cab412a458a71f9c28568ae289c21a3d49
