actor,emotion_code,emotion_name,intensity,statement,repetition,song_relative_path,song_sha256,song_file_size_bytes,speech_relative_path,speech_sha256,speech_file_size_bytes
1,6,fearful,2,1,1,Actor_01/03-02-06-02-01-01-01.wav,0886293fcafc7699cdb9d1caf2a6cd7c2b8531f76fac4465f959d0986025372e,459396,Actor_01/03-01-06-02-01-01-01.wav,6b0752471c17ea8dfbdbbf9c976da3560c402ad2ca012704bea5b5b52dd00201,540470
1,6,fearful,2,1,2,Actor_01/03-02-06-02-01-02-01.wav,b591effa00a37db8b37b00445cc5e517c41f8822a6af3b9ac5d07153e9abfe91,494632,Actor_01/03-01-06-02-01-02-01.wav,53759ee327ffe65399c1b4d0a0fba3632a01d3fb2ebb5856f2dcc9a1d80afcd9,466786
1,6,fearful,2,2,1,Actor_01/03-02-06-02-02-01-01.wav,280d4d0c53be6014bdbd0e7c02164b84cb60302b702512284ac6857599950ada,446584,Actor_01/03-01-06-02-02-01-01.wav,509626a3a63b3ce34ae6496daf5067fd42e48b8d074dd1ee605f01b4eaa77346,441170
1,6,fearful,2,2,2,Actor_01/03-02-06-02-02-02-01.wav,c71ed581ce79309f6aad2a2f251ad5688cccc46a4d41ef54315daa120f967f11,456190,Actor_01/03-01-06-02-02-02-01.wav,027c7f5e7a84e37332206cad278ede9fcce8447187c6f712b8d6d45c27680dcf,434766
2,1,neutral,1,1,1,Actor_02/03-02-01-01-01-01-02.wav,c7e378ee61d98764c9e2149007505920e1ba6f7ba44640b57595950a79ea1a50,511584,Actor_02/03-01-01-01-01-01-02.wav,e343477557ff71c099c7a71ef70ff65158fcab232a56ee23bd231319a0f2c845,410114
2,1,neutral,1,1,2,Actor_02/03-02-01-01-01-02-02.wav,a881c9946ce4f6fe6a9af40a4248ea9edf98263235aad51590a2f9f80654861a,537210,Actor_02/03-01-01-01-01-02-02.wav,a60634e1545dfec9ed00cac5d3ebe2cb9808175884c02aa72a6e61cbb81167dd,406912
2,1,neutral,1,2,1,Actor_02/03-02-01-01-02-01-02.wav,fb2ba61f20bc87b9192c5938229f37fa073249bcc761835e65e1b1c273ba8ca6,514788,Actor_02/03-01-01-01-02-01-02.wav,bf8422b8ff263607a9264f15f1db6e979aba70c7b0966c283fbf0e9ad92d424e,422926
2,1,neutral,1,2,2,Actor_02/03-02-01-01-02-02-02.wav,4e04d341f011a80f2d139fcbb5ab33cb34ea14c0140f38233dd5119427f5f69a,530804,Actor_02/03-01-01-01-02-02-02.wav,e093a927ecabc6618a13db9a7b23bb742ffb85ae1405ef636f34fe18b5ac0b38,406910
2,2,calm,1,1,1,Actor_02/03-02-02-01-01-01-02.wav,bdcef51a324f667e9444098f237b5cdabc9ed26aeec17a9e291fb9ddbf1b0a55,595538,Actor_02/03-01-02-01-01-01-02.wav,7b43258db0818fccf82884d54bb1f36e7501308acc99e1f2bc05fa1da10d3899,429350
2,2,calm,1,1,2,Actor_02/03-02-02-01-01-02-02.wav,6b65c76a631cde5a6ab85362e0d221b9d0392eb4369aba262f2d5e91ddbe30ff,585868,Actor_02/03-01-02-01-01-02-02.wav,d4b8363d0c65c9f61e7cb20cc725e24b6e64c608d224c21a2bbfaad30b8e487b,445370
2,2,calm,1,2,1,Actor_02/03-02-02-01-02-01-02.wav,1444215dc64e7562f6ff23ac1c7316ea674738d64e147a83d9cf4234e23c926a,579502,Actor_02/03-01-02-01-02-01-02.wav,f51a66b9bc696cd5891f566edddbd0651af12347fe74f95a2c97df42bc3c0934,429354
2,2,calm,1,2,2,Actor_02/03-02-02-01-02-02-02.wav,905d4fdf9b7072466385a0c9ce9f34d6d51f5362e71d7ec4ae2fe94ff31c18c4,585920,Actor_02/03-01-02-01-02-02-02.wav,2bcada99818df62ec0cbe2e23ff0ebf3fbf112ab04805e265a7bfe7d7a6d7354,442166
2,2,calm,2,1,1,Actor_02/03-02-02-02-01-01-02.wav,842453f6ebb3e30caf1e38521d089e4e26cf2ce603790516a1c823302bae892a,589124,Actor_02/03-01-02-02-01-01-02.wav,59eeaaceed8c8e8ad89d5c5c5164a064cb425c724cf71f7d0546001da9a81531,458184
2,2,calm,2,1,2,Actor_02/03-02-02-02-01-02-02.wav,cba08b79f04e786b9e94cdc5aef4eb4e8fc7bd907a97395133ff5282bff2ebba,630832,Actor_02/03-01-02-02-01-02-02.wav,cf81009e63d704c500ab9ee481be6b1aabe268ed5ce78b34ffd984d76c45457e,448574
2,2,calm,2,2,1,Actor_02/03-02-02-02-02-01-02.wav,bfe30eb63fe448435bccc9a08ad50ecf410e908f9fd6f5b130889457bf3c2734,624354,Actor_02/03-01-02-02-02-01-02.wav,3f6b579ef647c2611a50ba88dc9910d18e28f5c9b18509caaa66e853a069d9c3,454980
2,2,calm,2,2,2,Actor_02/03-02-02-02-02-02-02.wav,080b3be052a17b710fa1b2e3bdd675ad16acf2ca560e99de74eea2b8d623064c,633970,Actor_02/03-01-02-02-02-02-02.wav,909613c25f4bb82a4ee759fd30b3dad44fc331b6c5830e909e4e2c5fb53054a4,454980
2,3,happy,1,1,1,Actor_02/03-02-03-01-01-01-02.wav,bdecb70cf6d51f7ca45731dd942b0d738e8579a93e75a94f0da8c6d2016b78de,550078,Actor_02/03-01-03-01-01-01-02.wav,4654ca86da9f02b60a5ab11b69f1ed0dbc9cd1caae1a02455f8918c46bb7fd2e,406932
2,3,happy,1,1,2,Actor_02/03-02-03-01-01-02-02.wav,9997337f9ce0ef82ab87eec1b32c76bf5d68b269cdc3c3db6c78e1642c0353e9,559686,Actor_02/03-01-03-01-01-02-02.wav,9a3c41ce92315e8727bee09cd7c4775d12b6d86fea5f7c20f5d90eb076a248d7,416540
2,3,happy,1,2,1,Actor_02/03-02-03-01-02-01-02.wav,f1e60fb5a0fdf21c33411b2c2aa61b66b9573ccc96e3a9c0690cc27b1e60d65b,492420,Actor_02/03-01-03-01-02-01-02.wav,3e9668459238b80ac2b1c7b5ffe3d97c5382dcd60a7975d87fc4864b9c39e067,422948
2,3,happy,1,2,2,Actor_02/03-02-03-01-02-02-02.wav,5248c72e9c2b481594f2226f4d8f72dbb262a84d9d7ad3431e5b68545b683314,492420,Actor_02/03-01-03-01-02-02-02.wav,bd18aaec8b3ab71778f167b1c6f0ae4c9ff726946fa401b6681853055efeda01,419746
2,3,happy,2,1,1,Actor_02/03-02-03-02-01-01-02.wav,eaf78ce490826bf67f3a5c28cee8db3c798552773f357513c0bb98f2f716e0e3,460388,Actor_02/03-01-03-02-01-01-02.wav,5269349f2129a0d1d1bb44262c6976e6629db2f258456af3d21014c1e9e2a681,416542
2,3,happy,2,1,2,Actor_02/03-02-03-02-01-02-02.wav,5c8c9b398f0a9ab34187b87b13af836dc288302e1d571e7bfe7b75143a4290a3,473202,Actor_02/03-01-03-02-01-02-02.wav,b338fb93d6fa3bb726a726e3c5747bf7d1ba55849f21cd92b7c5ce0d596a639c,413338
2,3,happy,2,2,1,Actor_02/03-02-03-02-02-01-02.wav,bf620a2c18001351d4f61098969d36824483c779940d3843f3c9ae475d484ed7,479608,Actor_02/03-01-03-02-02-01-02.wav,c3d8e4469c820ced8e776c910f621f02dbb4a57e8de275c4d1434aea819eb925,416542
2,3,happy,2,2,2,Actor_02/03-02-03-02-02-02-02.wav,cd7adba55e6bba6fee88b501d91160bed9fbbaceeb358241b435ebafc3ab507d,469998,Actor_02/03-01-03-02-02-02-02.wav,75b8425081dfc5ac8f263096219cf4f67bf493cc4dd07530aae3b1618c571bd3,432556
2,4,sad,1,1,1,Actor_02/03-02-04-01-01-01-02.wav,1af80aaf06b97eebd082eda77b1976aa37fb32c4438c40bcfd36962e9428b82f,559282,Actor_02/03-01-04-01-01-01-02.wav,1dd1dea9b9f6522b2ada29cb60a35f55c6ce99fef1afb6e6fc48959d0de2c102,429334
2,4,sad,1,1,2,Actor_02/03-02-04-01-01-02-02.wav,af30b2ad95295045dcd939e2e0c96e058d0895d00b2b9ee1500500f5b5613e96,559676,Actor_02/03-01-04-01-01-02-02.wav,da78102797dd0b1501d03ad4c6b3b0ea8054e3952d5918a9aaeecb41fd7589f5,422928
2,4,sad,1,2,1,Actor_02/03-02-04-01-02-01-02.wav,0c1e7bcb657936dbf4518c0e13929ca8dbf321d73b7eb71a78dfd6e8f1b58129,563494,Actor_02/03-01-04-01-02-01-02.wav,05d80c8e8ffe4e53d9440a80be21a81df3f8bb26e80f5006e2e37d5acc100332,419722
2,4,sad,1,2,2,Actor_02/03-02-04-01-02-02-02.wav,9993d1e994fddaccca1de65fdf356bd27ea78c87a05f560029f7e26e3084c320,553886,Actor_02/03-01-04-01-02-02-02.wav,65e774df0f88c5c13bbdb5da25f8e49cbc1cee312df881ea74b0f9c812d470b7,422928
2,4,sad,2,1,1,Actor_02/03-02-04-02-01-01-02.wav,d0ecdc1fd3e41e70d5648f19e91d20f03ff7e6a3e705800f42a37e2c4055d5a7,569298,Actor_02/03-01-04-02-01-01-02.wav,c164e43034a28da0d81f97b6ca0df91b6d1970def189de9542af7c999af166a3,419730
2,4,sad,2,1,2,Actor_02/03-02-04-02-01-02-02.wav,d293258bd506c697208bbfbe1aec7fa943f7f787175032d3b66eec17c12ac20b,550080,Actor_02/03-01-04-02-01-02-02.wav,6c5e70947db7d8f5f80accf65b2e95be20031f4edcf47777991f955f4bbf6906,422930
2,4,sad,2,2,1,Actor_02/03-02-04-02-02-01-02.wav,07257f0352ffdf00422eb4b6c120a4f3c1120941061a8e910b41fe9d8d3bdc01,550080,Actor_02/03-01-04-02-02-01-02.wav,efa86bccfd96610660d6518872b010e0c76202624ed4ccffedb644beaea925f4,416524
2,4,sad,2,2,2,Actor_02/03-02-04-02-02-02-02.wav,4bba35717796c0e792683693adb1c072ceffbdc0797822bd86765bb3097f1b82,562892,Actor_02/03-01-04-02-02-02-02.wav,faa98815ea99829510149881b63417bfcd3cea9cb8dc25611417646e05b3005f,413322
2,5,angry,1,1,1,Actor_02/03-02-05-01-01-01-02.wav,c74c09e7a935373b1057a4c7e2b636941eb3c1b9553c7843b15df105309fd91a,476408,Actor_02/03-01-05-01-01-01-02.wav,85e9338f1a1c5011221afce5d145a6a98784ff007b7562006cbcce93761b8fd4,413322
2,5,angry,1,1,2,Actor_02/03-02-05-01-01-02-02.wav,a2dd595a71f1b745fc250e4aaa96d5f003dca02e9f2e90f85a49f929a72cfb47,489222,Actor_02/03-01-05-01-01-02-02.wav,6521fea459b712fa6a1227d5513bb32aac81509a318309ce13ec24345cc2b2d5,413322
2,5,angry,1,2,1,Actor_02/03-02-05-01-02-01-02.wav,5c4d32a65b26dc73da2601fc58b701140c4591a86a2fac57849c6cb01fe9be24,502034,Actor_02/03-01-05-01-02-01-02.wav,0b9b8fad5c6b5728a692371d92e5638f6c17149784b97be5cf3c69fbc46cdec0,422930
2,5,angry,1,2,2,Actor_02/03-02-05-01-02-02-02.wav,fcf4321a0409d1d64687b7d5e78ccab4d03e303d55b96f2f74d0d1f987e8b41a,502034,Actor_02/03-01-05-01-02-02-02.wav,db5236c610aaa14319d9b340f698405957c44d1fcfcbb99c303090c4e6081d9e,426124
2,5,angry,2,1,1,Actor_02/03-02-05-02-01-01-02.wav,fe7d69b2700ecce17048497c02983c4b36d2f17e2d961234861f2cbf3a731be8,492424,Actor_02/03-01-05-02-01-01-02.wav,2f8cafdb522aec17a940ee829e6a42b46b53817fa626d65da6beab33c5bdfbfc,435746
2,5,angry,2,1,2,Actor_02/03-02-05-02-01-02-02.wav,ab6cee84859cc4c1a798fd5cc41b2497dee0d9ca54e061b67ab630ff79917744,492426,Actor_02/03-01-05-02-01-02-02.wav,a8a570075c4513a2830e7a2d91daefd6c8f9a05cefbde8ad2c8b83092fbac415,445354
2,5,angry,2,2,1,Actor_02/03-02-05-02-02-01-02.wav,14a2c25b612e8c2a975389c058cb04017fc4dea3408697d279168c2e4c0ccc8d,492426,Actor_02/03-01-05-02-02-01-02.wav,6481c21552fa49c7716d477ce26f37ce96a09d2a0a25ae1ec6603308794a1235,445372
2,5,angry,2,2,2,Actor_02/03-02-05-02-02-02-02.wav,f70ffdde62b679ee6ca069a0b6024312ff297f471ff9e079406d9c7615d24a92,482814,Actor_02/03-01-05-02-02-02-02.wav,5c6245995079fa054296bbf78cae66d3a692f7a1c97d10a086f0563701a5e22c,445368
2,6,fearful,1,1,1,Actor_02/03-02-06-01-01-01-02.wav,762cc923f377d6d30b864f8429010549cc0c41812834b6bff5b6565b11bbce5f,502034,Actor_02/03-01-06-01-01-01-02.wav,d5b45b08055b925e9cd66279940389490c663511fa5658ede38ed85e1ac88ddd,410134
2,6,fearful,1,1,2,Actor_02/03-02-06-01-01-02-02.wav,ce7e0c16c987a68aa8fcc4bc8c3bae9c3843321a0350b7838dcf2ac766f73569,508440,Actor_02/03-01-06-01-01-02-02.wav,8915bce71511d2144cac3218d5d2d528e5a4c92ae7116c325f50f032e8d68bfa,419742
2,6,fearful,1,2,1,Actor_02/03-02-06-01-02-01-02.wav,46fd8a37b61664f66b2f52189f38b85d3afe9d8f1600b09eb57ec56ba0a55a4a,511644,Actor_02/03-01-06-01-02-01-02.wav,492ae24bf56eb8d23c3db75585e097bff4915717fcccd220c0e7f0f2453a0a76,413336
2,6,fearful,1,2,2,Actor_02/03-02-06-01-02-02-02.wav,91b960ba4e106ad5bb14d72132e107b3081582994296ec89cf0499d4dbbe5842,495628,Actor_02/03-01-06-01-02-02-02.wav,ca8c1f0e4990f5fc55fd44863b5e0350b7e5c466f36ce2e7d1e793bc564782bc,419732
2,6,fearful,2,1,1,Actor_02/03-02-06-02-01-01-02.wav,85f800e738e4cf871d95f54717ea5e28e2ed793fdc39772ffe7cd1969c70f823,479612,Actor_02/03-01-06-02-01-01-02.wav,b59f804202fb4d2e5d5b6a75ec5f082aa20456eb217aaf633eff3397081142c7,426040
2,6,fearful,2,1,2,Actor_02/03-02-06-02-01-02-02.wav,3aa1a716b8011d5eb2941be52c235bd5d5db3ccd8e2e9f11b9631f116dbd76a8,479612,Actor_02/03-01-06-02-01-02-02.wav,d3924095729ab4b2db75d99e0689d82cb74a74f027e8965bfd503bc41a49ac94,410126
2,6,fearful,2,2,1,Actor_02/03-02-06-02-02-01-02.wav,d77cc5eeef627587dad6bd69096ee9b4051b725e03b47c81938cf966c7bc7aa6,479612,Actor_02/03-01-06-02-02-01-02.wav,f42d66fc079607993271b79d2bf8bf313663d5f9d1f8f5c05358fb5002c978c8,406922
2,6,fearful,2,2,2,Actor_02/03-02-06-02-02-02-02.wav,97ea2cb15e275da05188d4c0b8c0449ec8bd4f727589a42e093e732358c9710d,476410,Actor_02/03-01-06-02-02-02-02.wav,38feb57de2541446386ee7193bab4bc67fe31600ebce4657c9791b304518916f,406928
3,1,neutral,1,1,1,Actor_03/03-02-01-01-01-01-03.wav,b0cb41aca7e7e7277269003469a11708875f4946ff61097b3e2354515ee22ba6,462536,Actor_03/03-01-01-01-01-01-03.wav,d61bd344a100e9ba43b2e589912e0ce4b8c4f8be14e7e9a5b618a51728faf34f,379588
3,1,neutral,1,1,2,Actor_03/03-02-01-01-01-02-03.wav,c4fe6bbcf6db293a97c4dfc1b9251db020ebfe2722248ca8ab12fb43590ccb70,459330,Actor_03/03-01-01-01-01-02-03.wav,17b08fe4d03f14cfee8cbe8368bddf9d5660a81bbc1972f8891ea0e5327aa290,385994
3,1,neutral,1,2,1,Actor_03/03-02-01-01-02-01-03.wav,ab815b2d310b1c284d60a290f290c5064624e8501f7c998c84ae5732ed3caad0,452926,Actor_03/03-01-01-01-02-01-03.wav,d2e500826753fc20c4d095fcd4f470cd3f44d523313cc34fe568d284b2912d62,385986
