study_id,spec_version,unit_id,arm,manifest_sha256,draw_id,draw_role,analysis_order,fold,train_rep,cell,config_index,model,corpus_level,base_corpus,panel_draw,r,seed_index,split_seed,inner_seed,train_seed,outer_sha256,inner_sha256,split_sha256,config_sha256,n_fit,n_val,n_test,est_gpu_sec,cap_group,conditional,truncation_rank,status
N14R,1.0.0,1d30597939c767503a8ad72a85c8c9d6d4e94531e5bf3608af50c7e8cbb55177,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,2,resnet_se,cremad,cremad,,0,0,3314293321,3595721850,3050963025,d75c629ef8fa4fd0bf7253b98333a19c66213d9f40197e8b4085174572162e82,f6f3674587eb4dc8b6840d60696484b5fb7e3fa55877514b03c0dd99b5fe9261,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,525a9b89875aabf96a25d5868732f0170064559379a37c40ffd832aff038cbcf,4410,1476,1549,174.188,N14R,0,99,pending
N14R,1.0.0,71f726be3aa24a982cc2e7c44e45b3f324e7ef71c582c6aad522b4643d85a4eb,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,3,resnet_se,cremad,cremad,,0,0,3314293321,3595721850,3050963025,d75c629ef8fa4fd0bf7253b98333a19c66213d9f40197e8b4085174572162e82,f6f3674587eb4dc8b6840d60696484b5fb7e3fa55877514b03c0dd99b5fe9261,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,023a599f13364eb5ca59e299394f04e572bae1264d2c84d9d914ebc7a5327f41,4410,1476,1549,174.188,N14R,0,99,pending
N14R,1.0.0,87235472437249c405f660f8ce9c6e4ab85dd7cb6521f9e0c95f57617398a7f1,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,4,resnet_se,cremad,cremad,,0,0,3314293321,3595721850,3050963025,d75c629ef8fa4fd0bf7253b98333a19c66213d9f40197e8b4085174572162e82,f6f3674587eb4dc8b6840d60696484b5fb7e3fa55877514b03c0dd99b5fe9261,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,1bc86aef6e2aa68ebe1646bfe794dd733eec011e68c6fb88ba2a52cd3689d260,4410,1476,1549,174.188,N14R,0,99,pending
N14R,1.0.0,6f9970d80577f41511628bce1fe604a1b83e45f26bb53084253060d9513097c4,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,5,resnet_se,cremad,cremad,,0,0,3314293321,3595721850,3050963025,d75c629ef8fa4fd0bf7253b98333a19c66213d9f40197e8b4085174572162e82,f6f3674587eb4dc8b6840d60696484b5fb7e3fa55877514b03c0dd99b5fe9261,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,c79d2ac28fa6c1f071282f04433bf6b26622912b78cd7300b458c769e691499e,4410,1476,1549,174.188,N14R,0,99,pending
N14R,1.0.0,1a7568dc33d339642cef23b76127a46d3a4bd2b3aa3b3b1e04d32147db4efb07,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,6,resnet_se,cremad,cremad,,0,0,3314293321,3595721850,3050963025,d75c629ef8fa4fd0bf7253b98333a19c66213d9f40197e8b4085174572162e82,f6f3674587eb4dc8b6840d60696484b5fb7e3fa55877514b03c0dd99b5fe9261,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,a504d4678e5ff9f10c12d209d58c29fb5d28633b280b98f26fb6bb27a4408922,4410,1476,1549,174.188,N14R,0,99,pending
N14R,1.0.0,6a7312e58deabca0b9b76134b2343e2d630c12a0a7766e0e4810c08a0feba81d,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,7,resnet_se,cremad,cremad,,0,0,3314293321,3595721850,3050963025,d75c629ef8fa4fd0bf7253b98333a19c66213d9f40197e8b4085174572162e82,f6f3674587eb4dc8b6840d60696484b5fb7e3fa55877514b03c0dd99b5fe9261,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,d718b584d9e64da23564fc7b667bddeb9d67de01b253622a15f2359622f4f422,4410,1476,1549,174.188,N14R,0,99,pending
N14R,1.0.0,7fa7028ec0dda8eab62e102edd7122825f120d7dfa88a5cb6fa7924e79bf01ee,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,0,resnet_se,cremad,cremad,,0,0,3314293321,2308285447,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,53916f447648b9d06a3f9cb46b79e7b7696af821be4fe6bdb2eb127ee9f93710,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,88aee71e2b88566047252edd277ce4873e8f6347aa59f9ea7e8cb978e36de0e9,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,5d893256ecdb78583e3396dc102cd79ea3f20196009e62f8a4ac04d8d25caaac,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,1,resnet_se,cremad,cremad,,0,0,3314293321,2308285447,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,53916f447648b9d06a3f9cb46b79e7b7696af821be4fe6bdb2eb127ee9f93710,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,8232033a6d4c0c3e10867e069db9c6ca7b19b3e09e66ff0092f1e2677410f7cb,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,b489e61ef4d51d0e45c310382dcf85e505d786fea4d2531d42a4bda4105d2700,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,2,resnet_se,cremad,cremad,,0,0,3314293321,2308285447,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,53916f447648b9d06a3f9cb46b79e7b7696af821be4fe6bdb2eb127ee9f93710,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,525a9b89875aabf96a25d5868732f0170064559379a37c40ffd832aff038cbcf,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,2be67731e8b6ac4b6d6d7b49000bf8db99bb5afc00f11dbbc688c2550bb21505,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,3,resnet_se,cremad,cremad,,0,0,3314293321,2308285447,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,53916f447648b9d06a3f9cb46b79e7b7696af821be4fe6bdb2eb127ee9f93710,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,023a599f13364eb5ca59e299394f04e572bae1264d2c84d9d914ebc7a5327f41,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,45e00d6a4dad6bcc00caa1be04673610393569d87ae8dfef54d98d557d569322,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,4,resnet_se,cremad,cremad,,0,0,3314293321,2308285447,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,53916f447648b9d06a3f9cb46b79e7b7696af821be4fe6bdb2eb127ee9f93710,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,1bc86aef6e2aa68ebe1646bfe794dd733eec011e68c6fb88ba2a52cd3689d260,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,52f6ab465b42f46922db247cb6c00edfdc9562f9a3373a3704515fe28fe66641,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,5,resnet_se,cremad,cremad,,0,0,3314293321,2308285447,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,53916f447648b9d06a3f9cb46b79e7b7696af821be4fe6bdb2eb127ee9f93710,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,c79d2ac28fa6c1f071282f04433bf6b26622912b78cd7300b458c769e691499e,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,5f25b80761fd496cd9287af732c115e87f506443c8af79346011aaa5c7b73eb7,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,6,resnet_se,cremad,cremad,,0,0,3314293321,2308285447,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,53916f447648b9d06a3f9cb46b79e7b7696af821be4fe6bdb2eb127ee9f93710,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,a504d4678e5ff9f10c12d209d58c29fb5d28633b280b98f26fb6bb27a4408922,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,64db43ec9b6de931b7783df554ec6b3dec019eead2500ceb3a409614765fb815,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,7,resnet_se,cremad,cremad,,0,0,3314293321,2308285447,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,53916f447648b9d06a3f9cb46b79e7b7696af821be4fe6bdb2eb127ee9f93710,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,d718b584d9e64da23564fc7b667bddeb9d67de01b253622a15f2359622f4f422,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,aa432e330fb746d8b98503e7ff55b871810527e72b226dd675eff06d7d0713b4,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,0,resnet_se,cremad,cremad,,0,0,3314293321,2905388814,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,785c5802937c292d0dc9b36be90fd01eb33bacfbbae9a67e51466d74b7a8cc0a,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,88aee71e2b88566047252edd277ce4873e8f6347aa59f9ea7e8cb978e36de0e9,4411,1550,1474,174.188,N14R,0,99,pending
N14R,1.0.0,13126f68ae660294d1ead2eb311315a3dafc484ddf5a0a85e842fffb664d094c,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,1,resnet_se,cremad,cremad,,0,0,3314293321,2905388814,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,785c5802937c292d0dc9b36be90fd01eb33bacfbbae9a67e51466d74b7a8cc0a,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,8232033a6d4c0c3e10867e069db9c6ca7b19b3e09e66ff0092f1e2677410f7cb,4411,1550,1474,174.188,N14R,0,99,pending
N14R,1.0.0,f565517be3074de8f4a4e836632b9e4ec8ddb42380b88a302595a770f85a4df9,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,2,resnet_se,cremad,cremad,,0,0,3314293321,2905388814,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,785c5802937c292d0dc9b36be90fd01eb33bacfbbae9a67e51466d74b7a8cc0a,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,525a9b89875aabf96a25d5868732f0170064559379a37c40ffd832aff038cbcf,4411,1550,1474,174.188,N14R,0,99,pending
N14R,1.0.0,67e6e007de9ed6b6a57e98e446740266bd977346c9f35aa96d9036ff55aa0aed,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,3,resnet_se,cremad,cremad,,0,0,3314293321,2905388814,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,785c5802937c292d0dc9b36be90fd01eb33bacfbbae9a67e51466d74b7a8cc0a,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,023a599f13364eb5ca59e299394f04e572bae1264d2c84d9d914ebc7a5327f41,4411,1550,1474,174.188,N14R,0,99,pending
N14R,1.0.0,d6a8942b6fece32672d8cfb2291da2b794f4611f3c095ae2c21aabac6f225a50,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,4,resnet_se,cremad,cremad,,0,0,3314293321,2905388814,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,785c5802937c292d0dc9b36be90fd01eb33bacfbbae9a67e51466d74b7a8cc0a,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,1bc86aef6e2aa68ebe1646bfe794dd733eec011e68c6fb88ba2a52cd3689d260,4411,1550,1474,174.188,N14R,0,99,pending
N14R,1.0.0,1f65a1d5d491f4dc678beab39ebb0a20a8c35c4bc65b11a5aea09764086b4b27,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,5,resnet_se,cremad,cremad,,0,0,3314293321,2905388814,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,785c5802937c292d0dc9b36be90fd01eb33bacfbbae9a67e51466d74b7a8cc0a,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,c79d2ac28fa6c1f071282f04433bf6b26622912b78cd7300b458c769e691499e,4411,1550,1474,174.188,N14R,0,99,pending
N14R,1.0.0,8feeec30a6342ca69aae6cb20234074d1fbed52f8bfcf7c9dcc99b53e4e1cfa0,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,6,resnet_se,cremad,cremad,,0,0,3314293321,2905388814,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,785c5802937c292d0dc9b36be90fd01eb33bacfbbae9a67e51466d74b7a8cc0a,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,a504d4678e5ff9f10c12d209d58c29fb5d28633b280b98f26fb6bb27a4408922,4411,1550,1474,174.188,N14R,0,99,pending
N14R,1.0.0,95fb87928ac7551df9651a658d544179f48f15b91771b37e9116ef245eba6c2c,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,7,resnet_se,cremad,cremad,,0,0,3314293321,2905388814,2645775245,1c61222922fef096308b7f7b669a85ae92ca4e11493f04ec859f2e585850a031,785c5802937c292d0dc9b36be90fd01eb33bacfbbae9a67e51466d74b7a8cc0a,93cd0333530470f14056175d6d002624617b55c0567ff587ac96b6ff2993f087,d718b584d9e64da23564fc7b667bddeb9d67de01b253622a15f2359622f4f422,4411,1550,1474,174.188,N14R,0,99,pending
N14R,1.0.0,86b911229693e04b709d5fd220d8d0162c6ded2e9d04668c5254f9af13b8cc2c,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,0,resnet_se,cremad,cremad,,0,0,3314293321,481728652,1110170149,1eabcaa0f79365943645275cc26d7049e83d90d494160ef55beddf0a56700459,54e304cd13e01c6281a4792da2e0177884d7b1a2961d75a95087eb33390c3fa5,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,88aee71e2b88566047252edd277ce4873e8f6347aa59f9ea7e8cb978e36de0e9,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,3e9d034fcd940129473d8cd56f6b55e02c0f16ff184acccba21fd1f66b97213d,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,1,resnet_se,cremad,cremad,,0,0,3314293321,481728652,1110170149,1eabcaa0f79365943645275cc26d7049e83d90d494160ef55beddf0a56700459,54e304cd13e01c6281a4792da2e0177884d7b1a2961d75a95087eb33390c3fa5,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,8232033a6d4c0c3e10867e069db9c6ca7b19b3e09e66ff0092f1e2677410f7cb,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,f4953f0ea75e7a08b2c4f9c47820b5f5f9df5e3d616469ca76620a9c02b763d2,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,2,resnet_se,cremad,cremad,,0,0,3314293321,481728652,1110170149,1eabcaa0f79365943645275cc26d7049e83d90d494160ef55beddf0a56700459,54e304cd13e01c6281a4792da2e0177884d7b1a2961d75a95087eb33390c3fa5,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,525a9b89875aabf96a25d5868732f0170064559379a37c40ffd832aff038cbcf,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,d8078f9899821729a1e0b1f890e7adf487246105580e6605193075682f5a74ef,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,3,resnet_se,cremad,cremad,,0,0,3314293321,481728652,1110170149,1eabcaa0f79365943645275cc26d7049e83d90d494160ef55beddf0a56700459,54e304cd13e01c6281a4792da2e0177884d7b1a2961d75a95087eb33390c3fa5,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,023a599f13364eb5ca59e299394f04e572bae1264d2c84d9d914ebc7a5327f41,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,23c87a4e2cf3a05a02c0c3a948cce56bd3930ab6c238f59c97b684713ab2a61e,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,4,resnet_se,cremad,cremad,,0,0,3314293321,481728652,1110170149,1eabcaa0f79365943645275cc26d7049e83d90d494160ef55beddf0a56700459,54e304cd13e01c6281a4792da2e0177884d7b1a2961d75a95087eb33390c3fa5,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,1bc86aef6e2aa68ebe1646bfe794dd733eec011e68c6fb88ba2a52cd3689d260,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,c145f6a089a40bba666ecb2ed0d0ec56c947d6017e278fa53d6a9dc879ce187b,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,5,resnet_se,cremad,cremad,,0,0,3314293321,481728652,1110170149,1eabcaa0f79365943645275cc26d7049e83d90d494160ef55beddf0a56700459,54e304cd13e01c6281a4792da2e0177884d7b1a2961d75a95087eb33390c3fa5,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,c79d2ac28fa6c1f071282f04433bf6b26622912b78cd7300b458c769e691499e,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,3b964ac01367c4220494774f427a4298c902552833bf2dff8cef3b65ee9f820f,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,6,resnet_se,cremad,cremad,,0,0,3314293321,481728652,1110170149,1eabcaa0f79365943645275cc26d7049e83d90d494160ef55beddf0a56700459,54e304cd13e01c6281a4792da2e0177884d7b1a2961d75a95087eb33390c3fa5,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,a504d4678e5ff9f10c12d209d58c29fb5d28633b280b98f26fb6bb27a4408922,4470,1491,1474,174.188,N14R,0,99,pending
N14R,1.0.0,d911989e70b334b40668eb468f843c911c0e2c05b0dfe08550e93fd8b7fe9cb0,N14R,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,7,resnet_se,cremad,cremad,,0,0,3314293321,481728652,1110170149,1eabcaa0f79365943645275cc26d7049e83d90d494160ef55beddf0a56700459,54e304cd13e01c6281a4792da2e0177884d7b1a2961d75a95087eb33390c3fa5,ca755f08c0c601d8a51b51e393621199c368db8169373a14fe9079c82ea7f64d,d718b584d9e64da23564fc7b667bddeb9d67de01b253622a15f2359622f4f422,4470,1491,1474,174.188,N14R,0,99,pending
