unit_id,arm,corpus_level,base_corpus,panel_draw,model,cell,fold,r,seed_index,train_seed,config_sha256,split_sha256,n_fit,n_val,n_test,est_gpu_sec,cap_group,conditional,truncation_rank,status
3ec263f4482f3dc5fdab5261a732ada54f501ed93f3b2669d428fb6697846b79,CTRL,ravdess,ravdess,,transformer,RR,0,0,0,3020244400,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,9.018,CTRL,0,99,pending
a596dfc5ad182c9d1743ff187f0a34d3c53132098ad9450ce7175d6df4b0b6e6,CTRL,ravdess,ravdess,,transformer,RR,1,0,0,73025565,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,9.018,CTRL,0,99,pending
caab64d320ba4e3d282ba8d9fa2396bd4764b265ccc102d748939c9fd6ffec6b,CTRL,ravdess,ravdess,,transformer,RR,2,0,0,2492742920,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,9.018,CTRL,0,99,pending
c24b6c722fc7b850bde47dff2d5f975c71b21d38bcd8cbfac2be7005b5cb35aa,CTRL,ravdess,ravdess,,transformer,RR,3,0,0,2436464466,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,9.018,CTRL,0,99,pending
f91a8c9957502b04150c78d739e0cf4bdf6807cb26645dc43892a3f1580960d3,CTRL,ravdess,ravdess,,transformer,RR,4,0,0,1070067543,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,864,288,287,9.029,CTRL,0,99,pending
60c3896419d1923baccf4d8d71963026b61e1fe8afe52efbb90f4afe42546a59,CTRL,ravdess,ravdess,,hubert_base,RR,0,0,0,3020244400,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
fb5e9288c29a9675aea1127979f2e43dbbf0d749c0bcf1f287b33b0c093b316a,CTRL,ravdess,ravdess,,hubert_base,RR,1,0,0,73025565,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
3e7bf7f36e0108fe5341bd28d35f4f5235926a9ae99badbe1a61302f7d0729b6,CTRL,ravdess,ravdess,,hubert_base,RR,2,0,0,2492742920,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
4d02bb517bde3f7ccf4b35d8cdc6c7024e5c0a03bcbe2976c56e436489341fa4,CTRL,ravdess,ravdess,,hubert_base,RR,3,0,0,2436464466,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
2e02b92ee9ee14bc5cbf2e8e238641508901574a897372fbec4f29195c4e93b8,CTRL,ravdess,ravdess,,hubert_base,RR,4,0,0,1070067543,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,864,288,287,3.2,CTRL,0,99,pending
b624d21875c5e97b43dba9521d28882f56cdf73388288e900169a38a5d154847,CTRL,ravdess,ravdess,,wavlm_base_plus,RR,0,0,0,3020244400,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
b7081e640f76dbb956e5a4c4b972223960b8c8ab9991144464a2bc03e31b6ac2,CTRL,ravdess,ravdess,,wavlm_base_plus,RR,1,0,0,73025565,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
ff40b9cc9ebd7200e844006662c9e4e3688fd3a398124fe5616690816e80d305,CTRL,ravdess,ravdess,,wavlm_base_plus,RR,2,0,0,2492742920,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
bda7bf102a2666d7d6943a67db7e2172c53c1fc696bf1032009efeac7a44e627,CTRL,ravdess,ravdess,,wavlm_base_plus,RR,3,0,0,2436464466,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
0caad09fbeb74343704a9ebfb52f5812b16542565aa37891272c16300f050618,CTRL,ravdess,ravdess,,wavlm_base_plus,RR,4,0,0,1070067543,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,864,288,287,3.2,CTRL,0,99,pending
5e6827165df8dcb8c951e2f350d59cb8f4d64ee2db00b7af2e8827d8ca4a91db,CTRL,ravdess,ravdess,,wav2vec2_base,RR,0,0,0,3020244400,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
1782e4c506aa3e6c7313c07e1f70763ff270a8172b06546e85084379c77da06c,CTRL,ravdess,ravdess,,wav2vec2_base,RR,1,0,0,73025565,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
70adb518c812aa08de692db57c34ddbf7776a48cee2037b5970f896141437959,CTRL,ravdess,ravdess,,wav2vec2_base,RR,2,0,0,2492742920,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
63d32cca0ec11b54ef0f9b431971df9655f763c86b9948720107b781b2d8a1eb,CTRL,ravdess,ravdess,,wav2vec2_base,RR,3,0,0,2436464466,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,863,288,288,3.2,CTRL,0,99,pending
ec52bc87788c332cc8f75f8c8a0a87d1c78c375cbf1c755d3be6d6b7ea29d824,CTRL,ravdess,ravdess,,wav2vec2_base,RR,4,0,0,1070067543,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,3c8784b1ed8396aec8d07aa1b543e0a3abb3f6ae99c8aa546d24e2a3383e3e1e,864,288,287,3.2,CTRL,0,99,pending
9395d02b9e8f9785a81a14c7f86f7700f920a388b25b65588983c3a6e334a5f6,CTRL,ravdess,ravdess,,cnn,RG,0,0,0,3020244400,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,860,291,288,8.17,CTRL,0,99,pending
c4ef678a83b54f9d2f84f99e769614a78bc3032561dc0665e21afa677b0342e3,CTRL,ravdess,ravdess,,cnn,RG,1,0,0,73025565,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,869,282,288,8.255,CTRL,0,99,pending
35415e795e63161c8cefa349a1aa328462eaeb9f350bd61bcc4c64254b02df8c,CTRL,ravdess,ravdess,,cnn,RG,2,0,0,2492742920,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,857,294,288,8.142,CTRL,0,99,pending
dd8c29cfe3252fdc7dd15bf5cd63987cd681c0799b953fae74172d52ac93965f,CTRL,ravdess,ravdess,,cnn,RG,3,0,0,2436464466,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,859,292,288,8.16,CTRL,0,99,pending
94761164a197c3010e8dc1466e6e2797fd39862deb2081289873ae3dc5bc97d6,CTRL,ravdess,ravdess,,cnn,RG,4,0,0,1070067543,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,865,287,287,8.217,CTRL,0,99,pending
dd89405645e2f5d8241d078d3bfb4e4d7cce63eea9464c77b10c02e00b3c14d8,CTRL,ravdess,ravdess,,resnet_se,RG,0,0,0,3020244400,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,860,291,288,11.438,CTRL,0,99,pending
5eae181008c5eb13bed45506f141204dd09de5ae0fb73c56c550e5578cf9c600,CTRL,ravdess,ravdess,,resnet_se,RG,1,0,0,73025565,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,869,282,288,11.558,CTRL,0,99,pending
9d5d1d493f042e4ad6088e1c79435483c138122f62b52380e00af9e6b7218f40,CTRL,ravdess,ravdess,,resnet_se,RG,2,0,0,2492742920,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,857,294,288,11.398,CTRL,0,99,pending
7a9d3ad0d3f91a2d5cf6af87a1c97f750949a2b6221283d7cdaab59c0caaee26,CTRL,ravdess,ravdess,,resnet_se,RG,3,0,0,2436464466,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,859,292,288,11.425,CTRL,0,99,pending
bde898dbce87dfa1889b2ab1dee60ad82d4e4984e0946bcf4779c63e74221bc1,CTRL,ravdess,ravdess,,resnet_se,RG,4,0,0,1070067543,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,865,287,287,11.504,CTRL,0,99,pending
979f8def272932c5589e0cb9ac9245d2577f4665d67842df691585106857ccea,CTRL,ravdess,ravdess,,transformer,RG,0,0,0,3020244400,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,860,291,288,8.987,CTRL,0,99,pending
a8252adc8d2e2f26096470a6a681c36d42ea0be7f9156c9612f761f18947a864,CTRL,ravdess,ravdess,,transformer,RG,1,0,0,73025565,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,869,282,288,9.081,CTRL,0,99,pending
540e6a92054c96f8162ad2a971b45d69aa93e9303c49d070a8d2969e1e477008,CTRL,ravdess,ravdess,,transformer,RG,2,0,0,2492742920,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,857,294,288,8.956,CTRL,0,99,pending
355ee28a6d183bc4e2eb3a563b9ec020c52adb2e7afaaa8d54d5c3734582d728,CTRL,ravdess,ravdess,,transformer,RG,3,0,0,2436464466,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,859,292,288,8.977,CTRL,0,99,pending
b9b6647dd94fc75c0ad657d63f7559bb9ee687e3a517573b7dad21eba48f1701,CTRL,ravdess,ravdess,,transformer,RG,4,0,0,1070067543,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,865,287,287,9.039,CTRL,0,99,pending
a24bd4844033031f18798a6624657f932ff84a57d9f13f8f4e46d0ea8c508560,CTRL,ravdess,ravdess,,hubert_base,RG,0,0,0,3020244400,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,860,291,288,3.2,CTRL,0,99,pending
a14806caba3f2a556383ca9f3407cc9d15fca7a5cee2056d549ad4eb9693f340,CTRL,ravdess,ravdess,,hubert_base,RG,1,0,0,73025565,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,869,282,288,3.2,CTRL,0,99,pending
352e01eb48fc1f61aed7d6621623e5f7941f56725d5754a198b4dee88dc58d99,CTRL,ravdess,ravdess,,hubert_base,RG,2,0,0,2492742920,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,857,294,288,3.2,CTRL,0,99,pending
bc1f2c460339e08d37409a59189c2ae155c97c3614dc4ecaae1b95184dc0d226,CTRL,ravdess,ravdess,,hubert_base,RG,3,0,0,2436464466,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,859,292,288,3.2,CTRL,0,99,pending
203788a1ddb2497d2293da63c066a61c502ecc36e79dc7cbcd65547314d4cb44,CTRL,ravdess,ravdess,,hubert_base,RG,4,0,0,1070067543,e32d92945559c5627497a6d2a0e2522a13789a9f264edeeeaf2b48839030d04c,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,865,287,287,3.2,CTRL,0,99,pending
3d956cf7ef81c4858b2f6f4cbfeac6921f30376076ed81c4796784051a84fd41,CTRL,ravdess,ravdess,,wavlm_base_plus,RG,0,0,0,3020244400,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,860,291,288,3.2,CTRL,0,99,pending
67c0bd63cfbb16ba307176b204af7b5fbfddbb2ee196068e6a46830c41dfea89,CTRL,ravdess,ravdess,,wavlm_base_plus,RG,1,0,0,73025565,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,869,282,288,3.2,CTRL,0,99,pending
f67c70f71a27cf8384881c16e5c1c933b367fbab3e67fae771f89c01e1d9e484,CTRL,ravdess,ravdess,,wavlm_base_plus,RG,2,0,0,2492742920,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,857,294,288,3.2,CTRL,0,99,pending
27719b7196107d3230de84d09a28c81979062581cf29d8dd9bbcf9b8e4f47288,CTRL,ravdess,ravdess,,wavlm_base_plus,RG,3,0,0,2436464466,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,859,292,288,3.2,CTRL,0,99,pending
831cbfcaa98700c45ed573c5f2b10080bdb3f91bcfddc4904d10002880e508b2,CTRL,ravdess,ravdess,,wavlm_base_plus,RG,4,0,0,1070067543,d42bf9522ad9210b47a5c31ccd68a2107853ce0f892735fd2f5644bf75357fe3,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,865,287,287,3.2,CTRL,0,99,pending
e6054976f43fbf71043ac97f819f55a5f4a98ac1006dd858e77db58505654c65,CTRL,ravdess,ravdess,,wav2vec2_base,RG,0,0,0,3020244400,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,860,291,288,3.2,CTRL,0,99,pending
bd3de2e407ccaa8520e30c612380d54a04dc473038eb0358753e3db7c0ccd158,CTRL,ravdess,ravdess,,wav2vec2_base,RG,1,0,0,73025565,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,869,282,288,3.2,CTRL,0,99,pending
656eca66c63080224c7817774c6b4daa35d33f47119b7fdbac3802b6d5be6014,CTRL,ravdess,ravdess,,wav2vec2_base,RG,2,0,0,2492742920,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,857,294,288,3.2,CTRL,0,99,pending
75072598fa8faa489ea8a5764fa7d3fcf3047d1f4b8f26bf8a55d5a029470633,CTRL,ravdess,ravdess,,wav2vec2_base,RG,3,0,0,2436464466,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,859,292,288,3.2,CTRL,0,99,pending
4581ce20a7795ddaf7513df4e491ef70e5724a2c2f9700bdff3e9c866babb990,CTRL,ravdess,ravdess,,wav2vec2_base,RG,4,0,0,1070067543,b9d2465627761dd6caeb32fcaaf0d3bfa1fbd8bbc5e772c6d5dd75082db185df,ff1f3d9ddb1ea6c17b30c7a034c83be230172a77014371f62a53c52c711e9818,865,287,287,3.2,CTRL,0,99,pending
ba80783b18c4346f598b1ee5b3749a228a8352cea2346f1d89238c8fd61211a6,CTRL,ravdess,ravdess,,cnn,GR,0,0,0,3020244400,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,854,285,300,8.113,CTRL,0,99,pending
0fefba35f036a84c5db12cf6450cc48cabfb339d4d2c53392dd60f47f1fd22ed,CTRL,ravdess,ravdess,,cnn,GR,1,0,0,73025565,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,854,285,300,8.113,CTRL,0,99,pending
e5498d01da8fabb0be228728d7aeab41103006c5cac88d1d7569cf5809a92d11,CTRL,ravdess,ravdess,,cnn,GR,2,0,0,2492742920,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,854,285,300,8.113,CTRL,0,99,pending
354865035a0f054660f59016433880a4458c3bd30fb4ac1b0d01fc6a69954cd7,CTRL,ravdess,ravdess,,cnn,GR,3,0,0,2436464466,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,855,285,299,8.123,CTRL,0,99,pending
598f5ba8197777ebe2fa4b623b78e5b05a547a0da2de1caa3bf769205019e61c,CTRL,ravdess,ravdess,,cnn,GR,4,0,0,1070067543,2bfed7ed7696eab9aeb9087c3fa5bbba6704c8de786c9dd5336853ba33d43415,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,899,300,240,8.54,CTRL,0,99,pending
5cf20e15c7c474fa34f0e1436ed045aaef8388b5b719fdbf3e9d0ce231a75c8f,CTRL,ravdess,ravdess,,resnet_se,GR,0,0,0,3020244400,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,854,285,300,11.358,CTRL,0,99,pending
a35e63d5516b6e51d70f56fcb7fc2b2115404c476e62781aa704f1a92fa94924,CTRL,ravdess,ravdess,,resnet_se,GR,1,0,0,73025565,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,854,285,300,11.358,CTRL,0,99,pending
22b453fc0f8580ebed95219db2686345fa98b3b649181b48d8f75724eefb7400,CTRL,ravdess,ravdess,,resnet_se,GR,2,0,0,2492742920,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,854,285,300,11.358,CTRL,0,99,pending
8b1a358e5060cd7b4347e133a132a0cc47cda8a259410a67a48b91ab2b57947d,CTRL,ravdess,ravdess,,resnet_se,GR,3,0,0,2436464466,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,855,285,299,11.371,CTRL,0,99,pending
4715f7e318d84a9e4b600c7d9284e0fa1c4ef91cb4d5fa218de7c69667161f7e,CTRL,ravdess,ravdess,,resnet_se,GR,4,0,0,1070067543,8608e2da5da3a2ed6f6ade92d3afaa2eb37704eec3a8336f256f19e5ba033089,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,899,300,240,11.957,CTRL,0,99,pending
4df59e11dbdfefe06f7ee666db8506e02600252859103fdfa758f0a4b8c7edf9,CTRL,ravdess,ravdess,,transformer,GR,0,0,0,3020244400,4a88d4abb3b193dfa7774753d777ab48216d7a54f5add5c8b4287b6b72315791,13d87bdfdfc8f11092ae246e34fa89b94ff48cb7a4c66fbdbcb0d30fe6f56cf6,854,285,300,8.924,CTRL,0,99,pending
