study_id,spec_version,unit_id,arm,manifest_sha256,draw_id,draw_role,analysis_order,fold,train_rep,cell,config_index,model,corpus_level,base_corpus,panel_draw,r,seed_index,split_seed,inner_seed,train_seed,outer_sha256,inner_sha256,split_sha256,config_sha256,n_fit,n_val,n_test,est_gpu_sec,cap_group,conditional,truncation_rank,status
N14R2,2.0.0,e7a8332b15372b0313473abe4d37fb8582c610cd38cc273b1fef575b49c7f7b6,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,2,resnet_se,cremad,cremad,,0,0,2592660670,1061556313,3638751233,8386a453a55e6ff8958613003cb9e8dd6edbdf1a82cbe707d5d5c752a92f5e65,17ad8143244a4affddce96e6f24fe8c78383617a10e8085a59d01147323aaa9d,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,525a9b89875aabf96a25d5868732f0170064559379a37c40ffd832aff038cbcf,4426,1470,1539,0.0,N14R2,0,99,pending
N14R2,2.0.0,68e2fa0831e29fa9766ba07243a3c9e5c0802ab39463232c508e1c65d7fd22d1,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,3,resnet_se,cremad,cremad,,0,0,2592660670,1061556313,3638751233,8386a453a55e6ff8958613003cb9e8dd6edbdf1a82cbe707d5d5c752a92f5e65,17ad8143244a4affddce96e6f24fe8c78383617a10e8085a59d01147323aaa9d,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,023a599f13364eb5ca59e299394f04e572bae1264d2c84d9d914ebc7a5327f41,4426,1470,1539,0.0,N14R2,0,99,pending
N14R2,2.0.0,a4dec1d91df369a2dc63a6aa735905543b50c42e2ffa7c749743c13be6cff1bd,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,4,resnet_se,cremad,cremad,,0,0,2592660670,1061556313,3638751233,8386a453a55e6ff8958613003cb9e8dd6edbdf1a82cbe707d5d5c752a92f5e65,17ad8143244a4affddce96e6f24fe8c78383617a10e8085a59d01147323aaa9d,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,1bc86aef6e2aa68ebe1646bfe794dd733eec011e68c6fb88ba2a52cd3689d260,4426,1470,1539,0.0,N14R2,0,99,pending
N14R2,2.0.0,1a15307fc80781d2d61cea608cb8c0d9fe069d183822b20bd41b0e8b60eb03e6,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,5,resnet_se,cremad,cremad,,0,0,2592660670,1061556313,3638751233,8386a453a55e6ff8958613003cb9e8dd6edbdf1a82cbe707d5d5c752a92f5e65,17ad8143244a4affddce96e6f24fe8c78383617a10e8085a59d01147323aaa9d,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,c79d2ac28fa6c1f071282f04433bf6b26622912b78cd7300b458c769e691499e,4426,1470,1539,0.0,N14R2,0,99,pending
N14R2,2.0.0,48a0c3160e5a7d5200dedd67aee7225a020336a6fd7103b51f05777c93f1d958,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,6,resnet_se,cremad,cremad,,0,0,2592660670,1061556313,3638751233,8386a453a55e6ff8958613003cb9e8dd6edbdf1a82cbe707d5d5c752a92f5e65,17ad8143244a4affddce96e6f24fe8c78383617a10e8085a59d01147323aaa9d,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,a504d4678e5ff9f10c12d209d58c29fb5d28633b280b98f26fb6bb27a4408922,4426,1470,1539,0.0,N14R2,0,99,pending
N14R2,2.0.0,cff7849876014344c4cb3f9b8a1cb74253ed775eb857ca7a35947aab5347df0b,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,0,0,GG_hpo,7,resnet_se,cremad,cremad,,0,0,2592660670,1061556313,3638751233,8386a453a55e6ff8958613003cb9e8dd6edbdf1a82cbe707d5d5c752a92f5e65,17ad8143244a4affddce96e6f24fe8c78383617a10e8085a59d01147323aaa9d,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,d718b584d9e64da23564fc7b667bddeb9d67de01b253622a15f2359622f4f422,4426,1470,1539,0.0,N14R2,0,99,pending
N14R2,2.0.0,698f86607ed9165a5af7673bf6989760002231e2aeddd3bb490475b78ee4a34a,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,0,resnet_se,cremad,cremad,,0,0,2592660670,2777045429,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,6a7c89458fc8aeb9f3cd9fdcce9fc9142901f981196d2ad99d5c2c07a5a677c3,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,88aee71e2b88566047252edd277ce4873e8f6347aa59f9ea7e8cb978e36de0e9,4470,1491,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,daaa77195a8f97af97e5ce8964cc1c9bc4f4374439fadddaf62679375397543a,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,1,resnet_se,cremad,cremad,,0,0,2592660670,2777045429,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,6a7c89458fc8aeb9f3cd9fdcce9fc9142901f981196d2ad99d5c2c07a5a677c3,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,8232033a6d4c0c3e10867e069db9c6ca7b19b3e09e66ff0092f1e2677410f7cb,4470,1491,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,3bae79239dabd9380e4a52ccc65cf3c7bcf624de2fcfd607dcbc3eb3cd371224,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,2,resnet_se,cremad,cremad,,0,0,2592660670,2777045429,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,6a7c89458fc8aeb9f3cd9fdcce9fc9142901f981196d2ad99d5c2c07a5a677c3,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,525a9b89875aabf96a25d5868732f0170064559379a37c40ffd832aff038cbcf,4470,1491,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,46e5dd14e7b0225bf8de5e88684e33298a07354481ab48e307a16de9407f5f49,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,3,resnet_se,cremad,cremad,,0,0,2592660670,2777045429,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,6a7c89458fc8aeb9f3cd9fdcce9fc9142901f981196d2ad99d5c2c07a5a677c3,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,023a599f13364eb5ca59e299394f04e572bae1264d2c84d9d914ebc7a5327f41,4470,1491,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,ade7d97304db8bb923070b946722b18775d2be3d8eaeb8344469bd0f44d00218,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,4,resnet_se,cremad,cremad,,0,0,2592660670,2777045429,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,6a7c89458fc8aeb9f3cd9fdcce9fc9142901f981196d2ad99d5c2c07a5a677c3,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,1bc86aef6e2aa68ebe1646bfe794dd733eec011e68c6fb88ba2a52cd3689d260,4470,1491,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,a7d8291659254fc1d246fc7c2d85547ec451991e8de481564fc794ea6340fbb9,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,5,resnet_se,cremad,cremad,,0,0,2592660670,2777045429,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,6a7c89458fc8aeb9f3cd9fdcce9fc9142901f981196d2ad99d5c2c07a5a677c3,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,c79d2ac28fa6c1f071282f04433bf6b26622912b78cd7300b458c769e691499e,4470,1491,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,90f78614b3b0bc7f482f4d6cb44332510fd5697081e595df8044b17b2cddb463,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,6,resnet_se,cremad,cremad,,0,0,2592660670,2777045429,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,6a7c89458fc8aeb9f3cd9fdcce9fc9142901f981196d2ad99d5c2c07a5a677c3,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,a504d4678e5ff9f10c12d209d58c29fb5d28633b280b98f26fb6bb27a4408922,4470,1491,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,d49fad51a30fc037a3d8923781f4d30e3bc0ec8e97cfbbf6a6248c392994c84e,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GR_hpo,7,resnet_se,cremad,cremad,,0,0,2592660670,2777045429,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,6a7c89458fc8aeb9f3cd9fdcce9fc9142901f981196d2ad99d5c2c07a5a677c3,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,d718b584d9e64da23564fc7b667bddeb9d67de01b253622a15f2359622f4f422,4470,1491,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,44e4eaab1642205e83382e34ff1ebe18cc699898fe7f37954426072da70e748f,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,0,resnet_se,cremad,cremad,,0,0,2592660670,597537683,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,e13d3222478572269bfbe752417dba12392591a5d848029c3a363c8a36144bb2,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,88aee71e2b88566047252edd277ce4873e8f6347aa59f9ea7e8cb978e36de0e9,4415,1546,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,6bf36c6df391434e6f38edcac2a1795ef31cec3bfb7095026d6c19026200ee5d,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,1,resnet_se,cremad,cremad,,0,0,2592660670,597537683,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,e13d3222478572269bfbe752417dba12392591a5d848029c3a363c8a36144bb2,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,8232033a6d4c0c3e10867e069db9c6ca7b19b3e09e66ff0092f1e2677410f7cb,4415,1546,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,c3a52171c0b5d1679f8db91d019ed5bf7141373db27d46085dfede178244870a,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,2,resnet_se,cremad,cremad,,0,0,2592660670,597537683,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,e13d3222478572269bfbe752417dba12392591a5d848029c3a363c8a36144bb2,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,525a9b89875aabf96a25d5868732f0170064559379a37c40ffd832aff038cbcf,4415,1546,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,e37e4ddf3b397d630ea76930f22a556dd7c75e05ed95cf4e386934eb9a1dca6b,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,3,resnet_se,cremad,cremad,,0,0,2592660670,597537683,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,e13d3222478572269bfbe752417dba12392591a5d848029c3a363c8a36144bb2,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,023a599f13364eb5ca59e299394f04e572bae1264d2c84d9d914ebc7a5327f41,4415,1546,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,2686901d1fdcb53c5778cbb3b8cc5d82ecd4cdf6128a8ca0a17e0d2965742c90,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,4,resnet_se,cremad,cremad,,0,0,2592660670,597537683,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,e13d3222478572269bfbe752417dba12392591a5d848029c3a363c8a36144bb2,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,1bc86aef6e2aa68ebe1646bfe794dd733eec011e68c6fb88ba2a52cd3689d260,4415,1546,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,df8781c4410fdfe0d4c7cab46d1e232c5589f41091bb10073506c88951ec26b5,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,5,resnet_se,cremad,cremad,,0,0,2592660670,597537683,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,e13d3222478572269bfbe752417dba12392591a5d848029c3a363c8a36144bb2,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,c79d2ac28fa6c1f071282f04433bf6b26622912b78cd7300b458c769e691499e,4415,1546,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,fc7d684238fbb2bd4ac32616267dd24608750af3e7cf2a4ac9ca8f2843b8b923,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,6,resnet_se,cremad,cremad,,0,0,2592660670,597537683,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,e13d3222478572269bfbe752417dba12392591a5d848029c3a363c8a36144bb2,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,a504d4678e5ff9f10c12d209d58c29fb5d28633b280b98f26fb6bb27a4408922,4415,1546,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,80e59db579550e5c615ba737b7cc83b3fa111be2584e17606cc4b6990d64bfa6,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,1,0,GG_hpo,7,resnet_se,cremad,cremad,,0,0,2592660670,597537683,2612956394,34f7552c24cced284bf7ec2f5c06fe2b1925b80bcc3f5e132aff1bd0df8f0ce8,e13d3222478572269bfbe752417dba12392591a5d848029c3a363c8a36144bb2,faf48388d6e55ed35ceec4d06f7f70d984a64bb0f4f8082f09e5e560a19bd30f,d718b584d9e64da23564fc7b667bddeb9d67de01b253622a15f2359622f4f422,4415,1546,1474,0.0,N14R2,0,99,pending
N14R2,2.0.0,400e73d7dac24836f89197d0c4a03a4b707a4b58bff50edc65b6914d9ed29578,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,0,resnet_se,cremad,cremad,,0,0,2592660670,638337161,4131663567,fd181167bba2ee90a4d4bd809c417b4aad1ce80ee7b55707a5ef93b3fdd78a63,ff5fac3c0fb83434f8dc39edab5984eb8f8eba3c4366aa5e9b710b5ed044e648,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,88aee71e2b88566047252edd277ce4873e8f6347aa59f9ea7e8cb978e36de0e9,4473,1492,1470,0.0,N14R2,0,99,pending
N14R2,2.0.0,db859fcdf30d0c7434ea0fb6fabed51b9e8c2a02ed37829b780c29adc14d2b9c,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,1,resnet_se,cremad,cremad,,0,0,2592660670,638337161,4131663567,fd181167bba2ee90a4d4bd809c417b4aad1ce80ee7b55707a5ef93b3fdd78a63,ff5fac3c0fb83434f8dc39edab5984eb8f8eba3c4366aa5e9b710b5ed044e648,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,8232033a6d4c0c3e10867e069db9c6ca7b19b3e09e66ff0092f1e2677410f7cb,4473,1492,1470,0.0,N14R2,0,99,pending
N14R2,2.0.0,f838d33991c7466ced9d912fe8946b7296a352f7cb7abd99216a9bd9b448d648,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,2,resnet_se,cremad,cremad,,0,0,2592660670,638337161,4131663567,fd181167bba2ee90a4d4bd809c417b4aad1ce80ee7b55707a5ef93b3fdd78a63,ff5fac3c0fb83434f8dc39edab5984eb8f8eba3c4366aa5e9b710b5ed044e648,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,525a9b89875aabf96a25d5868732f0170064559379a37c40ffd832aff038cbcf,4473,1492,1470,0.0,N14R2,0,99,pending
N14R2,2.0.0,54258719a356ead813dfad47a64659e89f19628b0d67642c52367672be3e3576,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,3,resnet_se,cremad,cremad,,0,0,2592660670,638337161,4131663567,fd181167bba2ee90a4d4bd809c417b4aad1ce80ee7b55707a5ef93b3fdd78a63,ff5fac3c0fb83434f8dc39edab5984eb8f8eba3c4366aa5e9b710b5ed044e648,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,023a599f13364eb5ca59e299394f04e572bae1264d2c84d9d914ebc7a5327f41,4473,1492,1470,0.0,N14R2,0,99,pending
N14R2,2.0.0,57aef2105ace0e06fdbf59e44737b1d1dda8e353e8ea63e8f04e625453fa0e94,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,4,resnet_se,cremad,cremad,,0,0,2592660670,638337161,4131663567,fd181167bba2ee90a4d4bd809c417b4aad1ce80ee7b55707a5ef93b3fdd78a63,ff5fac3c0fb83434f8dc39edab5984eb8f8eba3c4366aa5e9b710b5ed044e648,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,1bc86aef6e2aa68ebe1646bfe794dd733eec011e68c6fb88ba2a52cd3689d260,4473,1492,1470,0.0,N14R2,0,99,pending
N14R2,2.0.0,3c7f551ee994a92174d6cefe96cbbe8e9195d73cb7736bcec8358e1562eef331,N14R2,e43224f032d474ac5e0d1b46d82cb7580c88bb08bac87e989fc767fd8eef552b,0,primary,0,2,0,GR_hpo,5,resnet_se,cremad,cremad,,0,0,2592660670,638337161,4131663567,fd181167bba2ee90a4d4bd809c417b4aad1ce80ee7b55707a5ef93b3fdd78a63,ff5fac3c0fb83434f8dc39edab5984eb8f8eba3c4366aa5e9b710b5ed044e648,e305c00c78faba1202651cc77a9e68558a6c0a3a0067c0c0b2743b3ee14f6edf,c79d2ac28fa6c1f071282f04433bf6b26622912b78cd7300b458c769e691499e,4473,1492,1470,0.0,N14R2,0,99,pending
