sample_index,corpus,relative_path,bytes,sha256,speaker,sex,label,label_index,sentence,take,intensity
43,subesco,F_01_OISHI_S_9_DISGUST_1.wav,710700,89bc85442ae57da4f5380b79886bf7ef781455f021c8a57903866ee62d59f888,F01,F,DISGUST,1,S9,T1,
44,subesco,F_01_OISHI_S_9_FEAR_1.wav,708652,143097d45f3b5cb39c848dc3af7b2093bc9d10b0935e5d2a441ae79f431bee85,F01,F,FEAR,2,S9,T1,
45,subesco,F_01_OISHI_S_9_HAPPY_5.wav,352300,1310db50c247c07a2978c0193520a81c1cfb51f07868836073bcd970feeb58f9,F01,F,HAPPY,3,S9,T5,
46,subesco,F_01_OISHI_S_9_NEUTRAL_5.wav,353324,0d32d5228035d16afe03236e13f16b8d42a84be31dd87c3db397147ee657b37b,F01,F,NEUTRAL,4,S9,T5,
47,subesco,F_01_OISHI_S_9_SAD_3.wav,708652,eebf33d096017104443627dc76285ef976e33f948187bc4e84eb4135eca514b2,F01,F,SAD,5,S9,T3,
48,subesco,F_01_OISHI_S_9_SURPRISE_1.wav,708652,1d7625d52843e8084c60b11790bbb68642d8ff0a48c91f586880844e031eeda0,F01,F,SURPRISE,6,S9,T1,
49,subesco,F_02_MONIKA_S_10_ANGRY_1.wav,353324,a0bb8737d5719c2170712361d6eac8df144ad5c372ff61d553f20e09ac53c5d2,F02,F,ANGRY,0,S10,T1,
50,subesco,F_02_MONIKA_S_10_DISGUST_5.wav,354348,c28e647593bfc7c365b464127eba2ee60088f66f920411b21dd1ed422e2fe40d,F02,F,DISGUST,1,S10,T5,
51,subesco,F_02_MONIKA_S_10_FEAR_2.wav,353324,7bca6c6e41fb10c2a0174bcc8e2619cdb62b8b9f2d5e8e241fd4d5b4a5dc1812,F02,F,FEAR,2,S10,T2,
52,subesco,F_02_MONIKA_S_10_HAPPY_2.wav,353324,2c66435fe9586f18023826d5b9362c0f9d2cdc3555bc42ed8fc69e1cd59afe90,F02,F,HAPPY,3,S10,T2,
53,subesco,F_02_MONIKA_S_10_NEUTRAL_3.wav,354348,ddeda83e9a481e93c96aa6aa32d2a3aac54836d41c551155a708663b8c2f16a6,F02,F,NEUTRAL,4,S10,T3,
54,subesco,F_02_MONIKA_S_10_SAD_2.wav,354348,5458bb501e22621f59f8c880aa6632b0d3d7b602b960862c8802f8c6a8f56f31,F02,F,SAD,5,S10,T2,
55,subesco,F_02_MONIKA_S_10_SURPRISE_2.wav,353324,54ce876b10121c4725c0f486d5b71db8331300ff15c84b3cfe1faf72bb0cdc1e,F02,F,SURPRISE,6,S10,T2,
56,subesco,F_02_MONIKA_S_1_ANGRY_1.wav,354348,f62b8eb6f7b60a783e01797fb6c6eef8d531291b3c536d330b4959ea1903927d,F02,F,ANGRY,0,S1,T1,
57,subesco,F_02_MONIKA_S_1_DISGUST_2.wav,430124,f3f3fa90fb6f8be2dd098ad566c705541aaa720762dc7a79a223f786ab216a7f,F02,F,DISGUST,1,S1,T2,
58,subesco,F_02_MONIKA_S_1_FEAR_1.wav,354348,77047179c57f4827d7fdd6e5a56ed92411bb314041f03124635215be090be477,F02,F,FEAR,2,S1,T1,
59,subesco,F_02_MONIKA_S_1_HAPPY_2.wav,353324,3b468717a787619d02a6e794456835083453ad3a2473749bfe7c6bf27dfd57cb,F02,F,HAPPY,3,S1,T2,
60,subesco,F_02_MONIKA_S_1_NEUTRAL_2.wav,353324,20105af52e36f6701c61c77bd6cc5e2ba9d11ab90053fab7fe6fd0fc08f62493,F02,F,NEUTRAL,4,S1,T2,
61,subesco,F_02_MONIKA_S_1_SAD_2.wav,354348,2956543c82f5d06576127d2a9a6385d219067e54f20aac097bea7436d780ddfc,F02,F,SAD,5,S1,T2,
62,subesco,F_02_MONIKA_S_1_SURPRISE_5.wav,354348,ec3f62e35517cfc99d0c53b1f7cd318ce5abc0e2c2118c0b222376304ff3c739,F02,F,SURPRISE,6,S1,T5,
63,subesco,F_02_MONIKA_S_2_ANGRY_3.wav,353324,0a4502e80559f4f48aae03218cc83222a3ba6f3167b79a1402e6fdbede9a1323,F02,F,ANGRY,0,S2,T3,
64,subesco,F_02_MONIKA_S_2_DISGUST_4.wav,354348,e162e7aef5996242083a9845816403a2140dcfe09793ab6de5b95dad560b3fde,F02,F,DISGUST,1,S2,T4,
65,subesco,F_02_MONIKA_S_2_FEAR_3.wav,353324,78faa1f894722f8f55cd909e878e51d5350ce22ba53cf1d29ac1e598572d1e33,F02,F,FEAR,2,S2,T3,
66,subesco,F_02_MONIKA_S_2_HAPPY_4.wav,354348,b42d7e478a2d965d399c24f8e69430fb9477009c4689f027e57876ffd3f9259f,F02,F,HAPPY,3,S2,T4,
67,subesco,F_02_MONIKA_S_2_NEUTRAL_2.wav,353324,b699725311f7add27de4e28ec716b330fa359652b84e29af10f1cc5f798d1109,F02,F,NEUTRAL,4,S2,T2,
68,subesco,F_02_MONIKA_S_2_SAD_3.wav,353324,c66c4b09fc665049a39f339e29dfb48463b36d87cdf6d4cd1b073dcad11c9e9e,F02,F,SAD,5,S2,T3,
69,subesco,F_02_MONIKA_S_2_SURPRISE_2.wav,354348,6e518d3c6be30d0995f40217cbb9b93fbd42e82587e135fcd78c2c531dd5c910,F02,F,SURPRISE,6,S2,T2,
70,subesco,F_02_MONIKA_S_3_ANGRY_3.wav,354348,7b86d9c32d7c8c35ecd85927690b995b7bc1216555f1280c5194059929c7c453,F02,F,ANGRY,0,S3,T3,
71,subesco,F_02_MONIKA_S_3_DISGUST_2.wav,354348,630657ba53e84e7c95743137eff59b5dbb2165f02957041561d0ddf468d70c53,F02,F,DISGUST,1,S3,T2,
72,subesco,F_02_MONIKA_S_3_FEAR_4.wav,353324,7822917bede28551e3c938650d05886d5801bf2c4f36ce5d6ff1f17bd4b20171,F02,F,FEAR,2,S3,T4,
73,subesco,F_02_MONIKA_S_3_HAPPY_4.wav,354348,51066c7b0ed42abe4dedef267ec0d77347471d1aaa6768ebecb8404090350ab5,F02,F,HAPPY,3,S3,T4,
74,subesco,F_02_MONIKA_S_3_NEUTRAL_1.wav,355372,ff24c1205f9eb27b0892376af32d33576ff65ad34e844aa070576646eb17fe78,F02,F,NEUTRAL,4,S3,T1,
75,subesco,F_02_MONIKA_S_3_SAD_1.wav,354348,c8f24a59718eb581e320ac4c8cc5e065770e4bfb7ff14aeb75c9d338296efc13,F02,F,SAD,5,S3,T1,
76,subesco,F_02_MONIKA_S_3_SURPRISE_2.wav,353324,3a60df68981ba77b61d4c2601e04db6586399bb2e3dcba1301e5d5fa35818ced,F02,F,SURPRISE,6,S3,T2,
77,subesco,F_02_MONIKA_S_6_ANGRY_3.wav,354348,c9edb0d278a5b455651456d830c6e29bfe177ad921a2da52ec5977b7de098534,F02,F,ANGRY,0,S6,T3,
78,subesco,F_02_MONIKA_S_6_DISGUST_1.wav,354348,dd970dcdea14330e9c5cf8a363263c867504c20fc1612f1931800bca443a1fe6,F02,F,DISGUST,1,S6,T1,
79,subesco,F_02_MONIKA_S_6_FEAR_2.wav,353324,89f1dd25653020cb0f54145a80edf72aa9e346df84d2584eb1982bdcfb18f4d7,F02,F,FEAR,2,S6,T2,
80,subesco,F_02_MONIKA_S_6_HAPPY_3.wav,353324,a7b45b6e5757071c828ce84b69c560a54c7739fe5531b3c93f4a277133e27b13,F02,F,HAPPY,3,S6,T3,
81,subesco,F_02_MONIKA_S_6_NEUTRAL_1.wav,352300,2654c3fcb63de8c8615688305ff9fa0ac91517448bf6399464c7e9bd47e76b77,F02,F,NEUTRAL,4,S6,T1,
82,subesco,F_02_MONIKA_S_6_SAD_3.wav,353324,8bc74446a24fa46882712806cb5299debed1454813dc7bfe7ac3e2609ed64cb7,F02,F,SAD,5,S6,T3,
83,subesco,F_02_MONIKA_S_6_SURPRISE_5.wav,354348,ef3746504e620880dc07d473be8244ff570fdeba74baf7c4f883211e5e241b10,F02,F,SURPRISE,6,S6,T5,
84,subesco,F_02_MONIKA_S_8_ANGRY_1.wav,354348,502427a3b1ad9c4a502898beaf17ed252769639204663914c861312f9f4f111d,F02,F,ANGRY,0,S8,T1,
85,subesco,F_02_MONIKA_S_8_DISGUST_2.wav,353324,f2b4602b49e407c9312e67407a36f40fa0fd6450563dd127f7bc305d67949181,F02,F,DISGUST,1,S8,T2,
86,subesco,F_02_MONIKA_S_8_FEAR_3.wav,354348,2daa0c5149af285a9adc9b1a607f8c87e6a14e41a659f1b4829019b7d9b6c0ba,F02,F,FEAR,2,S8,T3,
87,subesco,F_02_MONIKA_S_8_HAPPY_4.wav,355372,cb056b640365ecb486d2c4561a5e962838afd94933570576326bcfeabce66101,F02,F,HAPPY,3,S8,T4,
88,subesco,F_02_MONIKA_S_8_NEUTRAL_4.wav,354348,968d4107d5e89105b49a179e488a5e18fbae8d020b5af948cb529b2649997f53,F02,F,NEUTRAL,4,S8,T4,
89,subesco,F_02_MONIKA_S_8_SAD_5.wav,354348,54105f1b978bf36bb32ce2405fae01491bccdead92a9269683b661b47798be30,F02,F,SAD,5,S8,T5,
90,subesco,F_02_MONIKA_S_8_SURPRISE_3.wav,354348,89392779c638b9e2b8193bfa542bb4fd88738941c97c1ec9a7d8b535de987da6,F02,F,SURPRISE,6,S8,T3,
91,subesco,F_02_MONIKA_S_9_ANGRY_2.wav,354348,3539ea1ab76649c2ff3752909fee280177617750f1f66cd42133bde6a5ab076c,F02,F,ANGRY,0,S9,T2,
92,subesco,F_02_MONIKA_S_9_DISGUST_3.wav,354348,aefc21bca9edc5129bbd1d8df87d696c0ae348c5334de4d18898551bf83742e7,F02,F,DISGUST,1,S9,T3,
93,subesco,F_02_MONIKA_S_9_FEAR_3.wav,354348,b61618d2e81110553f5027ae8b433880248fcc882a76bfac9462ce36ed535b00,F02,F,FEAR,2,S9,T3,
94,subesco,F_02_MONIKA_S_9_HAPPY_1.wav,353324,57d347367bbdf1feb732661e0e34aba0427ed1b7ce06de21b939471cbaab83a1,F02,F,HAPPY,3,S9,T1,
95,subesco,F_02_MONIKA_S_9_NEUTRAL_4.wav,354348,f2f430cd633c0d914a33149b8826d89578c457bd9d0f48557aa3c63d72b0497c,F02,F,NEUTRAL,4,S9,T4,
96,subesco,F_02_MONIKA_S_9_SAD_1.wav,353324,8d6f0a01b8c116ad55a6e38c75c853c19d5bf4ff55932de2c838b64fd521001e,F02,F,SAD,5,S9,T1,
97,subesco,F_02_MONIKA_S_9_SURPRISE_2.wav,354348,8777906bc0ff4c39718c8a766cf2b57c9797ee3958687b3803fd528cab4286b1,F02,F,SURPRISE,6,S9,T2,
98,subesco,F_03_SMITA_S_10_ANGRY_4.wav,708652,c52b4e50bf6ca472234720402f23af0c7645f4eb768b01645d5cd1117800ba7e,F03,F,ANGRY,0,S10,T4,
99,subesco,F_03_SMITA_S_10_DISGUST_2.wav,708652,bbd14c1baa46b2994dc1fc8e905c20c016cd4bcaad2168278ed01c428d29b55c,F03,F,DISGUST,1,S10,T2,
100,subesco,F_03_SMITA_S_10_FEAR_3.wav,710700,6e68f8824473bcb9948c6d5545621048451d2932dd17f16b6fe281357c800fe8,F03,F,FEAR,2,S10,T3,
101,subesco,F_03_SMITA_S_10_HAPPY_3.wav,708652,565b4e6c450a483dde98f4fecc7d9c08fdcca356a8a476eac6fd320b50fe3abd,F03,F,HAPPY,3,S10,T3,
102,subesco,F_03_SMITA_S_10_NEUTRAL_5.wav,706604,702f4718d865427a913a7381ebe69a94069f4e4b4b5dad2c474f4ecf252f9db2,F03,F,NEUTRAL,4,S10,T5,
103,subesco,F_03_SMITA_S_10_SAD_3.wav,706604,9fadeb8ba3be9e435b5917257434d6944cc719d798272f84cb86ebaadbe7c7e0,F03,F,SAD,5,S10,T3,
104,subesco,F_03_SMITA_S_10_SURPRISE_1.wav,708652,d2f558c0c918e2dd2087171470238aba0008379fc80cc589c0eb376bb751eaeb,F03,F,SURPRISE,6,S10,T1,
105,subesco,F_03_SMITA_S_1_ANGRY_3.wav,354348,98704e81dda9db67e2f458fca552e65b06a2bf9c263f66e9463cc38dd182ae1b,F03,F,ANGRY,0,S1,T3,
106,subesco,F_03_SMITA_S_1_DISGUST_5.wav,353324,27d3e7e5fce4b74460ae944cc09d53d92091979f52935a5bb023ff676f3cc291,F03,F,DISGUST,1,S1,T5,
107,subesco,F_03_SMITA_S_1_FEAR_4.wav,354348,754a04b4dc841018bea659d2332dc97302f91ab6b5b7f6cf8f9cead5eeb19e02,F03,F,FEAR,2,S1,T4,
108,subesco,F_03_SMITA_S_1_HAPPY_5.wav,354348,d53dacb36340de64fc75bc03a98ff2b43c2a9a52178c20b211d402006aad28d1,F03,F,HAPPY,3,S1,T5,
109,subesco,F_03_SMITA_S_1_NEUTRAL_3.wav,353324,5aa6c22d94904350ebbcd4a16687b773fe6ac8b7fa7879f1c17b90ef51a4eb53,F03,F,NEUTRAL,4,S1,T3,
110,subesco,F_03_SMITA_S_1_SAD_1.wav,354348,0f624e6d81b5ba4ced858d6b6cec5c9558155d884752c948d8373b92328afcd9,F03,F,SAD,5,S1,T1,
111,subesco,F_03_SMITA_S_1_SURPRISE_2.wav,354348,c32242d01ede15cfbbd49163f9ec04ad026aaa19ac2c8942e45f93593e172fee,F03,F,SURPRISE,6,S1,T2,
112,subesco,F_03_SMITA_S_2_ANGRY_2.wav,355372,f36fd748347f1ac24f1968cd9ccbdb5e97535317fcfa8eaa2a9f36d1e2fe961c,F03,F,ANGRY,0,S2,T2,
113,subesco,F_03_SMITA_S_2_DISGUST_4.wav,353324,e3569b6697af4c3fdcfb393d780d3b58811c33ba38e4fb76ed71a02d86f7684c,F03,F,DISGUST,1,S2,T4,
114,subesco,F_03_SMITA_S_2_FEAR_4.wav,353324,5772fa7956a55261e892f2936216fa652ccbacabcd6ee44f389ca3c26d72a0f3,F03,F,FEAR,2,S2,T4,
115,subesco,F_03_SMITA_S_2_HAPPY_5.wav,353324,868d6e252ad15abee3891acccf50ef40b90f6d316d5658cad2d3d69ad56f7cc2,F03,F,HAPPY,3,S2,T5,
116,subesco,F_03_SMITA_S_2_NEUTRAL_3.wav,354348,8e3523fb070b1321e32e0d63b4e968ac0b41ef4654acf83bcd5554a4eb5bfad5,F03,F,NEUTRAL,4,S2,T3,
117,subesco,F_03_SMITA_S_2_SAD_5.wav,354348,f26d65b90e8e35c217e95884ba6d9ccb324f1b1a39a03317f59f29416b1467c3,F03,F,SAD,5,S2,T5,
118,subesco,F_03_SMITA_S_2_SURPRISE_2.wav,354348,a04a23f9019f0e9f9430e9d31397c6e14303ba4794f6322bb8f021d44fb42642,F03,F,SURPRISE,6,S2,T2,
119,subesco,F_03_SMITA_S_3_ANGRY_5.wav,353324,fb6f7e5af7c0a6f6d2e5e9b6954d06f7e5a2ed45a326f112f1665e96c0486a4c,F03,F,ANGRY,0,S3,T5,
120,subesco,F_03_SMITA_S_3_DISGUST_3.wav,354348,bab6795b1c588213c0bb95d7a1842805ecca4922b6da5d131c62b217d56b7b15,F03,F,DISGUST,1,S3,T3,
121,subesco,F_03_SMITA_S_3_FEAR_2.wav,354348,be03ac0d0241948eb5700e186e25c9992327224b104358ab01b62ab62b4efc70,F03,F,FEAR,2,S3,T2,
122,subesco,F_03_SMITA_S_3_HAPPY_1.wav,353324,4a207449ff441d54198fe7b06a59f84709a0d72995959209e52661c46c8a0a65,F03,F,HAPPY,3,S3,T1,
123,subesco,F_03_SMITA_S_3_NEUTRAL_5.wav,354348,facbe3237f2905931dd314020dce3a4a649043173b7f143250854f8ecc117858,F03,F,NEUTRAL,4,S3,T5,
124,subesco,F_03_SMITA_S_3_SAD_3.wav,353324,6e9f65b6503104ff2bb2814034d2b66bf48f170413b91cc87acf1d4b1a577e73,F03,F,SAD,5,S3,T3,
125,subesco,F_03_SMITA_S_3_SURPRISE_2.wav,354348,945ad738f84aa56cac2789cd2ecdae5098d422eb47574e5c855257ba5f3fd898,F03,F,SURPRISE,6,S3,T2,
126,subesco,F_03_SMITA_S_6_ANGRY_1.wav,708652,ad4993fc3311377889cd1143dafb5f72a779c2d426fc37f2581b6a78cea9821d,F03,F,ANGRY,0,S6,T1,
127,subesco,F_03_SMITA_S_6_DISGUST_4.wav,708652,741330805f283c05d3bec1588bd07a10dca0efc5d61ab20279275710cff0704a,F03,F,DISGUST,1,S6,T4,
128,subesco,F_03_SMITA_S_6_FEAR_2.wav,706604,e653e75f0b7fbd9c6aaf93d5cf2b136e5d5bb49d556ac9c28cfe29f34c53b80f,F03,F,FEAR,2,S6,T2,
129,subesco,F_03_SMITA_S_6_HAPPY_2.wav,708652,e4bdedf0cb2994cfe9441398a1d622e985a4e81fae5a3422917399bb4b600891,F03,F,HAPPY,3,S6,T2,
130,subesco,F_03_SMITA_S_6_NEUTRAL_5.wav,706604,284b00b7df84549c9d8b70cf3e8fee33e2c4d16589e511697da0fdec8322dd9a,F03,F,NEUTRAL,4,S6,T5,
131,subesco,F_03_SMITA_S_6_SAD_1.wav,706604,0de930052a4063928dbe3f34a8a490ca993114b096a61830e72863c3e184871f,F03,F,SAD,5,S6,T1,
132,subesco,F_03_SMITA_S_6_SURPRISE_1.wav,708652,e0606477cda96246694dc632a5a516703e24c279865bc60cf76a4fbd68a6b9dc,F03,F,SURPRISE,6,S6,T1,
133,subesco,F_03_SMITA_S_8_ANGRY_5.wav,706604,f0ae22c728f0ea165d25f881c1947abab53a9f26ab299d9946ca1046d13d6bde,F03,F,ANGRY,0,S8,T5,
134,subesco,F_03_SMITA_S_8_DISGUST_2.wav,708652,5b48183cab04e5a0f4331441f281d8a95f9b13297ae5221d9ec6b4e8238858e5,F03,F,DISGUST,1,S8,T2,
135,subesco,F_03_SMITA_S_8_FEAR_1.wav,706604,826342596e40fe71cc7231da62bf958ccdfd2c91e5b23a2d62d1bce3dbcba7f9,F03,F,FEAR,2,S8,T1,
136,subesco,F_03_SMITA_S_8_HAPPY_3.wav,706604,bf05154f8c0f8203326be70944b70b44ac6a92af9f942cc33c4f436645074c2b,F03,F,HAPPY,3,S8,T3,
137,subesco,F_03_SMITA_S_8_NEUTRAL_4.wav,708652,9012c1b194ce3fec99645eadb9ba3617fad13c31180794c6b32896de643068da,F03,F,NEUTRAL,4,S8,T4,
138,subesco,F_03_SMITA_S_8_SAD_5.wav,708652,af1e69c0c90f3462a82c4c257116f7514eefb402697603016b61a38beb4c1c74,F03,F,SAD,5,S8,T5,
139,subesco,F_03_SMITA_S_8_SURPRISE_3.wav,708652,91495381bbe8e1ea89e3b261f772ff9d555ff401a06a41d40269f9c66ca102f6,F03,F,SURPRISE,6,S8,T3,
140,subesco,F_03_SMITA_S_9_ANGRY_3.wav,708652,1ad97ce9a3c5e9670306021d09d0ac1c0fb9f9306a74f86e83c6f4eceaa03234,F03,F,ANGRY,0,S9,T3,
141,subesco,F_03_SMITA_S_9_DISGUST_2.wav,708652,3d1e70fedeccf7ad0a8f68e2c4310c0509ab80166ac6068abecc2a5cea5f1d84,F03,F,DISGUST,1,S9,T2,
142,subesco,F_03_SMITA_S_9_FEAR_2.wav,706604,c4edab3a5e721269910ad2b403250a58b7e19ef30b2c403d70f303dabca0bada,F03,F,FEAR,2,S9,T2,
143,subesco,F_03_SMITA_S_9_HAPPY_1.wav,706604,52509c37e4a31fea19df909daff2dc4ac25f2ff6c436c44985f9f7ab361533f6,F03,F,HAPPY,3,S9,T1,
