sample_index,corpus,relative_path,bytes,sha256,speaker,sex,label,label_index,sentence,take,intensity
13,subesco,F_01_OISHI_S_10_FEAR_4.wav,708652,2364e5ee0f41a44ed68a38518b6a7c10d2ac4963484a129266e328bb9c05a6c4,F01,F,FEAR,2,S10,T4,
14,subesco,F_01_OISHI_S_10_FEAR_5.wav,708652,e07c89f1d1975f5f4547f79df7e85aed6b938589b3f044a25d88bb8aaf3798ae,F01,F,FEAR,2,S10,T5,
15,subesco,F_01_OISHI_S_10_HAPPY_1.wav,353324,24642d3b5745d8c5ea1a01a891c5d71f01cc155c7d5ab82d3a616c8244327c84,F01,F,HAPPY,3,S10,T1,
16,subesco,F_01_OISHI_S_10_HAPPY_2.wav,352300,d58e710a0395c605a2f837d4873776acd676ecfca65f696f5bb902f351a3cb3c,F01,F,HAPPY,3,S10,T2,
17,subesco,F_01_OISHI_S_10_HAPPY_3.wav,352300,e358afbe6184698fa5bf8dd70c32adfc7f26d452ed23f25c569a9780b9284dec,F01,F,HAPPY,3,S10,T3,
18,subesco,F_01_OISHI_S_10_HAPPY_4.wav,353324,6968a43fa4cba0aa1005ff7652e4aed7e7a8c2bbc9330895642fbafd023e2fc7,F01,F,HAPPY,3,S10,T4,
19,subesco,F_01_OISHI_S_10_HAPPY_5.wav,354348,8d7e615a1e113379b8f55a21d825626b3801d84275c222337f7f949fa8c879e8,F01,F,HAPPY,3,S10,T5,
20,subesco,F_01_OISHI_S_10_NEUTRAL_1.wav,354348,1bae7b7f0322aa12e937e5d64a0e65ed91e13ad2482d827acde81ff123ae3e88,F01,F,NEUTRAL,4,S10,T1,
21,subesco,F_01_OISHI_S_10_NEUTRAL_2.wav,353324,6cc1a530b68ea9f2fec64c49fb1125f734af86613982a54b3682fee616a5586a,F01,F,NEUTRAL,4,S10,T2,
22,subesco,F_01_OISHI_S_10_NEUTRAL_3.wav,351276,85181643cad67c45633f869e839e6f2abaa613cc63c1d873508fc129118ff7bd,F01,F,NEUTRAL,4,S10,T3,
23,subesco,F_01_OISHI_S_10_NEUTRAL_4.wav,354348,769222245568876d098bc606549c61249d152da993e25e3436cc64bdf9cbde4d,F01,F,NEUTRAL,4,S10,T4,
24,subesco,F_01_OISHI_S_10_NEUTRAL_5.wav,352300,65423ab2d015f9af34252c419973777bc607bb1ae352fcedc4c75f5171b780fa,F01,F,NEUTRAL,4,S10,T5,
25,subesco,F_01_OISHI_S_10_SAD_1.wav,708652,0d0f7941ef733c49110c904b66ba19b8af1dd71b479ce1f26b47211846c8b3ee,F01,F,SAD,5,S10,T1,
26,subesco,F_01_OISHI_S_10_SAD_2.wav,708652,988569bbfbb59f0d4e304105ca34a37eab703aeb6add7cf8d705254aab9ca6b1,F01,F,SAD,5,S10,T2,
27,subesco,F_01_OISHI_S_10_SAD_3.wav,708652,3df4cdcd77416873027922b5e8e3f73a3a884fd64cd4516b73e4c1bd790d394c,F01,F,SAD,5,S10,T3,
28,subesco,F_01_OISHI_S_10_SAD_4.wav,708652,cbb7b91a23b407ba948b994a31b96b79f9aa6f4754690120faab160fc7326c29,F01,F,SAD,5,S10,T4,
29,subesco,F_01_OISHI_S_10_SAD_5.wav,708652,65a7796c37766315e2aeeafac2c241ccd82b0893c7d2b9b3cc89f270ffb17e7a,F01,F,SAD,5,S10,T5,
30,subesco,F_01_OISHI_S_10_SURPRISE_1.wav,708652,623f26902a17fee1d9e5b64f7a913cca98071639c8f33490b27ad6cd27c2a8bc,F01,F,SURPRISE,6,S10,T1,
31,subesco,F_01_OISHI_S_10_SURPRISE_2.wav,708652,44cd146dce85c5ccdcdbe55b0083e464a421015331229cf3f7b71f9fcb61a8bd,F01,F,SURPRISE,6,S10,T2,
32,subesco,F_01_OISHI_S_10_SURPRISE_3.wav,706604,cb57dc9207d512d3a9b3d18693dc8e66e72fd9971a5e9efc4515574c231c8635,F01,F,SURPRISE,6,S10,T3,
33,subesco,F_01_OISHI_S_10_SURPRISE_4.wav,708652,396b1e177bc4b71e43a397f334b8ffe8ff1926e60339ba4f54425b08a7483565,F01,F,SURPRISE,6,S10,T4,
34,subesco,F_01_OISHI_S_10_SURPRISE_5.wav,708652,626394efa4d904aaa493d07a958f3592e10996f057403425a293987a1debdcbd,F01,F,SURPRISE,6,S10,T5,
35,subesco,F_01_OISHI_S_1_ANGRY_1.wav,352300,cc72530f7f40b42d1cbc2d5ce3dfb0e7f2441041b8e22d773b848b8f269ac344,F01,F,ANGRY,0,S1,T1,
36,subesco,F_01_OISHI_S_1_ANGRY_2.wav,352300,8080e5c1532f3c17dbe3cb6fafaf91575d64f11de6b1d82e5daf3601549fc713,F01,F,ANGRY,0,S1,T2,
37,subesco,F_01_OISHI_S_1_ANGRY_3.wav,352300,f032c8ff1b7f6d1f4be721ba01da82338c201ec2d6f0d72779c5a842363d9583,F01,F,ANGRY,0,S1,T3,
38,subesco,F_01_OISHI_S_1_ANGRY_4.wav,352300,eda5f2eeade2b4baf532a79128d6f2eb3329d507c163111337825cfcbe323036,F01,F,ANGRY,0,S1,T4,
39,subesco,F_01_OISHI_S_1_ANGRY_5.wav,354348,520300ac562b175138bc651123792cc8f685b986339a6668b02401429650ba8a,F01,F,ANGRY,0,S1,T5,
40,subesco,F_01_OISHI_S_1_DISGUST_1.wav,354348,c53e8723e52e2abb4a3f0c4fed052974dc6999507cf51caa4f1285cfc03e18f0,F01,F,DISGUST,1,S1,T1,
41,subesco,F_01_OISHI_S_1_DISGUST_2.wav,354348,b04e5c5fbf894b6d244da6d7c867237652e59178e65c1ab094605b4ca90aee4c,F01,F,DISGUST,1,S1,T2,
42,subesco,F_01_OISHI_S_1_DISGUST_3.wav,353324,31bd0db711673ce458eeb5a142a0db64f083771835e0527e0f65f3cd815545f2,F01,F,DISGUST,1,S1,T3,
43,subesco,F_01_OISHI_S_1_DISGUST_4.wav,353324,76f7ef1166f06533e0c321048aad6c5c9d19df77a9f0b0500f3534600df53b78,F01,F,DISGUST,1,S1,T4,
44,subesco,F_01_OISHI_S_1_DISGUST_5.wav,353324,6d8ca0467a42170caa62df093d40dc864a36f970a7a187dbb6edded9f818cd00,F01,F,DISGUST,1,S1,T5,
45,subesco,F_01_OISHI_S_1_FEAR_1.wav,354348,8ef84b83268410d4182c3a9462589ecaa051f604cf8148a837f89c7e09108e1d,F01,F,FEAR,2,S1,T1,
46,subesco,F_01_OISHI_S_1_FEAR_2.wav,353324,c708d9dbd20caf8264cf84df1376e37211a818f1ba937e437672eceb582d086b,F01,F,FEAR,2,S1,T2,
47,subesco,F_01_OISHI_S_1_FEAR_3.wav,356396,1c20be1f3240fb1d3c8576be017520ee21210ae13dab33afa47f155b633e344c,F01,F,FEAR,2,S1,T3,
48,subesco,F_01_OISHI_S_1_FEAR_4.wav,355372,bc6c10846c88d41968d9ac400d3ae7af15c9a30541ba45638c1f530ee294d8d0,F01,F,FEAR,2,S1,T4,
49,subesco,F_01_OISHI_S_1_FEAR_5.wav,354348,857327aa10336b83566eba6b2393666ae10e61c97f7c1711a9aac24b8d2ca668,F01,F,FEAR,2,S1,T5,
50,subesco,F_01_OISHI_S_1_HAPPY_1.wav,353324,5e0d1b73d80c7e8ee4b9cbdd3470a118659d51737b9b3c10894375ee554c8e0d,F01,F,HAPPY,3,S1,T1,
51,subesco,F_01_OISHI_S_1_HAPPY_2.wav,354348,5868dd9a7fd9ea77f9bbd7c55062969133e2432b07782a2f6f191bc29be6af91,F01,F,HAPPY,3,S1,T2,
52,subesco,F_01_OISHI_S_1_HAPPY_3.wav,353324,7ceb859dc273121faf5be427135eae7978330888c7e5171cc5071dd7c38ad05f,F01,F,HAPPY,3,S1,T3,
53,subesco,F_01_OISHI_S_1_HAPPY_4.wav,353324,54884818390b31cfeef87bd9e845c667b271c241511b3a4f6f46bcb07570b560,F01,F,HAPPY,3,S1,T4,
54,subesco,F_01_OISHI_S_1_HAPPY_5.wav,353324,ba9a5da515e6ba571740b65af0f600b156ef4108aa4cdc919be6a09c1e0e199f,F01,F,HAPPY,3,S1,T5,
55,subesco,F_01_OISHI_S_1_NEUTRAL_1.wav,353324,9d43f70345375e6bcb2b81b38d63a9a0f46f4cbacce040959c6feeef34b5220c,F01,F,NEUTRAL,4,S1,T1,
56,subesco,F_01_OISHI_S_1_NEUTRAL_2.wav,354348,716ccbd6f51d957c0cba9a19190935628cde1a5f790efecc0a9d3b93a6615176,F01,F,NEUTRAL,4,S1,T2,
57,subesco,F_01_OISHI_S_1_NEUTRAL_3.wav,354348,a327eda584e1bbb5055f117cc302dbdae89b206b96d5830aeac76106c6140863,F01,F,NEUTRAL,4,S1,T3,
58,subesco,F_01_OISHI_S_1_NEUTRAL_4.wav,354348,ba725af89ba2019504880ee98a1b7c4afa53fa815936303094fa2a4dca9325bc,F01,F,NEUTRAL,4,S1,T4,
59,subesco,F_01_OISHI_S_1_NEUTRAL_5.wav,355374,5673671c2a733a94bdcfa2b802f37e6b78b4f95b7fe9862850d19e0922947cf0,F01,F,NEUTRAL,4,S1,T5,
60,subesco,F_01_OISHI_S_1_SAD_1.wav,353324,53abca69b521009093eeb260be92e38db96bd6193c1cc0dcb66662e643bcef8e,F01,F,SAD,5,S1,T1,
61,subesco,F_01_OISHI_S_1_SAD_2.wav,352300,0b45f2d4933062653f411854a62ddf1eeae365fbc96d247332d35136e89aa915,F01,F,SAD,5,S1,T2,
62,subesco,F_01_OISHI_S_1_SAD_3.wav,354348,d25302fcc17da4b8d1e1f51238fb14f2c395932d5d324d80ba4531f204808bc2,F01,F,SAD,5,S1,T3,
63,subesco,F_01_OISHI_S_1_SAD_4.wav,354348,2bb7f59347e4777d62c40aae7f5520c0a27baba0d2967d298b5521f0986ee57b,F01,F,SAD,5,S1,T4,
64,subesco,F_01_OISHI_S_1_SAD_5.wav,353326,e09e1b5a37bab02116cc27e5aa270f26d8cb07b135a35831970130507d60c196,F01,F,SAD,5,S1,T5,
65,subesco,F_01_OISHI_S_1_SURPRISE_1.wav,351276,d981f36086eb0f06fcc32118894c238edbde66211ceb949efb1c2fb65ce3fd3b,F01,F,SURPRISE,6,S1,T1,
66,subesco,F_01_OISHI_S_1_SURPRISE_2.wav,351276,9fa8a4112c74edca85020eceb9e1650e286eef88d14c56fb139e762fca6555e9,F01,F,SURPRISE,6,S1,T2,
67,subesco,F_01_OISHI_S_1_SURPRISE_3.wav,352298,dbf51271d94ffc3ee77b5e025b9befef2ca63634a6436b74e3aee23198bc76b7,F01,F,SURPRISE,6,S1,T3,
68,subesco,F_01_OISHI_S_1_SURPRISE_4.wav,353324,e778ea176e3e4b0ba5575bb6a285b90b70e7173568247f3fe34d8d0cad278da5,F01,F,SURPRISE,6,S1,T4,
69,subesco,F_01_OISHI_S_1_SURPRISE_5.wav,354348,0f2553a845289f8621fd22f10d4e2ecdf03cf2e2109e3ee858c28ff29b15048e,F01,F,SURPRISE,6,S1,T5,
70,subesco,F_01_OISHI_S_2_ANGRY_1.wav,354348,9146fc56d2df35b7780d3817eb78796d8a80849aa5bdec9e48a9775e60846a70,F01,F,ANGRY,0,S2,T1,
71,subesco,F_01_OISHI_S_2_ANGRY_2.wav,352300,46e57040773b21322945884547b85591839f353075fcd74e1e008f07e9b2cbea,F01,F,ANGRY,0,S2,T2,
72,subesco,F_01_OISHI_S_2_ANGRY_3.wav,352300,251d93c32859eb7029be8f630542c31f82d319f032404bde33a8eafb2f7a6f33,F01,F,ANGRY,0,S2,T3,
73,subesco,F_01_OISHI_S_2_ANGRY_4.wav,354348,49a819d9b51bc0203a38acf8898117f6fa66326b70ad6d578a742bf54ef135df,F01,F,ANGRY,0,S2,T4,
74,subesco,F_01_OISHI_S_2_ANGRY_5.wav,355368,ef44321488ba66909ae4bbbf487407bcba33ee3feae0e3a3dbf7fd2627d631fd,F01,F,ANGRY,0,S2,T5,
75,subesco,F_01_OISHI_S_2_DISGUST_1.wav,356394,fdc8f007fb69688d87727f42a152ecb6b97309bb80910acc014f073d707921ec,F01,F,DISGUST,1,S2,T1,
76,subesco,F_01_OISHI_S_2_DISGUST_2.wav,353324,57fcfc311e3f5ca87198a4b79b1bd9b67bafc3cb51a4328f939f0693aacc852e,F01,F,DISGUST,1,S2,T2,
77,subesco,F_01_OISHI_S_2_DISGUST_3.wav,352300,c85fa1298994df8fab3f14255e44b1dcfb2adcbc1347376ef10dba16ecb9641a,F01,F,DISGUST,1,S2,T3,
78,subesco,F_01_OISHI_S_2_DISGUST_4.wav,356396,a6da8a96fa08909bcb82b69aa735e162fcc6f28d88ace92bcff055185f554e21,F01,F,DISGUST,1,S2,T4,
79,subesco,F_01_OISHI_S_2_DISGUST_5.wav,356398,e1e1d279e025d814f42dd76628ad60db93eff13285807aaf3adfd538e68526f3,F01,F,DISGUST,1,S2,T5,
80,subesco,F_01_OISHI_S_2_FEAR_1.wav,353324,544bdb6dbc73b7b0af5ea78a50c43da880557cd6f9e6e67301816b246168ff81,F01,F,FEAR,2,S2,T1,
81,subesco,F_01_OISHI_S_2_FEAR_2.wav,320556,363efc0b428d6105f521a64db1cc7e599f4ca18e84707a12cf9abfe263744af3,F01,F,FEAR,2,S2,T2,
82,subesco,F_01_OISHI_S_2_FEAR_3.wav,353324,55dced222f12bc3df5906d0aa2bbc3a72c22b28579140bcfff3d4ca60b0ec01b,F01,F,FEAR,2,S2,T3,
83,subesco,F_01_OISHI_S_2_FEAR_4.wav,285740,097fdb1d8a2019f6db03fbeb5993e00ff2f7c7aa92e22a0b95b8214444db5746,F01,F,FEAR,2,S2,T4,
84,subesco,F_01_OISHI_S_2_FEAR_5.wav,353330,84bff334675965b82380e6a4c11438fb8b1a808f197bfac265e943b381193814,F01,F,FEAR,2,S2,T5,
85,subesco,F_01_OISHI_S_2_HAPPY_1.wav,354348,aa574abdf77414339f8511501300a56cd1d29a3fdb85c07e9af807f52893e4b9,F01,F,HAPPY,3,S2,T1,
86,subesco,F_01_OISHI_S_2_HAPPY_2.wav,353328,b08e16b68aa56e352ba6529d7b2d3ccb69d3fcba9d8dcef16ecf5ecc329072c4,F01,F,HAPPY,3,S2,T2,
87,subesco,F_01_OISHI_S_2_HAPPY_3.wav,351278,8c65d189ffa8feec23f4a6ba3f8877d2c3881d1c0388b3f03f1f13dae1808a7f,F01,F,HAPPY,3,S2,T3,
88,subesco,F_01_OISHI_S_2_HAPPY_4.wav,354348,57fff182ad2071a62e509d26996f7e179370dc73f00a295b0bdc4df2d49c540c,F01,F,HAPPY,3,S2,T4,
89,subesco,F_01_OISHI_S_2_HAPPY_5.wav,354350,29f0f8df605bc5add5c03c941d44f11d01a49b1065764437e875f5e2c3ac0506,F01,F,HAPPY,3,S2,T5,
90,subesco,F_01_OISHI_S_2_NEUTRAL_1.wav,357424,0af414d1c34916c8cd036d1ca292b6d5b145e4c2b3c0ce8bb474107c3f695fe5,F01,F,NEUTRAL,4,S2,T1,
91,subesco,F_01_OISHI_S_2_NEUTRAL_2.wav,354348,1f1d227979c0da1566235881827bbfd9957810959480507f3c0a00135ccbd9ae,F01,F,NEUTRAL,4,S2,T2,
92,subesco,F_01_OISHI_S_2_NEUTRAL_3.wav,354348,24191490256840ae427c1f4338bcbb88a347d892d4ac45bd0b17a252da4c6be6,F01,F,NEUTRAL,4,S2,T3,
93,subesco,F_01_OISHI_S_2_NEUTRAL_4.wav,352306,338a9f0c043df9fd78578446ff7fb5b0c461a4bcca152d21eb25225f65835f52,F01,F,NEUTRAL,4,S2,T4,
94,subesco,F_01_OISHI_S_2_NEUTRAL_5.wav,353324,9b8b152062d2978b1cb225b8c28af51b1e54f74340d37ea9e161bb528330733d,F01,F,NEUTRAL,4,S2,T5,
95,subesco,F_01_OISHI_S_2_SAD_1.wav,354348,ace0c41160669b11b3f69cbafadcf0f3931b77433cb20eeac89749e38662c934,F01,F,SAD,5,S2,T1,
96,subesco,F_01_OISHI_S_2_SAD_2.wav,353324,2bf17c51516772f8959cc23d18cf730c51b36027f4c2176bd9eefba17d881c03,F01,F,SAD,5,S2,T2,
97,subesco,F_01_OISHI_S_2_SAD_3.wav,353330,afa728ff6378d2c81fe4ea71bce049f30898daf2d2c2f2f9fe1c81407ebe361e,F01,F,SAD,5,S2,T3,
98,subesco,F_01_OISHI_S_2_SAD_4.wav,350254,ca7838581d05bec8333b9e39f6a62e4bcd957c53dc58a777e77c3f2446fe10cb,F01,F,SAD,5,S2,T4,
99,subesco,F_01_OISHI_S_2_SAD_5.wav,242732,0fea5fa5af08b81404af475bd81edffe66ef8ebd693e8f505f615ade68945017,F01,F,SAD,5,S2,T5,
100,subesco,F_01_OISHI_S_2_SURPRISE_1.wav,353324,eb083053b4f9c3954da88589f570b4d9eeb307d4d837114b5b8b1b9ab3c6db2f,F01,F,SURPRISE,6,S2,T1,
101,subesco,F_01_OISHI_S_2_SURPRISE_2.wav,353324,f12541359a9f289424734606356a19f6e682b4d2c2e9e036586051632675c61a,F01,F,SURPRISE,6,S2,T2,
102,subesco,F_01_OISHI_S_2_SURPRISE_3.wav,353324,c1b494e189e4ab0fc5f9b7f9d56a803fe5b388d549b646679b63dc369b232d74,F01,F,SURPRISE,6,S2,T3,
103,subesco,F_01_OISHI_S_2_SURPRISE_4.wav,354348,796882daac2deead2b1f63bf3f1d9c5159ccd2056ef77b9ebd6838d03068f93a,F01,F,SURPRISE,6,S2,T4,
104,subesco,F_01_OISHI_S_2_SURPRISE_5.wav,353324,4017df80f1a16b463257aeb95a7219414705a1956d68aeb82becf02c8ed6d102,F01,F,SURPRISE,6,S2,T5,
105,subesco,F_01_OISHI_S_3_ANGRY_1.wav,710700,af00bd534bdb79735e347400bca9a94a5e3c1c6432fae0c95898d3da69989da3,F01,F,ANGRY,0,S3,T1,
106,subesco,F_01_OISHI_S_3_ANGRY_2.wav,708652,afb195a61dec56659d0cc746d4809363173b348acdc8711a9375a09d3317b4be,F01,F,ANGRY,0,S3,T2,
107,subesco,F_01_OISHI_S_3_ANGRY_3.wav,708652,993597b4af0721a2eb6a75401aa1df6f6c4a8fa660ca2b8c22fbf1b705e4be05,F01,F,ANGRY,0,S3,T3,
108,subesco,F_01_OISHI_S_3_ANGRY_4.wav,708652,5015f29d2b5bf098e8bddf148d20ff9ee083a062e8e5d9d693a1e8e5cf9415d8,F01,F,ANGRY,0,S3,T4,
109,subesco,F_01_OISHI_S_3_ANGRY_5.wav,708652,b7d1870c838f5282dcab30af14eb2275e935eccb9bbd5dcb39702b4912f7daf0,F01,F,ANGRY,0,S3,T5,
110,subesco,F_01_OISHI_S_3_DISGUST_1.wav,353324,6e2ddff034f91d13dc16236c88a57398b256350b0aa02e60e0e6b7337041b19e,F01,F,DISGUST,1,S3,T1,
111,subesco,F_01_OISHI_S_3_DISGUST_2.wav,354348,198143ddfddb324820e05f89cad314a8f7da4e8cc844a794192487b7e3b35576,F01,F,DISGUST,1,S3,T2,
112,subesco,F_01_OISHI_S_3_DISGUST_3.wav,354348,1c865e2f5d18e848bbd54f18db4bd421a2fd399e9bd1abcf6f7e46965206e147,F01,F,DISGUST,1,S3,T3,
113,subesco,F_01_OISHI_S_3_DISGUST_4.wav,354348,82740e7a6851a2c5c3572083836203149dafa1d57d6cc365c98651be13324929,F01,F,DISGUST,1,S3,T4,
114,subesco,F_01_OISHI_S_3_DISGUST_5.wav,354348,03394b93afdf45d0a6ea16b31f7c0e374934256b9b45ce74d273b84152d6a68f,F01,F,DISGUST,1,S3,T5,
115,subesco,F_01_OISHI_S_3_FEAR_1.wav,710700,cc0fa6c0edc8627d0b601f3c822c63ee084eb4cec223951e46e4d67e3cc38398,F01,F,FEAR,2,S3,T1,
116,subesco,F_01_OISHI_S_3_FEAR_2.wav,704556,3eafb8c7769fcf79a93cef969abe464ece3f5fe97a67d6fb24d5396472bbae25,F01,F,FEAR,2,S3,T2,
117,subesco,F_01_OISHI_S_3_FEAR_3.wav,706604,323d78bd85a19a265212484cc9e74b3b1d37a7848b85f524308152028b29c25a,F01,F,FEAR,2,S3,T3,
118,subesco,F_01_OISHI_S_3_FEAR_4.wav,708652,e75fc2eedb6c6ce39d5b61217602fdb9a6e53225bb07f20a366780c14af2858f,F01,F,FEAR,2,S3,T4,
119,subesco,F_01_OISHI_S_3_FEAR_5.wav,704556,ed609b5b43666597ed53be6d304b02e3644b449528239dd4b6fd2e657f9015ac,F01,F,FEAR,2,S3,T5,
120,subesco,F_01_OISHI_S_3_HAPPY_1.wav,354348,6df3e779f8f308a87118d4f7dc1d33405197981480349eeb46d5c2a6b6047611,F01,F,HAPPY,3,S3,T1,
121,subesco,F_01_OISHI_S_3_HAPPY_2.wav,353324,c71e8d3e2f6f12bc108a030b631850afc887350e60700be85bf919d6b398e26b,F01,F,HAPPY,3,S3,T2,
122,subesco,F_01_OISHI_S_3_HAPPY_3.wav,353324,81b5507f34ef3d1d3d2e22db4a0dc25627a802fb141e98ba6ea9acb767b6b4ff,F01,F,HAPPY,3,S3,T3,
123,subesco,F_01_OISHI_S_3_HAPPY_4.wav,353324,e4afea3ea5ac66812c9aabd2987ae9108e3df04bd699dfc5f8373d7ac606c900,F01,F,HAPPY,3,S3,T4,
124,subesco,F_01_OISHI_S_3_HAPPY_5.wav,353324,b90a85596638183871fdf1da2b65c430af8eccf8d10f7508a63a54140ff0f221,F01,F,HAPPY,3,S3,T5,
125,subesco,F_01_OISHI_S_3_NEUTRAL_1.wav,354348,b20ec3e9ed4081e6960deeab9820a6d1d2790d7e6a00a245572f3cc1e674b804,F01,F,NEUTRAL,4,S3,T1,
126,subesco,F_01_OISHI_S_3_NEUTRAL_2.wav,353324,3430dea8d20f27368af5ac7f1733bd5e27fa3d1b8bf17c3b2f1ba8fe64dc1a50,F01,F,NEUTRAL,4,S3,T2,
127,subesco,F_01_OISHI_S_3_NEUTRAL_3.wav,354348,504c973385bd97370e664a910b8031567696b73c96189b0533bfa2a4539050bc,F01,F,NEUTRAL,4,S3,T3,
128,subesco,F_01_OISHI_S_3_NEUTRAL_4.wav,354348,690253c04de467c249f43e2f6547afcc9729a5966ed334d0a9dc8f1a889eb25f,F01,F,NEUTRAL,4,S3,T4,
129,subesco,F_01_OISHI_S_3_NEUTRAL_5.wav,353324,e82d15f0c642892350b3c649bee2c08b7cb0bf01d2c71d3e859b5886942d0519,F01,F,NEUTRAL,4,S3,T5,
130,subesco,F_01_OISHI_S_3_SAD_1.wav,706604,9539a4eb758bb263e3b84270dbafeac42ee852e8af69a8e6e459d1b26841ed0f,F01,F,SAD,5,S3,T1,
131,subesco,F_01_OISHI_S_3_SAD_2.wav,710700,2f76ab9d7a2e5c0e0ba3eb864fdc0cf468508003b8bc2661b04561221ab918b6,F01,F,SAD,5,S3,T2,
132,subesco,F_01_OISHI_S_3_SAD_3.wav,704556,e1a8cfd1a7bd34f9daab0bcd6f7b23fc886fa4ac09a459a1205bf228e2f74a9b,F01,F,SAD,5,S3,T3,
133,subesco,F_01_OISHI_S_3_SAD_4.wav,708652,028cd808df7249584213762a66fe1ffd1fc26d5e8ebb94fd189dad1aa7c6f1ec,F01,F,SAD,5,S3,T4,
134,subesco,F_01_OISHI_S_3_SAD_5.wav,710700,4ca6f8de2c0bb0ee3e1cd278e661e9e8f879d753af9051378f9f5b4b94006757,F01,F,SAD,5,S3,T5,
135,subesco,F_01_OISHI_S_3_SURPRISE_1.wav,354348,d17b86686d6db86f46f981caa0465b98ebdb512ed379f8e016821353d5b831cc,F01,F,SURPRISE,6,S3,T1,
136,subesco,F_01_OISHI_S_3_SURPRISE_2.wav,354348,07b52fc7c984c8dbe3f1208ae2a191755a8a04e3293badeaf2814f78e04752c3,F01,F,SURPRISE,6,S3,T2,
137,subesco,F_01_OISHI_S_3_SURPRISE_3.wav,354348,ed9802f2368275a3a58728117aaad4635137db7ed56a9fa684ede9db94dfe455,F01,F,SURPRISE,6,S3,T3,
138,subesco,F_01_OISHI_S_3_SURPRISE_4.wav,354348,ba93079e3acc9c5bf0546f312369e9e27a5414aeded8136f1dc5499816b9ee9f,F01,F,SURPRISE,6,S3,T4,
139,subesco,F_01_OISHI_S_3_SURPRISE_5.wav,354348,d8532b3545ae66f5e3c0a6cfbc7adaefcb2889da568d91592e44a389dc702a20,F01,F,SURPRISE,6,S3,T5,
140,subesco,F_01_OISHI_S_4_ANGRY_1.wav,708652,88d17defdc38e1025a0a86345603eaa63f0d222c0bed77618660bfef0e5aed78,F01,F,ANGRY,0,S4,T1,
141,subesco,F_01_OISHI_S_4_ANGRY_2.wav,708652,c0ea10652ef9894c58fa88d2efac951732c8b9cdf6839a5af1b5f7b4dfea5fb5,F01,F,ANGRY,0,S4,T2,
142,subesco,F_01_OISHI_S_4_ANGRY_3.wav,708652,68467b5e2f7954265cb913c42a39cbbbfbcab0555be8ad335c376a55a48f3112,F01,F,ANGRY,0,S4,T3,
143,subesco,F_01_OISHI_S_4_ANGRY_4.wav,708652,ae9927b2be424af4cea445766ea8dfa4caa502e28363628fa23e0178c32920d6,F01,F,ANGRY,0,S4,T4,
144,subesco,F_01_OISHI_S_4_ANGRY_5.wav,708652,8f53cd0cb9e9b9c5eceeb8ee41b179a7a488aa95b427b458683190a080e68289,F01,F,ANGRY,0,S4,T5,
