sample_index,corpus,relative_path,file_size_bytes,sha256,label_name,label_index,speaker_id,wav_samplerate,wav_frames,wav_channels,wav_subtype,parse_status,read_status,error
36,ravdess,Actor_01/03-01-06-01-01-01-01.wav,412342,a2c792f3c5733f4469ae01c526833c22f3e14cbf145fab47f4d22e56f9552cdb,fearful,5,01,48000,176176,1,PCM_16,ok,ok,
37,ravdess,Actor_01/03-01-06-01-01-02-01.wav,409140,b5228ae44a99e1081e2732122666c79b1852ffd8b1debdaf98c12258140c8b17,fearful,5,01,48000,174575,1,PCM_16,ok,ok,
38,ravdess,Actor_01/03-01-06-01-02-01-01.wav,389916,10fe698e7276dc4b180b79ef73989c3b347b026ef32ae0b5f5ddcac894e2f7f6,fearful,5,01,48000,164965,1,PCM_16,ok,ok,
39,ravdess,Actor_01/03-01-06-01-02-02-01.wav,415544,b385602ec6ab15b6c0341af1bcd35929e1190823c1d2cd34ed71ca10f49baf6f,fearful,5,01,48000,177777,1,PCM_16,ok,ok,
40,ravdess,Actor_01/03-01-06-02-01-01-01.wav,540470,6b0752471c17ea8dfbdbbf9c976da3560c402ad2ca012704bea5b5b52dd00201,fearful,5,01,48000,240240,1,PCM_16,ok,ok,
41,ravdess,Actor_01/03-01-06-02-01-02-01.wav,466786,53759ee327ffe65399c1b4d0a0fba3632a01d3fb2ebb5856f2dcc9a1d80afcd9,fearful,5,01,48000,203403,1,PCM_16,ok,ok,
42,ravdess,Actor_01/03-01-06-02-02-01-01.wav,441170,509626a3a63b3ce34ae6496daf5067fd42e48b8d074dd1ee605f01b4eaa77346,fearful,5,01,48000,190590,1,PCM_16,ok,ok,
43,ravdess,Actor_01/03-01-06-02-02-02-01.wav,434766,027c7f5e7a84e37332206cad278ede9fcce8447187c6f712b8d6d45c27680dcf,fearful,5,01,48000,187388,1,PCM_16,ok,ok,
44,ravdess,Actor_01/03-01-07-01-01-01-01.wav,431554,3812b1fcf5ba2019a0ec594251d1c35055b7f6233bcbce224aa08a319b444613,disgust,6,01,48000,185785,1,PCM_16,ok,ok,
45,ravdess,Actor_01/03-01-07-01-01-02-01.wav,434756,8cef0c39e86cbf8bb23e57b458904c22a406aa059565af4c566d109bac4b95d9,disgust,6,01,48000,187387,1,PCM_16,ok,ok,
46,ravdess,Actor_01/03-01-07-01-02-01-01.wav,434760,410a87d17bd8188c0dbe6edbd0bdf8189e801c6f58cf5039e18ceea66e01ee0b,disgust,6,01,48000,187387,1,PCM_16,ok,ok,
47,ravdess,Actor_01/03-01-07-01-02-02-01.wav,428354,c35c816dc7f8a051a241ca5ebfb4e5506da0b1b2a7f4b675add30710a9cbaf26,disgust,6,01,48000,184184,1,PCM_16,ok,ok,
48,ravdess,Actor_01/03-01-07-02-01-01-01.wav,473196,3ef05a004c36909ce946154cf68cd551a485686866cf07291ef7a0a298328edd,disgust,6,01,48000,206606,1,PCM_16,ok,ok,
49,ravdess,Actor_01/03-01-07-02-01-02-01.wav,453978,391ad1934bdf2a96611fbf03d8f468f586c7fd6c3524f43497418117a2403ed0,disgust,6,01,48000,196997,1,PCM_16,ok,ok,
50,ravdess,Actor_01/03-01-07-02-02-01-01.wav,447572,a8562d7ff862398b8310852734e61f415d12cc8417d813ddf593edafea0fbbb0,disgust,6,01,48000,193794,1,PCM_16,ok,ok,
51,ravdess,Actor_01/03-01-07-02-02-02-01.wav,479602,aebb0e8a9c1949f84f06ad22863dd0b52607f8865d1c3590308eaa75ec84c8da,disgust,6,01,48000,209809,1,PCM_16,ok,ok,
52,ravdess,Actor_01/03-01-08-01-01-01-01.wav,386692,5e43c41dae0e824c1a07663b05a0dfdccac7412fb4a745510df58d2d6ee53231,surprised,7,01,48000,163363,1,PCM_16,ok,ok,
53,ravdess,Actor_01/03-01-08-01-01-02-01.wav,373882,d97bdaaf8ef7e89ce61c8c75612032646600a2731bbd1a41d64f8a40441984ab,surprised,7,01,48000,156956,1,PCM_16,ok,ok,
54,ravdess,Actor_01/03-01-08-01-02-01-01.wav,399392,30f76a703577ed6bc8d1b5e0dc2d68afbe508a17c960c79fa17cacef4adf05ec,surprised,7,01,48000,169770,1,PCM_16,ok,ok,
55,ravdess,Actor_01/03-01-08-01-02-02-01.wav,687780,070662892d30d9e43b5ff88312b371498e574513166d2b0690c47324c5befd5e,surprised,7,01,48000,156956,2,PCM_16,ok,ok,
56,ravdess,Actor_01/03-01-08-02-01-01-01.wav,389898,6786e322debf5aead0ad67df4751e2b3e1c09e4909857b53cbd88897f2251efb,surprised,7,01,48000,164964,1,PCM_16,ok,ok,
57,ravdess,Actor_01/03-01-08-02-01-02-01.wav,402712,7b97b8e5e821f3f16183c24025dab6557021578849494fa12cbcd1e7b29a963c,surprised,7,01,48000,171371,1,PCM_16,ok,ok,
58,ravdess,Actor_01/03-01-08-02-02-01-01.wav,396306,6e5db4d6fa637f12bbe74430d1da8178f9a5c5f6b3dfe6482e554668c9cc6a6e,surprised,7,01,48000,168168,1,PCM_16,ok,ok,
59,ravdess,Actor_01/03-01-08-02-02-02-01.wav,373884,8b1322434092abff250e8de2571b2abdc9c501af84c7595b01111da1a21c0182,surprised,7,01,48000,156957,1,PCM_16,ok,ok,
60,ravdess,Actor_02/03-01-01-01-01-01-02.wav,410114,e343477557ff71c099c7a71ef70ff65158fcab232a56ee23bd231319a0f2c845,neutral,0,02,48000,174574,1,PCM_16,ok,ok,
61,ravdess,Actor_02/03-01-01-01-01-02-02.wav,406912,a60634e1545dfec9ed00cac5d3ebe2cb9808175884c02aa72a6e61cbb81167dd,neutral,0,02,48000,172973,1,PCM_16,ok,ok,
62,ravdess,Actor_02/03-01-01-01-02-01-02.wav,422926,bf8422b8ff263607a9264f15f1db6e979aba70c7b0966c283fbf0e9ad92d424e,neutral,0,02,48000,180980,1,PCM_16,ok,ok,
63,ravdess,Actor_02/03-01-01-01-02-02-02.wav,406910,e093a927ecabc6618a13db9a7b23bb742ffb85ae1405ef636f34fe18b5ac0b38,neutral,0,02,48000,172972,1,PCM_16,ok,ok,
64,ravdess,Actor_02/03-01-02-01-01-01-02.wav,429350,7b43258db0818fccf82884d54bb1f36e7501308acc99e1f2bc05fa1da10d3899,calm,1,02,48000,184184,1,PCM_16,ok,ok,
65,ravdess,Actor_02/03-01-02-01-01-02-02.wav,445370,d4b8363d0c65c9f61e7cb20cc725e24b6e64c608d224c21a2bbfaad30b8e487b,calm,1,02,48000,192192,1,PCM_16,ok,ok,
66,ravdess,Actor_02/03-01-02-01-02-01-02.wav,429354,f51a66b9bc696cd5891f566edddbd0651af12347fe74f95a2c97df42bc3c0934,calm,1,02,48000,184184,1,PCM_16,ok,ok,
67,ravdess,Actor_02/03-01-02-01-02-02-02.wav,442166,2bcada99818df62ec0cbe2e23ff0ebf3fbf112ab04805e265a7bfe7d7a6d7354,calm,1,02,48000,190590,1,PCM_16,ok,ok,
68,ravdess,Actor_02/03-01-02-02-01-01-02.wav,458184,59eeaaceed8c8e8ad89d5c5c5164a064cb425c724cf71f7d0546001da9a81531,calm,1,02,48000,198599,1,PCM_16,ok,ok,
69,ravdess,Actor_02/03-01-02-02-01-02-02.wav,448574,cf81009e63d704c500ab9ee481be6b1aabe268ed5ce78b34ffd984d76c45457e,calm,1,02,48000,193794,1,PCM_16,ok,ok,
70,ravdess,Actor_02/03-01-02-02-02-01-02.wav,454980,3f6b579ef647c2611a50ba88dc9910d18e28f5c9b18509caaa66e853a069d9c3,calm,1,02,48000,196997,1,PCM_16,ok,ok,
71,ravdess,Actor_02/03-01-02-02-02-02-02.wav,454980,909613c25f4bb82a4ee759fd30b3dad44fc331b6c5830e909e4e2c5fb53054a4,calm,1,02,48000,196997,1,PCM_16,ok,ok,
72,ravdess,Actor_02/03-01-03-01-01-01-02.wav,406932,4654ca86da9f02b60a5ab11b69f1ed0dbc9cd1caae1a02455f8918c46bb7fd2e,happy,2,02,48000,172973,1,PCM_16,ok,ok,
73,ravdess,Actor_02/03-01-03-01-01-02-02.wav,416540,9a3c41ce92315e8727bee09cd7c4775d12b6d86fea5f7c20f5d90eb076a248d7,happy,2,02,48000,177777,1,PCM_16,ok,ok,
74,ravdess,Actor_02/03-01-03-01-02-01-02.wav,422948,3e9668459238b80ac2b1c7b5ffe3d97c5382dcd60a7975d87fc4864b9c39e067,happy,2,02,48000,180981,1,PCM_16,ok,ok,
75,ravdess,Actor_02/03-01-03-01-02-02-02.wav,419746,bd18aaec8b3ab71778f167b1c6f0ae4c9ff726946fa401b6681853055efeda01,happy,2,02,48000,179380,1,PCM_16,ok,ok,
76,ravdess,Actor_02/03-01-03-02-01-01-02.wav,416542,5269349f2129a0d1d1bb44262c6976e6629db2f258456af3d21014c1e9e2a681,happy,2,02,48000,177778,1,PCM_16,ok,ok,
77,ravdess,Actor_02/03-01-03-02-01-02-02.wav,413338,b338fb93d6fa3bb726a726e3c5747bf7d1ba55849f21cd92b7c5ce0d596a639c,happy,2,02,48000,176176,1,PCM_16,ok,ok,
78,ravdess,Actor_02/03-01-03-02-02-01-02.wav,416542,c3d8e4469c820ced8e776c910f621f02dbb4a57e8de275c4d1434aea819eb925,happy,2,02,48000,177778,1,PCM_16,ok,ok,
79,ravdess,Actor_02/03-01-03-02-02-02-02.wav,432556,75b8425081dfc5ac8f263096219cf4f67bf493cc4dd07530aae3b1618c571bd3,happy,2,02,48000,185785,1,PCM_16,ok,ok,
80,ravdess,Actor_02/03-01-04-01-01-01-02.wav,429334,1dd1dea9b9f6522b2ada29cb60a35f55c6ce99fef1afb6e6fc48959d0de2c102,sad,3,02,48000,184184,1,PCM_16,ok,ok,
81,ravdess,Actor_02/03-01-04-01-01-02-02.wav,422928,da78102797dd0b1501d03ad4c6b3b0ea8054e3952d5918a9aaeecb41fd7589f5,sad,3,02,48000,180981,1,PCM_16,ok,ok,
82,ravdess,Actor_02/03-01-04-01-02-01-02.wav,419722,05d80c8e8ffe4e53d9440a80be21a81df3f8bb26e80f5006e2e37d5acc100332,sad,3,02,48000,179379,1,PCM_16,ok,ok,
83,ravdess,Actor_02/03-01-04-01-02-02-02.wav,422928,65e774df0f88c5c13bbdb5da25f8e49cbc1cee312df881ea74b0f9c812d470b7,sad,3,02,48000,180981,1,PCM_16,ok,ok,
84,ravdess,Actor_02/03-01-04-02-01-01-02.wav,419730,c164e43034a28da0d81f97b6ca0df91b6d1970def189de9542af7c999af166a3,sad,3,02,48000,179380,1,PCM_16,ok,ok,
85,ravdess,Actor_02/03-01-04-02-01-02-02.wav,422930,6c5e70947db7d8f5f80accf65b2e95be20031f4edcf47777991f955f4bbf6906,sad,3,02,48000,180980,1,PCM_16,ok,ok,
86,ravdess,Actor_02/03-01-04-02-02-01-02.wav,416524,efa86bccfd96610660d6518872b010e0c76202624ed4ccffedb644beaea925f4,sad,3,02,48000,177777,1,PCM_16,ok,ok,
87,ravdess,Actor_02/03-01-04-02-02-02-02.wav,413322,faa98815ea99829510149881b63417bfcd3cea9cb8dc25611417646e05b3005f,sad,3,02,48000,176176,1,PCM_16,ok,ok,
88,ravdess,Actor_02/03-01-05-01-01-01-02.wav,413322,85e9338f1a1c5011221afce5d145a6a98784ff007b7562006cbcce93761b8fd4,angry,4,02,48000,176176,1,PCM_16,ok,ok,
89,ravdess,Actor_02/03-01-05-01-01-02-02.wav,413322,6521fea459b712fa6a1227d5513bb32aac81509a318309ce13ec24345cc2b2d5,angry,4,02,48000,176176,1,PCM_16,ok,ok,
90,ravdess,Actor_02/03-01-05-01-02-01-02.wav,422930,0b9b8fad5c6b5728a692371d92e5638f6c17149784b97be5cf3c69fbc46cdec0,angry,4,02,48000,180980,1,PCM_16,ok,ok,
91,ravdess,Actor_02/03-01-05-01-02-02-02.wav,426124,db5236c610aaa14319d9b340f698405957c44d1fcfcbb99c303090c4e6081d9e,angry,4,02,48000,182582,1,PCM_16,ok,ok,
92,ravdess,Actor_02/03-01-05-02-01-01-02.wav,435746,2f8cafdb522aec17a940ee829e6a42b46b53817fa626d65da6beab33c5bdfbfc,angry,4,02,48000,187388,1,PCM_16,ok,ok,
93,ravdess,Actor_02/03-01-05-02-01-02-02.wav,445354,a8a570075c4513a2830e7a2d91daefd6c8f9a05cefbde8ad2c8b83092fbac415,angry,4,02,48000,192192,1,PCM_16,ok,ok,
94,ravdess,Actor_02/03-01-05-02-02-01-02.wav,445372,6481c21552fa49c7716d477ce26f37ce96a09d2a0a25ae1ec6603308794a1235,angry,4,02,48000,192192,1,PCM_16,ok,ok,
95,ravdess,Actor_02/03-01-05-02-02-02-02.wav,445368,5c6245995079fa054296bbf78cae66d3a692f7a1c97d10a086f0563701a5e22c,angry,4,02,48000,192192,1,PCM_16,ok,ok,
96,ravdess,Actor_02/03-01-06-01-01-01-02.wav,410134,d5b45b08055b925e9cd66279940389490c663511fa5658ede38ed85e1ac88ddd,fearful,5,02,48000,174575,1,PCM_16,ok,ok,
97,ravdess,Actor_02/03-01-06-01-01-02-02.wav,419742,8915bce71511d2144cac3218d5d2d528e5a4c92ae7116c325f50f032e8d68bfa,fearful,5,02,48000,179379,1,PCM_16,ok,ok,
98,ravdess,Actor_02/03-01-06-01-02-01-02.wav,413336,492ae24bf56eb8d23c3db75585e097bff4915717fcccd220c0e7f0f2453a0a76,fearful,5,02,48000,176176,1,PCM_16,ok,ok,
99,ravdess,Actor_02/03-01-06-01-02-02-02.wav,419732,ca8c1f0e4990f5fc55fd44863b5e0350b7e5c466f36ce2e7d1e793bc564782bc,fearful,5,02,48000,179379,1,PCM_16,ok,ok,
100,ravdess,Actor_02/03-01-06-02-01-01-02.wav,426040,b59f804202fb4d2e5d5b6a75ec5f082aa20456eb217aaf633eff3397081142c7,fearful,5,02,48000,182582,1,PCM_16,ok,ok,
101,ravdess,Actor_02/03-01-06-02-01-02-02.wav,410126,d3924095729ab4b2db75d99e0689d82cb74a74f027e8965bfd503bc41a49ac94,fearful,5,02,48000,174575,1,PCM_16,ok,ok,
102,ravdess,Actor_02/03-01-06-02-02-01-02.wav,406922,f42d66fc079607993271b79d2bf8bf313663d5f9d1f8f5c05358fb5002c978c8,fearful,5,02,48000,172973,1,PCM_16,ok,ok,
103,ravdess,Actor_02/03-01-06-02-02-02-02.wav,406928,38feb57de2541446386ee7193bab4bc67fe31600ebce4657c9791b304518916f,fearful,5,02,48000,172973,1,PCM_16,ok,ok,
104,ravdess,Actor_02/03-01-07-01-01-01-02.wav,413334,b242119b1038e4f58474d2576322657505477bacc62a7d499b76cd3488eca650,disgust,6,02,48000,176176,1,PCM_16,ok,ok,
105,ravdess,Actor_02/03-01-07-01-01-02-02.wav,408986,ad10514605396bee4899c3672e6fa668dd26ef1364d34e2b8a30da7bace1d1a2,disgust,6,02,48000,174575,1,PCM_16,ok,ok,
106,ravdess,Actor_02/03-01-07-01-02-01-02.wav,431722,a98b80c8a6838b75431555304fafed9de45945ba8aeb4342312b9e2afffc2b02,disgust,6,02,48000,185786,1,PCM_16,ok,ok,
107,ravdess,Actor_02/03-01-07-01-02-02-02.wav,429350,4663602009c3554e5ba24f58ab7abafc332c2acde7a3ce8f175873b003da76bc,disgust,6,02,48000,184184,1,PCM_16,ok,ok,
108,ravdess,Actor_02/03-01-07-02-01-01-02.wav,458178,00b810a539ec56ef2f97ec110300c24cdb8067bf7cc05b0431590043838654c5,disgust,6,02,48000,198598,1,PCM_16,ok,ok,
109,ravdess,Actor_02/03-01-07-02-01-02-02.wav,458178,f4a933ad28662d95b60a388d961f6ae51f36357fc03350daf2b25b955c6b2577,disgust,6,02,48000,198598,1,PCM_16,ok,ok,
110,ravdess,Actor_02/03-01-07-02-02-01-02.wav,444508,a4c84778ebcb9c7eaec7d0d22f0d079ea64196cd8b3f6fe4edbd625b7a6899ac,disgust,6,02,48000,192192,1,PCM_16,ok,ok,
111,ravdess,Actor_02/03-01-07-02-02-02-02.wav,448570,91c81e62da8aeb5f88c78ae464e79e036022c3d3f47786a203e69f614f17f40b,disgust,6,02,48000,193794,1,PCM_16,ok,ok,
112,ravdess,Actor_02/03-01-08-01-01-01-02.wav,400524,909401c525b3d157d822fa3f66171086d531d7aa930e81c28fa15b9c557a931b,surprised,7,02,48000,169769,1,PCM_16,ok,ok,
113,ravdess,Actor_02/03-01-08-01-01-02-02.wav,400524,47f3448862bd16ab03018bab2e5388b22b465242c2e3a248f4d33b7c3bb514a4,surprised,7,02,48000,169769,1,PCM_16,ok,ok,
114,ravdess,Actor_02/03-01-08-01-02-01-02.wav,406930,1489de3ebaf08e0dbfc70f72267702813420da79316e18a03af86e3958875c18,surprised,7,02,48000,172973,1,PCM_16,ok,ok,
115,ravdess,Actor_02/03-01-08-01-02-02-02.wav,400524,55b262e82032742f82c8500e905940968e88cfc443059261ad85721664cac224,surprised,7,02,48000,169770,1,PCM_16,ok,ok,
116,ravdess,Actor_02/03-01-08-02-01-01-02.wav,419742,9e7c283f2a4cf53343a097990bed51b1aaf31da63c0fad30f337429a90f6a70b,surprised,7,02,48000,179379,1,PCM_16,ok,ok,
117,ravdess,Actor_02/03-01-08-02-01-02-02.wav,422946,51f0b1a5ffd771df5800a3aef0ea802e28bc128f4ae8559c7f2b8f645aa9477e,surprised,7,02,48000,180981,1,PCM_16,ok,ok,
118,ravdess,Actor_02/03-01-08-02-02-01-02.wav,419744,34d26a4be4259d595b4f178b97cd218f216c74cd41e76c324ab62ecb86c3b08d,surprised,7,02,48000,179380,1,PCM_16,ok,ok,
119,ravdess,Actor_02/03-01-08-02-02-02-02.wav,426150,252269fe584a3f8bf91dae2f9c21ff9456f44b2783cc64f7ea1d1189661bf450,surprised,7,02,48000,182583,1,PCM_16,ok,ok,
120,ravdess,Actor_03/03-01-01-01-01-01-03.wav,379588,d61bd344a100e9ba43b2e589912e0ce4b8c4f8be14e7e9a5b618a51728faf34f,neutral,0,03,48000,164965,1,PCM_16,ok,ok,
121,ravdess,Actor_03/03-01-01-01-01-02-03.wav,385994,17b08fe4d03f14cfee8cbe8368bddf9d5660a81bbc1972f8891ea0e5327aa290,neutral,0,03,48000,168168,1,PCM_16,ok,ok,
122,ravdess,Actor_03/03-01-01-01-02-01-03.wav,385986,d2e500826753fc20c4d095fcd4f470cd3f44d523313cc34fe568d284b2912d62,neutral,0,03,48000,168168,1,PCM_16,ok,ok,
123,ravdess,Actor_03/03-01-01-01-02-02-03.wav,382784,8aa88064ce24604e9639b7c4948f7d0ea682aefe2eccc852abf69a953e937d2f,neutral,0,03,48000,166567,1,PCM_16,ok,ok,
124,ravdess,Actor_03/03-01-02-01-01-01-03.wav,418036,7de7f8c071c5a7d7537d6d1445770c56c3dd02a9e84cc5612930570e28b98ee4,calm,1,03,48000,184184,1,PCM_16,ok,ok,
125,ravdess,Actor_03/03-01-02-01-01-02-03.wav,408426,42f895c76bd4891a2cfd9dd5a8631b36b29e5e60e8be2bd6e09104bfc0bbbb84,calm,1,03,48000,179379,1,PCM_16,ok,ok,
126,ravdess,Actor_03/03-01-02-01-02-01-03.wav,418038,18b09a1ad4929b246b2c3ce56bd2ecd99af664e67c77fb018703d466022054f1,calm,1,03,48000,184184,1,PCM_16,ok,ok,
127,ravdess,Actor_03/03-01-02-01-02-02-03.wav,430844,456e4b2c9f419c55422908497e7ff8b3c2f00ff84c6e1c04ed6c4430d9cc6d0d,calm,1,03,48000,190590,1,PCM_16,ok,ok,
128,ravdess,Actor_03/03-01-02-02-01-01-03.wav,437254,33afd76533b0e48b131f93d80340b99c85d4a2cba11f1b7f5c748bcd5a01c2bb,calm,1,03,48000,193794,1,PCM_16,ok,ok,
129,ravdess,Actor_03/03-01-02-02-01-02-03.wav,430848,98d4b2a4e8c67d80e0044297de35b10ac608e8f786407afdea793d613edb4cde,calm,1,03,48000,190591,1,PCM_16,ok,ok,
130,ravdess,Actor_03/03-01-02-02-02-01-03.wav,446862,c70ff203bae72dd7f0bb4903f68023dc12d6c42701dde36d1efba9aff2de96ae,calm,1,03,48000,198598,1,PCM_16,ok,ok,
131,ravdess,Actor_03/03-01-02-02-02-02-03.wav,434050,4dbf22283b47b60c8b5900f7002c04e0d3da26a60d4e285ed5302b3c504c5a28,calm,1,03,48000,192192,1,PCM_16,ok,ok,
