level,model,b,class_index,class_label,rejected_count,rejected_share,class_share_overall,class_rejection_rate
ravdess,cnn,0.1,7,surprised,30.0,0.20979020979020982,0.13342599027102153,0.15625
ravdess,cnn,0.2,0,neutral,22.555555555555557,0.07859078590785908,0.06671299513551077,0.23495370370370366
ravdess,cnn,0.2,1,calm,19.666666666666668,0.06852497096399535,0.13342599027102153,0.10243055555555555
ravdess,cnn,0.2,2,happy,47.111111111111114,0.16415021293070076,0.13273106323835998,0.2466550319953461
ravdess,cnn,0.2,3,sad,47.111111111111114,0.16415021293070073,0.13342599027102153,0.24537037037037038
ravdess,cnn,0.2,4,angry,28.333333333333332,0.09872241579558654,0.13342599027102153,0.14756944444444442
ravdess,cnn,0.2,5,fearful,39.0,0.13588850174216027,0.13342599027102153,0.20312500000000003
ravdess,cnn,0.2,6,disgust,28.555555555555557,0.0994967092528068,0.13342599027102153,0.14872685185185186
ravdess,cnn,0.2,7,surprised,54.666666666666664,0.1904761904761905,0.13342599027102153,0.2847222222222222
ravdess,cnn,0.3,0,neutral,33.22222222222222,0.07708172209332302,0.06671299513551077,0.3460648148148148
ravdess,cnn,0.3,1,calm,31.22222222222222,0.07244135086362463,0.13342599027102153,0.16261574074074073
ravdess,cnn,0.3,2,happy,70.44444444444444,0.1634441866460428,0.13273106323835998,0.36881908086096565
ravdess,cnn,0.3,3,sad,68.22222222222223,0.15828821861304462,0.13342599027102153,0.3553240740740741
ravdess,cnn,0.3,4,angry,44.22222222222222,0.10260376385666409,0.13342599027102153,0.23032407407407407
ravdess,cnn,0.3,5,fearful,63.55555555555556,0.1474606857437484,0.13342599027102153,0.3310185185185185
ravdess,cnn,0.3,6,disgust,41.888888888888886,0.09718999742201598,0.13342599027102153,0.2181712962962963
ravdess,cnn,0.3,7,surprised,78.22222222222223,0.1814900747615365,0.13342599027102153,0.4074074074074074
ravdess,hubert_base,0.1,0,neutral,4.666666666666667,0.03263403263403263,0.06671299513551077,0.04861111111111111
ravdess,hubert_base,0.1,1,calm,13.0,0.0909090909090909,0.13342599027102153,0.06770833333333333
ravdess,hubert_base,0.1,2,happy,24.0,0.16783216783216784,0.13273106323835998,0.1256544502617801
ravdess,hubert_base,0.1,3,sad,28.666666666666668,0.20046620046620045,0.13342599027102153,0.14930555555555555
ravdess,hubert_base,0.1,4,angry,10.666666666666666,0.07459207459207459,0.13342599027102153,0.05555555555555555
ravdess,hubert_base,0.1,5,fearful,27.666666666666668,0.19347319347319347,0.13342599027102153,0.1440972222222222
ravdess,hubert_base,0.1,6,disgust,14.0,0.0979020979020979,0.13342599027102153,0.07291666666666667
ravdess,hubert_base,0.1,7,surprised,20.333333333333332,0.14219114219114218,0.13342599027102153,0.10590277777777779
ravdess,hubert_base,0.2,0,neutral,15.0,0.05226480836236933,0.06671299513551077,0.15625
ravdess,hubert_base,0.2,1,calm,28.0,0.09756097560975609,0.13342599027102153,0.14583333333333334
ravdess,hubert_base,0.2,2,happy,46.333333333333336,0.16144018583042974,0.13273106323835998,0.2425828970331588
ravdess,hubert_base,0.2,3,sad,55.666666666666664,0.19396051103368175,0.13342599027102153,0.2899305555555556
ravdess,hubert_base,0.2,4,angry,23.333333333333332,0.08130081300813008,0.13342599027102153,0.12152777777777779
ravdess,hubert_base,0.2,5,fearful,56.666666666666664,0.19744483159117307,0.13342599027102153,0.2951388888888889
ravdess,hubert_base,0.2,6,disgust,22.333333333333332,0.07781649245063878,0.13342599027102153,0.11631944444444443
ravdess,hubert_base,0.2,7,surprised,39.666666666666664,0.1382113821138211,0.13342599027102153,0.20659722222222224
ravdess,hubert_base,0.3,0,neutral,28.0,0.06496519721577726,0.06671299513551077,0.2916666666666667
ravdess,hubert_base,0.3,1,calm,45.666666666666664,0.10595514307811292,0.13342599027102153,0.23784722222222224
ravdess,hubert_base,0.3,2,happy,70.66666666666667,0.16395978344934262,0.13273106323835998,0.3699825479930192
ravdess,hubert_base,0.3,3,sad,78.66666666666667,0.18252126836813612,0.13342599027102153,0.40972222222222227
ravdess,hubert_base,0.3,4,angry,37.333333333333336,0.08662026295436968,0.13342599027102153,0.19444444444444445
ravdess,hubert_base,0.3,5,fearful,76.33333333333333,0.177107501933488,0.13342599027102153,0.3975694444444445
ravdess,hubert_base,0.3,6,disgust,38.0,0.08816705336426915,0.13342599027102153,0.19791666666666666
ravdess,hubert_base,0.3,7,surprised,56.333333333333336,0.13070378963650423,0.13342599027102153,0.2934027777777778
ravdess,resnet_se,0.1,0,neutral,14.333333333333334,0.10023310023310024,0.06671299513551077,0.14930555555555555
ravdess,resnet_se,0.1,1,calm,11.0,0.07692307692307693,0.13342599027102153,0.057291666666666664
ravdess,resnet_se,0.1,2,happy,20.666666666666668,0.1445221445221445,0.13273106323835998,0.10820244328097732
ravdess,resnet_se,0.1,3,sad,28.666666666666668,0.20046620046620045,0.13342599027102153,0.14930555555555555
ravdess,resnet_se,0.1,4,angry,11.0,0.07692307692307693,0.13342599027102153,0.057291666666666664
ravdess,resnet_se,0.1,5,fearful,21.666666666666668,0.15151515151515152,0.13342599027102153,0.11284722222222222
ravdess,resnet_se,0.1,6,disgust,14.0,0.09790209790209792,0.13342599027102153,0.07291666666666666
ravdess,resnet_se,0.1,7,surprised,21.666666666666668,0.15151515151515152,0.13342599027102153,0.11284722222222222
ravdess,resnet_se,0.2,0,neutral,22.0,0.07665505226480837,0.06671299513551077,0.22916666666666666
ravdess,resnet_se,0.2,1,calm,20.666666666666668,0.07200929152148665,0.13342599027102153,0.10763888888888888
ravdess,resnet_se,0.2,2,happy,55.333333333333336,0.19279907084785133,0.13273106323835998,0.2897033158813264
ravdess,resnet_se,0.2,3,sad,50.333333333333336,0.1753774680603949,0.13342599027102153,0.26215277777777773
ravdess,resnet_se,0.2,4,angry,25.666666666666668,0.08943089430894309,0.13342599027102153,0.13368055555555555
ravdess,resnet_se,0.2,5,fearful,44.333333333333336,0.15447154471544716,0.13342599027102153,0.2309027777777778
ravdess,resnet_se,0.2,6,disgust,25.666666666666668,0.08943089430894309,0.13342599027102153,0.13368055555555555
ravdess,resnet_se,0.2,7,surprised,43.0,0.14982578397212543,0.13342599027102153,0.22395833333333334
ravdess,resnet_se,0.3,0,neutral,35.0,0.08120649651972157,0.06671299513551077,0.3645833333333333
ravdess,resnet_se,0.3,1,calm,36.0,0.08352668213457076,0.13342599027102153,0.1875
ravdess,resnet_se,0.3,2,happy,80.66666666666667,0.1871616395978345,0.13273106323835998,0.4223385689354276
ravdess,resnet_se,0.3,3,sad,69.33333333333333,0.1608662026295437,0.13342599027102153,0.3611111111111111
ravdess,resnet_se,0.3,4,angry,41.0,0.0951276102088167,0.13342599027102153,0.21354166666666663
ravdess,resnet_se,0.3,5,fearful,65.66666666666667,0.1523588553750967,0.13342599027102153,0.34201388888888884
ravdess,resnet_se,0.3,6,disgust,37.333333333333336,0.08662026295436968,0.13342599027102153,0.19444444444444445
ravdess,resnet_se,0.3,7,surprised,66.0,0.15313225058004643,0.13342599027102153,0.34375
ravdess,transformer,0.1,0,neutral,14.333333333333334,0.10023310023310024,0.06671299513551077,0.14930555555555555
ravdess,transformer,0.1,1,calm,14.333333333333334,0.10023310023310024,0.13342599027102153,0.07465277777777778
ravdess,transformer,0.1,2,happy,18.666666666666668,0.13053613053613053,0.13273106323835998,0.09773123909249563
ravdess,transformer,0.1,3,sad,22.333333333333332,0.1561771561771562,0.13342599027102153,0.11631944444444443
ravdess,transformer,0.1,4,angry,15.333333333333334,0.10722610722610722,0.13342599027102153,0.0798611111111111
ravdess,transformer,0.1,5,fearful,20.0,0.13986013986013987,0.13342599027102153,0.10416666666666667
ravdess,transformer,0.1,6,disgust,17.0,0.1188811188811189,0.13342599027102153,0.08854166666666667
ravdess,transformer,0.1,7,surprised,21.0,0.14685314685314685,0.13342599027102153,0.109375
ravdess,transformer,0.2,0,neutral,32.0,0.11149825783972127,0.06671299513551077,0.3333333333333333
ravdess,transformer,0.2,1,calm,26.666666666666668,0.09291521486643438,0.13342599027102153,0.13888888888888887
ravdess,transformer,0.2,2,happy,37.0,0.12891986062717772,0.13273106323835998,0.193717277486911
ravdess,transformer,0.2,3,sad,44.333333333333336,0.15447154471544713,0.13342599027102153,0.23090277777777776
ravdess,transformer,0.2,4,angry,30.666666666666668,0.10685249709639955,0.13342599027102153,0.15972222222222224
ravdess,transformer,0.2,5,fearful,37.333333333333336,0.13008130081300814,0.13342599027102153,0.19444444444444445
ravdess,transformer,0.2,6,disgust,37.333333333333336,0.13008130081300814,0.13342599027102153,0.19444444444444442
ravdess,transformer,0.2,7,surprised,41.666666666666664,0.14518002322880372,0.13342599027102153,0.21701388888888892
ravdess,transformer,0.3,0,neutral,43.666666666666664,0.10131477184841453,0.06671299513551077,0.4548611111111111
ravdess,transformer,0.3,1,calm,44.666666666666664,0.10363495746326372,0.13342599027102153,0.23263888888888887
ravdess,transformer,0.3,2,happy,58.333333333333336,0.13534416086620263,0.13273106323835998,0.3054101221640489
ravdess,transformer,0.3,3,sad,67.33333333333333,0.15622583139984533,0.13342599027102153,0.3506944444444444
ravdess,transformer,0.3,4,angry,45.0,0.10440835266821345,0.13342599027102153,0.234375
ravdess,transformer,0.3,5,fearful,57.333333333333336,0.13302397525135343,0.13342599027102153,0.29861111111111116
ravdess,transformer,0.3,6,disgust,56.333333333333336,0.13070378963650428,0.13342599027102153,0.29340277777777785
ravdess,transformer,0.3,7,surprised,58.333333333333336,0.13534416086620263,0.13342599027102153,0.3038194444444444
ravdess,wav2vec2_base,0.1,0,neutral,11.333333333333334,0.07925407925407925,0.06671299513551077,0.11805555555555557
ravdess,wav2vec2_base,0.1,1,calm,11.333333333333334,0.07925407925407925,0.13342599027102153,0.05902777777777778
ravdess,wav2vec2_base,0.1,2,happy,19.666666666666668,0.13752913752913754,0.13273106323835998,0.10296684118673648
ravdess,wav2vec2_base,0.1,3,sad,22.333333333333332,0.1561771561771562,0.13342599027102153,0.11631944444444443
ravdess,wav2vec2_base,0.1,4,angry,15.333333333333334,0.10722610722610722,0.13342599027102153,0.0798611111111111
ravdess,wav2vec2_base,0.1,5,fearful,21.666666666666668,0.15151515151515152,0.13342599027102153,0.11284722222222221
ravdess,wav2vec2_base,0.1,6,disgust,22.0,0.15384615384615385,0.13342599027102153,0.11458333333333333
ravdess,wav2vec2_base,0.1,7,surprised,19.333333333333332,0.1351981351981352,0.13342599027102153,0.10069444444444443
ravdess,wav2vec2_base,0.2,0,neutral,22.333333333333332,0.0778164924506388,0.06671299513551077,0.23263888888888892
ravdess,wav2vec2_base,0.2,1,calm,28.333333333333332,0.09872241579558654,0.13342599027102153,0.14756944444444445
ravdess,wav2vec2_base,0.2,2,happy,46.666666666666664,0.16260162601626016,0.13273106323835998,0.2443280977312391
ravdess,wav2vec2_base,0.2,3,sad,41.333333333333336,0.14401858304297327,0.13342599027102153,0.2152777777777778
ravdess,wav2vec2_base,0.2,4,angry,29.0,0.10104529616724738,0.13342599027102153,0.15104166666666666
ravdess,wav2vec2_base,0.2,5,fearful,38.666666666666664,0.13472706155632985,0.13342599027102153,0.20138888888888887
ravdess,wav2vec2_base,0.2,6,disgust,41.0,0.14285714285714288,0.13342599027102153,0.21354166666666666
ravdess,wav2vec2_base,0.2,7,surprised,39.666666666666664,0.13821138211382114,0.13342599027102153,0.2065972222222222
ravdess,wav2vec2_base,0.3,0,neutral,35.0,0.08120649651972157,0.06671299513551077,0.3645833333333333
ravdess,wav2vec2_base,0.3,1,calm,47.333333333333336,0.10982211910286156,0.13342599027102153,0.2465277777777778
ravdess,wav2vec2_base,0.3,2,happy,70.66666666666667,0.16395978344934262,0.13273106323835998,0.3699825479930192
ravdess,wav2vec2_base,0.3,3,sad,62.333333333333336,0.14462490332559938,0.13342599027102153,0.32465277777777773
ravdess,wav2vec2_base,0.3,4,angry,41.666666666666664,0.09667440061871617,0.13342599027102153,0.21701388888888887
ravdess,wav2vec2_base,0.3,5,fearful,56.666666666666664,0.131477184841454,0.13342599027102153,0.2951388888888889
ravdess,wav2vec2_base,0.3,6,disgust,59.333333333333336,0.13766434648105183,0.13342599027102153,0.30902777777777773
ravdess,wav2vec2_base,0.3,7,surprised,58.0,0.1345707656612529,0.13342599027102153,0.3020833333333333
ravdess,wavlm_base_plus,0.1,0,neutral,6.0,0.04195804195804196,0.06671299513551077,0.0625
ravdess,wavlm_base_plus,0.1,1,calm,13.0,0.0909090909090909,0.13342599027102153,0.06770833333333333
ravdess,wavlm_base_plus,0.1,2,happy,29.666666666666668,0.20745920745920746,0.13273106323835998,0.15532286212914484
ravdess,wavlm_base_plus,0.1,3,sad,27.666666666666668,0.19347319347319347,0.13342599027102153,0.14409722222222224
ravdess,wavlm_base_plus,0.1,4,angry,12.0,0.08391608391608392,0.13342599027102153,0.0625
ravdess,wavlm_base_plus,0.1,5,fearful,20.666666666666668,0.1445221445221445,0.13342599027102153,0.1076388888888889
ravdess,wavlm_base_plus,0.1,6,disgust,15.0,0.1048951048951049,0.13342599027102153,0.078125
ravdess,wavlm_base_plus,0.1,7,surprised,19.0,0.13286713286713286,0.13342599027102153,0.09895833333333333
ravdess,wavlm_base_plus,0.2,0,neutral,11.333333333333334,0.03948896631823461,0.06671299513551077,0.11805555555555557
ravdess,wavlm_base_plus,0.2,1,calm,31.0,0.10801393728222997,0.13342599027102153,0.16145833333333334
